sector,okved2,year,factoriescap_s,RDcosts_s,RDsalary_s,RDequip_s
"Производство машин и оборудования, не включенных в другие группировки",28,2017.0,0.022664212253763798,0.06505261093429818,0.636467205478731,0.009770118738905747
"Производство машин и оборудования, не включенных в другие группировки",28,2018.0,0.024056441420765795,0.04167380934553221,0.6507865132930248,0.004712192447589678
"Производство машин и оборудования, не включенных в другие группировки",28,2019.0,0.024848251756935023,0.07967884036796803,0.5070888441513645,0.025296498301982256
"Производство машин и оборудования, не включенных в другие группировки",28,2020.0,0.028261886991315068,0.08653521957398853,0.5100199125051695,0.0026959855628392055
"Производство машин и оборудования, не включенных в другие группировки",28,2021.0,0.027344912607632756,0.1361384118033003,0.5025010799679436,0.061454099539536046
"Производство машин и оборудования, не включенных в другие группировки",28,2022.0,0.026962788253124988,0.1218142026690078,0.506521534038495,0.007939761883575591
"Производство машин и оборудования, не включенных в другие группировки",28,2023.0,0.03049203063077689,0.11462157463237586,0.5106596098375644,0.016022123765768583
"Производство машин и оборудования, не включенных в другие группировки",28,2024.0,0.030590671212100004,0.18995779960733403,0.4272532393914504,0.13912809196987058
Производство машин и оборудования общего назначения,28.1,2017.0,0.007413486342991107,0.05169517667288546,0.9889874103139843,0.009038398394410964
Производство машин и оборудования общего назначения,28.1,2018.0,0.007573851916416197,0.05280162976146914,0.8926991384561651,0.0005558036162247667
Производство машин и оборудования общего назначения,28.1,2019.0,0.007682508706515919,0.07207426632528229,0.3367058413538157,0.06855942679577863
Производство машин и оборудования общего назначения,28.1,2021.0,0.007759974746752995,0.031177140353917634,0.6094051099734372,0.02722411588555468
Производство машин и оборудования общего назначения,28.1,2024.0,0.008661046575995665,0.2669696440896345,0.31761359040057824,0.33797418770728277
Производство прочих машин и оборудования общего назначения,28.2,2017.0,0.006254699901223746,0.020055010635154507,0.5512696206235063,0.008111425027128865
Производство прочих машин и оборудования общего назначения,28.2,2019.0,0.007254906914388532,0.030694841395943334,0.5012888535372513,0.04716609113787318
Производство машин и оборудования для сельского и лесного хозяйства,28.3,2017.0,0.002582171953039619,0.01774089126781522,0.14558369433901908,0.004811539585225407
Производство прочих машин специального назначения,28.9,2017.0,0.00596432361815874,0.15403120572541038,0.5247947855572412,0.010561695934898594
Производство прочих машин специального назначения,28.9,2018.0,0.006729289574489058,0.07605576477534673,0.5266315194505146,0.007030567299569928
Производство прочих машин специального назначения,28.9,2019.0,0.007108523567943912,0.16378266309956346,0.6025390729393846,0.0013902257575467475
Производство прочих машин специального назначения,28.9,2020.0,0.0080696419401266,0.22361197012528317,0.5631882169683693,0.002921587002381521
Производство прочих машин специального назначения,28.9,2021.0,0.007249955698843597,0.4391284117910605,0.5196190957970762,0.015971483121635738
"Производство автотранспортных средств, прицепов и полуприцепов",29,2017.0,0.04281744196849968,0.028754675546572774,0.30434917137001494,0.01492918962558058
"Производство автотранспортных средств, прицепов и полуприцепов",29,2018.0,0.04909655274081483,0.04011895458652373,0.32750816088443707,0.008893913573600578
Производство автотранспортных средств,29.1,2017.0,0.03277518330357982,0.0375517635237879,0.3043827449412686,0.014934474892687562
Производство автотранспортных средств,29.1,2018.0,0.038121363145329344,0.05108026678110119,0.32481888315959273,0.008996465807969034
