region,okato,year,VDS_r,ITusage_r,AIusage_r,BDusage_r
Калининградская область,27,2023,0.07549158756416036,0.1799320664647021,0.4496272602305171,0.2412977637863656
Калининградская область,27,2024,0.07480863418162942,0.18801064904066833,0.37688987613341973,0.1553747298869681
Тверская область,28,2021,0.07118468955653803,0.2488754245845956,0.4192304237390176,0.31300375930998214
Тверская область,28,2022,0.0657813469968856,0.25355733039566697,0.3520764783347653,0.40797564207250375
Тверская область,28,2023,0.06964404713617194,0.24428532084825116,0.3311797933302569,0.2279090407541558
Тверская область,28,2024,0.06377716093035903,0.24272468557789406,0.4252565197965087,0.1411171822190749
Калужская область,29,2021,0.0844358097499914,0.21922335444781052,0.6108261514828027,0.34175398267935425
Калужская область,29,2022,0.07285330771554074,0.22298723951161295,0.7231210950582022,0.5014093883307201
Калужская область,29,2023,0.07479010035335908,0.21738731295327274,0.4337562141156701,0.2576898540828062
Калужская область,29,2024,0.0705265115862304,0.21922335444781052,0.3741310177832166,0.1468392494386828
Краснодарский край,3,2021,0.4133420124492546,0.8259432663178188,0.4775978866876179,0.45021602945662736
Краснодарский край,3,2022,0.45355947437016997,0.8453135040851923,0.5412392017754329,0.6023884180268777
Краснодарский край,3,2023,0.4466642008648138,0.8412742127972093,0.42711172124307095,0.29562754813005565
Краснодарский край,3,2024,0.4158844733273572,0.8632149086569356,0.2714710716842106,0.10165587714197144
Камчатский край,30,2021,0.04411780552582681,0.09014963738180483,0.25375410233952067,0.36597478008406636
Камчатский край,30,2022,0.03781305600239873,0.08767098136417883,0.5154924992539945,0.41682856188036094
Камчатский край,30,2023,0.040373295326022574,0.09079225190489305,0.33184721050729005,0.20692726373082634
Камчатский край,30,2024,0.035915298875963585,0.09299550169833838,0.2399889519152571,0.06036105101762198
Кемеровская область - Кузбасс,32,2021,0.22852461708490543,0.34223813458184155,0.44669939291511934,0.49606942288375494
Кемеровская область - Кузбасс,32,2022,0.22898419389856625,0.34462498852474066,0.5051275185570624,0.5687558802525533
Кемеровская область - Кузбасс,32,2023,0.17665478230766254,0.3447167905994675,0.3285691616704498,0.2751633283281865
Кемеровская область - Кузбасс,32,2024,0.14047662728052557,0.35701826861287067,0.40007620803728333,0.14246729728694682
Кировская область,33,2021,0.06180708447672616,0.21564307353346185,0.38034264387668,0.23374364827042743
Кировская область,33,2022,0.05814519701953781,0.21399063618837785,0.5240762598275552,0.3163846217037707
Кировская область,33,2023,0.05658033744909689,0.20444322041678142,0.4475734683384092,0.16866168588598343
Кировская область,33,2024,0.055200820655110505,0.21307261544110898,0.340415177485138,0.09032423661847883
Костромская область,34,2021,0.03252330665534764,0.1543192876159001,0.5025598505700716,0.3897281253559811
Костромская область,34,2022,0.030424709953185428,0.156063527035711,0.5898963730569948,0.4580425531914894
Костромская область,34,2023,0.031225878992766364,0.14853575690810614,0.5033464201310388,0.21980446045814375
Костромская область,34,2024,0.030959901527566374,0.1536766730928119,0.4138949245083292,0.13343437809807063
Самарская область,36,2021,0.27524472203436573,0.45478747819700727,0.4747835527265349,0.40201942981815686
Самарская область,36,2022,0.25416898539971855,0.44340402093087306,0.47816432272390824,0.4950151975683891
Самарская область,36,2023,0.2532341375995453,0.44358762508032684,0.4289119599903923,0.2517954329294068
Самарская область,36,2024,0.25616936208046576,0.45827595703662904,0.48699681147867685,0.17148245703764323
Курганская область,37,2021,0.03425550578645278,0.12934912329018636,0.40115541467325155,0.3533719402624466
Курганская область,37,2022,0.035534091317964846,0.11612962452951436,0.4708431464908149,0.42713733075435206
Курганская область,37,2023,0.03515539073361629,0.10786743780409437,0.4241472825487818,0.20603168854685378
Курганская область,37,2024,0.03559208945326093,0.11025429174699349,0.39472287774005255,0.0758490265204528
Курская область,38,2021,0.0862421914751206,0.2316166345359405,0.3757924503890631,0.26807245680167985
Курская область,38,2022,0.07008760360378107,0.2202331772698063,0.271077975063012,0.3370659760715901
Курская область,38,2023,0.06993533391833849,0.19443679427155053,0.2840860720104508,0.18971430293532637
Курская область,38,2024,0.06427132291627642,0.1938859818231892,0.36259126236457845,0.09749002659574468
Красноярский край,4,2021,0.39085998008613637,0.48590838152942256,0.29165708154968584,0.3458584400914898
Красноярский край,4,2022,0.3495320190672542,0.4856329753052419,0.32284298265375083,0.2632562442183164
Красноярский край,4,2023,0.3467530502598471,0.48838703754704854,0.19307043515524563,0.13299692049272116
Красноярский край,4,2024,0.33424191945545084,0.5074818690902414,0.21659024617022715,0.057111378821935524
Город Санкт-Петербург город федерального значения,40,2024,1.0,0.9328008812999173,0.31163194842823294,0.13816124229689236
Ленинградская область,41,2021,0.18320536646954927,0.29036996236114937,0.43041711236954494,0.4880234224174464
Ленинградская область,41,2022,0.17409633132636915,0.29468465987331316,0.5812648297903249,0.5279160866971565
Ленинградская область,41,2023,0.17888402440285128,0.2982649407876618,0.37974059774470265,0.27500049114948627
Ленинградская область,41,2024,0.18570821091546996,0.3066189295878087,0.30024665694517705,0.14907217479933751
Липецкая область,42,2021,0.10663611523622994,0.21298081336638208,0.44535018760050027,0.32702861335289807
Липецкая область,42,2022,0.08224221603754796,0.21830533370054164,0.44982285806420685,0.331646475672387
Липецкая область,42,2023,0.08834159629160293,0.2094005324520334,0.37302973652588517,0.16302760080964862
Липецкая область,42,2024,0.08069510044026015,0.20738088680804187,0.43047155075724736,0.12042327145319433
Магаданская область,44,2021,0.03995633702128613,0.053153401266868634,0.3463985610351956,0.44613052585161506
Магаданская область,44,2022,0.0331742448058585,0.05388781786468374,0.49698563875329904,0.47406393852622425
Магаданская область,44,2023,0.03780948733902864,0.055081244836133296,0.4254404145077721,0.2308563829787234
Магаданская область,44,2024,0.04073404757003358,0.05967134857247774,0.28986050219210846,0.08255155482815059
Мурманская область,47,2021,0.13801559370233718,0.16377490131276967,0.43947640512093683,0.33994728556435455
Мурманская область,47,2022,0.12111503466773473,0.15643073533461857,0.4957764723053346,0.4481795025471981
Мурманская область,47,2023,0.1051110400539276,0.156063527035711,0.4147150259067358,0.20700000000000002
Мурманская область,47,2024,0.08658090625073624,0.1586339851280639,0.3798575129533679,0.13070885047281322
Новгородская область,49,2021,0.043302824848763175,0.133755622877077,0.7800505688102106,0.4085347332758948
Новгородская область,49,2022,0.03984078162719491,0.13338841457816947,0.6692603118792992,0.6252244073157517
Новгородская область,49,2023,0.03825972707655908,0.12558523822638393,0.24879556403963277,0.2736562150055991
Новгородская область,49,2024,0.03702133711011833,0.12889011291655192,0.2943625171604446,0.12976450263684305
Приморский край,5,2021,0.17156611437494373,0.2678784540530616,0.3186741575427843,0.4092576524287985
Приморский край,5,2022,0.167813834264591,0.27155053704213716,0.4684652492406647,0.4395818048422597
Приморский край,5,2023,0.17679837953316233,0.26833746442669604,0.2890191956237736,0.23651087122673442
Приморский край,5,2024,0.16495567852164666,0.2933076287524098,0.2720231579459486,0.12693537109179903
Новосибирская область,50,2021,0.21158043441653268,0.48526576700633434,0.39437344515476414,0.36354964136498663
Новосибирская область,50,2022,0.20867114414467652,0.4763609657578261,0.5071599247910836,0.418201965696666
Новосибирская область,50,2023,0.21403789890971986,0.48122647571835125,0.36406031001101113,0.21139081234221146
Новосибирская область,50,2024,0.20822682802200412,0.49059028734049387,0.3627980438087556,0.13800384603134158
Омская область,52,2021,0.1017021409238009,0.28311759845772516,0.22269208282091088,0.1614465187515523
Омская область,52,2022,0.09926341804385558,0.2737537868355825,0.3444449077887011,0.2561025728841132
Омская область,52,2023,0.11401490112653404,0.2766914532268429,0.264161030905859,0.1304179785116266
Омская область,52,2024,0.10911639375223772,0.28779950426879647,0.2539653419937031,0.06925990023414436
Оренбургская область,53,2021,0.1766499381457474,0.2842192233544478,0.4083222878258425,0.3502587415470889
Оренбургская область,53,2022,0.16520600825328458,0.29624529514367026,0.5122838228611891,0.40448542549894834
Оренбургская область,53,2023,0.1654505608852735,0.28972734783806114,0.3947822061112315,0.1965122158401424
Оренбургская область,53,2024,0.15971575238369642,0.2937666391260442,0.32857674870466325,0.12400731382978725
Орловская область,54,2021,0.042686773502202076,0.16056182869732855,0.4239461779788302,0.2333071785701252
Орловская область,54,2022,0.03883692584300156,0.1561553291104379,0.38588699728596104,0.3257232916807385
Орловская область,54,2023,0.03713690470479835,0.15413568346644635,0.36198452693590744,0.16350918099679396
Орловская область,54,2024,0.03406974718739849,0.15477829798953457,0.2811756679512474,0.06957295373665481
Пензенская область,56,2021,0.06806268772080115,0.20141375195079408,0.271475196130757,0.3264716150429605
Пензенская область,56,2022,0.06238073924457606,0.20664647021022675,0.4266014183678872,0.36255375861319317
Пензенская область,56,2023,0.06170841532610498,0.20104654365188654,0.34690183831357796,0.18518653453803555
Пензенская область,56,2024,0.06203161267921416,0.2078398971816763,0.38925328182500596,0.1135431546500263
Пермский край,57,2021,0.2217877243447756,0.33654640594877444,0.4940427227936874,0.43059424730995577
Пермский край,57,2022,0.21107507780542734,0.33305792710915266,0.3651992847798642,0.5840372750944193
Пермский край,57,2023,0.20676811002268056,0.3239695217111907,0.3099998972246244,0.2514132145204175
Пермский край,57,2024,0.20114473817865391,0.3367300100982282,0.3032232273520887,0.1282573261560593
Псковская область,58,2021,0.02866445242185566,0.12558523822638393,0.5064766839378239,0.41778182157521465
Псковская область,58,2022,0.027076930280427833,0.12494262370329569,0.5448066607531037,0.5354573451936154
Псковская область,58,2023,0.027213467230506577,0.12347379050766548,0.3027563225918293,0.2588523293522107
Псковская область,58,2024,0.02711862150952185,0.12374919673184614,0.33364339416675637,0.13145242755224446
Ростовская область,60,2021,0.259065928097666,0.5383273661984761,0.40732333585449815,0.4292221198223564
Ростовская область,60,2022,0.24687674569772097,0.5394289910951987,0.4137318044420617,0.551306432223397
Ростовская область,60,2023,0.255783379442399,0.5468649591480768,0.27445135735291176,0.26415427585640355
Ростовская область,60,2024,0.23901599404592472,0.5821169558432021,0.3182152828904416,0.14385659688551708
Рязанская область,61,2021,0.06911865947563506,0.19250895070228588,0.41445588442408476,0.2392201625422336
Рязанская область,61,2022,0.06560377463017801,0.1978334710364454,0.5330343940468606,0.35496322258972207
Рязанская область,61,2023,0.06574444893841007,0.1994859083815294,0.3775850105749078,0.1797441521183578
Рязанская область,61,2024,0.06308919410262284,0.19921050215734876,0.35289988300183855,0.08683351308951859
Саратовская область,63,2021,0.12799991688877937,0.3243367300100982,0.4524314787737821,0.38040150315264587
Саратовская область,63,2022,0.12518212795108,0.3204810428715689,0.5292543520496079,0.4707670788715055
Саратовская область,63,2023,0.1272023341756944,0.31111723124942625,0.4178544727914298,0.2334467582855672
Саратовская область,63,2024,0.11858515783745328,0.3213990636188378,0.4253188948235368,0.13401885175664097
Сахалинская область,64,2021,0.15429730941725686,0.13504085192325346,0.2561649577496539,0.466573614707031
Сахалинская область,64,2022,0.17574505858934714,0.1354998622968879,0.440593538059733,0.5343193219166235
Сахалинская область,64,2023,0.14905186510945095,0.13100156063527035,0.3066544183057322,0.28595252650255704
Сахалинская область,64,2024,0.12957657548748605,0.1365096851188837,0.3474150757340823,0.17790782526577859
Свердловская область,65,2021,0.39341444642471607,0.6439915542091251,0.42712987343922537,0.4808266480641786
Свердловская область,65,2022,0.368875592568761,0.6431653355365832,0.4589086482496868,0.5840384533621638
Свердловская область,65,2023,0.3936088536358057,0.6584962820159735,0.3651885416598948,0.2875690755225714
Свердловская область,65,2024,0.3666822831113365,0.6931056641880107,0.3050935044436057,0.14148062561645766
Смоленская область,66,2021,0.053940149944904724,0.1864500137703112,0.7870213759270173,0.2777145730538358
Смоленская область,66,2022,0.051133806228373706,0.17387312953272743,0.4043256315279777,0.3762064975622908
Смоленская область,66,2023,0.05234867263438865,0.17644358762508033,0.3035697918295385,0.16880687227400534
Смоленская область,66,2024,0.050616785193293094,0.15725695400716055,0.436403727666216,0.11728397361851176
Тамбовская область,68,2021,0.055570640688781765,0.17827962911961812,0.40685047731359697,0.2692371321515437
Тамбовская область,68,2022,0.047767962592113536,0.17791242082071054,0.5237251158985547,0.40823068309070554
Тамбовская область,68,2023,0.04892602679411129,0.154411089690627,0.44806022931003675,0.21218281174893114
Тамбовская область,68,2024,0.044831254724038885,0.15587992288625724,0.4832109705413867,0.1455116156679949
Томская область,69,2021,0.09109696759671414,0.16331589093913523,0.461209796503246,0.40824154138710483
Томская область,69,2022,0.08611320793637246,0.16065363077205544,0.6181909696521096,0.47846990881458973
Томская область,69,2023,0.08565289861425619,0.1660699531809419,0.413244657541309,0.2428142973077873
Томская область,69,2024,0.0847243594521911,0.16799779675020657,0.3586851269854753,0.11660446459713987
Ставропольский край,7,2021,0.13197931366305019,0.31322867896814466,0.40078752832125564,0.3774338380185079
Ставропольский край,7,2022,0.12548728718410013,0.3243367300100982,0.5797315906721087,0.4241988907022542
Ставропольский край,7,2023,0.1278331326369146,0.32259249059028733,0.32515976066127794,0.2144891558386515
Ставропольский край,7,2024,0.12325215485693959,0.33012026071789224,0.32788590662048217,0.0978587319243604
Тульская область,70,2021,0.11219773304646968,0.2012301478013403,0.5573091978366931,0.47819925454263085
Тульская область,70,2022,0.10655468060926794,0.2012301478013403,0.6016721190575243,0.5937640743904333
Тульская область,70,2023,0.10791009830378119,0.1988432938584412,0.3703873810514834,0.3007337773324689
Тульская область,70,2024,0.1007971956830637,0.2052694390893234,0.33432897383373344,0.16128582575267383
Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),71001,2021,0.19728783884176704,0.24602956026806205,0.5125241667311113,0.43675531914893617
Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),71001,2022,0.18191523197179307,0.2407050399339025,0.40564494136896645,0.5611142217245241
Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),71001,2023,0.17990664436592024,0.23785917561736894,0.3706213017159838,0.2875259696001708
Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),71001,2024,0.1709960137512258,0.24676397686587717,0.3956849093264249,0.16898271276595744
Ханты-Мансийский автономный округ - Югра (Тюменская область),711,2021,0.7099462255677633,0.3012026071789222,0.4538376869177696,0.497095138352993
Ханты-Мансийский автономный округ - Югра (Тюменская область),711,2022,0.7228809951762823,0.293950243275498,0.32837151650684643,0.5822365011229683
Ханты-Мансийский автономный округ - Югра (Тюменская область),711,2023,0.795673402079163,0.28816671256770404,0.3368981573947678,0.2866250262653101
Ханты-Мансийский автономный округ - Югра (Тюменская область),711,2024,0.7673263552415445,0.30386486734600204,0.26073603306043863,0.1500462814167256
Ямало-Ненецкий автономный округ (Тюменская область),7114,2021,0.523278575921219,0.16460111998531166,0.34913841681380386,0.4934419907204139
Ямало-Ненецкий автономный округ (Тюменская область),7114,2022,0.5553652450487953,0.16625355733039568,0.25170017423746077,0.5181667586968526
Ямало-Ненецкий автономный округ (Тюменская область),7114,2023,0.5000819429483514,0.15890939135224455,0.2527994540278913,0.2660109148567425
Ямало-Ненецкий автономный округ (Тюменская область),7114,2024,0.48944430046760506,0.16074543284678233,0.2880929624226571,0.145383185292295
Ульяновская область,73,2021,0.0645693214493863,0.16937482787110988,0.3063566283331227,0.27054142881854354
Ульяновская область,73,2022,0.06256729917773561,0.16974203617001743,0.6311099403962932,0.40898357939311647
Ульяновская область,73,2023,0.06321781535079775,0.17056825484255944,0.5495462835407174,0.20820259716464742
Ульяновская область,73,2024,0.060421886556635745,0.17653538969980723,0.3508200431644209,0.1284860756132373
Челябинская область,75,2021,0.2608226857182142,0.43440741760763796,0.5124704908483306,0.4356477401485585
Челябинская область,75,2022,0.2368351258127986,0.43413201138345725,0.48709155393301395,0.28577833467558705
Челябинская область,75,2023,0.24296467274407713,0.436794271550537,0.3193421714614274,0.13926444152289985
Челябинская область,75,2024,0.22802277657811384,0.4646103001927844,0.33504918747754087,0.08112033195020747
Забайкальский край,76,2021,0.06494761866438072,0.17782061874598365,0.2855304795354175,0.43421061303397446
Забайкальский край,76,2022,0.05945816029559497,0.17699440007344167,0.42241416378216845,0.4698938377328507
Забайкальский край,76,2023,0.06828093522291029,0.16496832828421923,0.3043933325836671,0.23610272439882074
Забайкальский край,76,2024,0.07023013026277726,0.17111906729092077,0.24454346327470036,0.10376620856542781
Чукотский автономный округ,77,2021,0.01740664172155274,0.03415037179840264,0.3430971084740097,0.4897563486616335
Чукотский автономный округ,77,2022,0.015219503227119624,0.034976590470944646,0.30308840928562686,0.6026470095493383
Чукотский автономный округ,77,2023,0.017365554139819068,0.03644542366657486,0.09185471345975646,0.2263143791199957
Чукотский автономный округ,77,2024,0.01731050912055728,0.03763885063802442,0.163060786048275,0.030435910742086146
Ярославская область,78,2021,0.08854887125161877,0.22170201046543653,0.5536639526276832,0.3766869300911854
Ярославская область,78,2022,0.07917588827862879,0.2218856146148903,0.6638469734029896,0.5524300389968221
Ярославская область,78,2023,0.08148100719759747,0.21316441751583587,0.5130203103452893,0.2816042663148056
Ярославская область,78,2024,0.07941681269265485,0.22216102083907097,0.3340234659358541,0.050018023562510984
Республика Адыгея (Адыгея),79,2021,0.021444971449135257,0.07527770127604884,0.5336534816125363,0.3956668396471199
Республика Адыгея (Адыгея),79,2022,0.020158635001718068,0.07995960708712017,0.753609394240436,0.5601814983999804
Республика Адыгея (Адыгея),79,2023,0.020561512973429,0.08069402368493528,0.656863958690693,0.27683174787597126
Республика Адыгея (Адыгея),79,2024,0.02196021012293219,0.07986780501239328,0.4820260854028945,0.186463683052091
Хабаровский край,8,2021,0.12954841282914747,0.23271825943266317,0.29729282276113683,0.4120193881405011
Хабаровский край,8,2022,0.11392132377563148,0.23069861378867162,0.20315499300012993,0.39774999788334703
Хабаровский край,8,2023,0.11973341787842169,0.22574130175341964,0.14829736170607286,0.19080927206181375
Хабаровский край,8,2024,0.12220259845795012,0.2359313320481043,0.21756819418963327,0.08885627949333554
Республика Башкортостан,80,2021,0.2546775591883208,0.48260350683925457,0.38498779323103366,0.4082823712253975
Республика Башкортостан,80,2022,0.23554522191508598,0.48214449646562013,0.48950412179520064,0.46807092738733774
Республика Башкортостан,80,2023,0.2310579606983139,0.4781970072523639,0.3850350678429224,0.2354882915412359
Республика Башкортостан,80,2024,0.23160267593508452,0.5009639217846323,0.4354752796474747,0.13560349970172997
Республика Бурятия,81,2021,0.045051537724142006,0.145322684292665,0.25723768407202174,0.4304095375062163
Республика Бурятия,81,2022,0.047401372297328354,0.14660791333884146,0.4376567462956774,0.49930521323225735
Республика Бурятия,81,2023,0.047204084732794666,0.14091618470577436,0.4909689287944508,0.26339455263705036
Республика Бурятия,81,2024,0.04464965542758997,0.14890296520701368,0.38219942117132943,0.16463913739276437
Республика Дагестан,82,2021,0.09979513803945773,0.22656752042596162,0.3570783752235873,0.4161259871030036
Республика Дагестан,82,2022,0.09199120180386029,0.25107867437804093,0.3333301759005788,0.4339036913143257
Республика Дагестан,82,2023,0.09284222936398843,0.2554851739649316,0.3166616708774034,0.22419553367328998
Республика Дагестан,82,2024,0.08750381881937361,0.255944184338566,0.3509730822696828,0.14680851063829786
Кабардино-Балкарская Республика,83,2021,0.02668065586460581,0.08032681538602772,0.3334063656550703,0.34084741641337385
Кабардино-Балкарская Республика,83,2022,0.026016345185802862,0.08280547140365373,0.4716634307181508,0.3638474784167571
Кабардино-Балкарская Республика,83,2023,0.02719934910452629,0.08858900211144771,0.5290450750355714,0.2133667732333811
Кабардино-Балкарская Республика,83,2024,0.026727958315293315,0.08748737721472505,0.5803489389927636,0.20295929985934674
Республика Алтай,84,2021,0.009371071198145647,0.06104837969338107,0.37471658420663057,0.29085746280595104
Республика Алтай,84,2022,0.009460279005228613,0.060497567245019736,0.47957731529165715,0.3105478965550641
Республика Алтай,84,2023,0.010034714447580181,0.06233360873955751,0.3401375079170069,0.14334910538025256
Республика Алтай,84,2024,0.010131838583381193,0.06187459836592307,0.29757383804062054,0.06480049245533179
Республика Калмыкия,85,2021,0.01280223231862491,0.0607729734692004,0.3029679257392421,0.29217554798483
Республика Калмыкия,85,2022,0.012606846921378218,0.061323785917561734,0.5277062455400081,0.3885590521085489
Республика Калмыкия,85,2023,0.01557087022090768,0.06104837969338107,0.6214811640500215,0.19890897456406975
Республика Калмыкия,85,2024,0.016782831128814044,0.06536307720554485,0.5036313093089596,0.1261893377958403
Республика Карелия,86,2021,0.05616643421917068,0.14513908014321122,0.42286478355340135,0.2920384351407001
Республика Карелия,86,2022,0.04157692342457688,0.14339484072340034,0.29571493966152074,0.13261639469311032
Республика Карелия,86,2023,0.039872011139301396,0.1324703938309006,0.34958473818577446,0.10290839120626355
Республика Карелия,86,2024,0.03702930420048889,0.13357201872762325,0.4177127290208857,0.0694691818381224
Республика Коми,87,2021,0.10873209047096906,0.18801064904066833,0.3561164183937824,0.21752462184175533
