region,okato,year,VDS_r,ITcosts_r,skvozcosts_r,trainingcosts_r
Республика Дагестан,82,2020,0.1074140848399594,0.0480954430229887,0.026477691312833215,0.29664495824441517
Республика Дагестан,82,2021,0.10484175886399545,0.11594566271509259,0.6389012219065278,0.5037141040155516
Республика Дагестан,82,2022,0.09664317908269382,0.08559352177586796,0.026618615066958028,0.509316936073629
Республика Дагестан,82,2023,0.09753724294189998,0.06506489213372156,0.08174729779242813,0.4277577627986174
Республика Дагестан,82,2024,0.09192887000879953,0.06392378479904202,0.009592705831480785,0.2761303202446148
Кабардино-Балкарская Республика,83,2020,0.02633865360667835,0.20462154466461305,0.039676875648798696,0.1270080544067327
Кабардино-Балкарская Республика,83,2021,0.028029891470106014,0.24097464986167433,0.0916436367955967,0.10012502096560737
Кабардино-Балкарская Республика,83,2022,0.02733198672879188,0.20931228143664224,0.08238835942773573,0.24334064144782666
Кабардино-Балкарская Республика,83,2023,0.028574814926824177,0.16217379081590214,0.027935975054131954,0.27420621530762307
Кабардино-Балкарская Республика,83,2024,0.028079585996573772,0.1391801861402929,0.002727329994496514,0.09878626682071269
Республика Алтай,84,2021,0.00984496445573189,0.4538061262466239,0.07851332874894668,0.07261774362946528
Республика Алтай,84,2022,0.009938683484361123,0.4205479883758296,0.1293066313016437,0.1994869172817756
Республика Алтай,84,2023,0.010542168015903566,0.4020454502607324,0.13463519292505696,0.048003899300422384
Республика Алтай,84,2024,0.010644203700462644,0.3213390959130198,0.08155467090961531,0.22040060204189246
Республика Калмыкия,85,2020,0.013718839359837653,0.19287514552191573,0.007154269811598439,0.1062548395162637
Республика Карелия,86,2020,0.04747804918826676,0.4116368559862756,0.01590718152388354,0.17931668243726928
Республика Карелия,86,2021,0.059006759931816345,0.2621875992558685,0.07559088088498528,0.18508322293093232
Республика Карелия,86,2022,0.04367946039879018,0.31516512547897824,0.020359016158332747,0.28688752513668303
Республика Карелия,86,2023,0.041888331029076374,0.292717399700377,0.062024717427403675,0.23786274025525594
Республика Коми,87,2020,0.08980815884143531,0.4778504037728041,0.030964378667981945,0.07661884357296181
Республика Коми,87,2021,0.11423065125104785,0.3683846418138809,0.04208522056264,0.1399064389810276
Республика Коми,87,2022,0.10744371129064717,0.34085980216714434,0.12875324194102783,0.06237094154784071
Республика Коми,87,2023,0.10036753229363599,0.3742218983222644,0.004039908626766999,0.25088280388304784
Республика Коми,87,2024,0.09736879193006022,0.3252336098885726,0.009732913571776892,0.10113063914461402
Республика Марий Эл,88,2021,0.030020710947240306,0.417705005196045,0.012445930248794486,0.448732864847651
Республика Марий Эл,88,2022,0.028140840210374916,0.4256951416480644,0.012949192363933954,0.5142455203187672
Республика Марий Эл,88,2024,0.02878626945983546,0.6364173238507795,0.026714293329006433,0.31399348231105007
Республика Мордовия,89,2020,0.0390031420071949,0.2836641476443393,0.06352159166645292,0.304286270566721
Республика Мордовия,89,2021,0.04012766161594371,0.24280627700096385,0.22592767572363834,0.27411871697558254
Республика Мордовия,89,2022,0.03760202634264783,0.27990120398553836,0.2368198268611509,0.17780549234093962
Республика Мордовия,89,2023,0.03896537912308032,0.26685851925541026,0.10561267854519066,0.23616273967574317
Республика Мордовия,89,2024,0.03869184027942147,0.31856948975024774,0.1104055312457703,0.12442160983703603
Республика Северная Осетия-Алания,90,2022,0.024540198389828877,0.17767807527579538,0.0020216802063722705,0.10805537634425964
Республика Северная Осетия-Алания,90,2023,0.026044273174418504,0.2267661912375536,0.06729781755814895,0.03142058364548258
Карачаево-Черкесская Республика,91,2020,0.013920572075915506,0.26143845908206137,0.390019425166644,0.24567860138620418
Карачаево-Черкесская Республика,91,2021,0.01427758686645219,0.2964220213489879,0.31004901426515064,0.12181084418992139
Карачаево-Черкесская Республика,91,2022,0.013711592504397744,0.247271541453335,0.11158450554579874,0.17543304340714602
Карачаево-Черкесская Республика,91,2023,0.014308224106323854,0.20709804556050335,0.02654049778832256,0.25669093888907946
Карачаево-Черкесская Республика,91,2024,0.013218679981313469,0.23740130632869083,0.01818235663701227,0.20338574543061672
Республика Татарстан (Татарстан),92,2021,0.4685643777992258,0.3769561285246509,0.33531923356792415,0.3407850582179218
Республика Татарстан (Татарстан),92,2022,0.4623902112574425,0.48105267785800615,0.23026384911584677,0.21639902627807772
Республика Татарстан (Татарстан),92,2023,0.4566546741611147,0.5273003274132457,0.5968598758638729,0.22214147882245477
Республика Татарстан (Татарстан),92,2024,0.4433120057693436,0.5583082930959047,0.040534623199314675,0.17248706762035831
Республика Тыва,93,2020,0.012203987610690897,0.3033145222741706,0.11730119512962567,0.5371312415770234
Республика Тыва,93,2021,0.012217026373417844,0.4300549627683308,0.011628907862173502,0.13569633301349182
Республика Тыва,93,2022,0.012060523757865288,0.40325434996070375,0.012874045092736179,0.16866136357573028
Республика Тыва,93,2023,0.012173158698067317,0.35089587505673525,0.014193858386500174,0.10422706604651974
Республика Тыва,93,2024,0.01232593275068228,0.29823832769956643,0.019515480461709138,0.2762117290954586
Удмуртская Республика,94,2020,0.10078764931740614,0.4248229827808806,0.6458836514024098,0.5619690130231134
Удмуртская Республика,94,2021,0.11465335951399336,0.3893249681809666,0.41928194385980727,0.2256969184115402
Удмуртская Республика,94,2022,0.10747393139125633,0.38651581762741943,0.3953406120248059,0.11051611468435912
Республика Хакасия,95,2020,0.03901341982981275,0.35467770266663634,0.18639739713044487,0.9315583028693504
Республика Хакасия,95,2021,0.04153432894050255,0.194774504552521,0.023030019143187523,0.08505399172472028
Республика Хакасия,95,2022,0.038352804531158316,0.21929104417297177,0.19671673829733913,0.09450222643873599
Республика Хакасия,95,2023,0.03698189711265017,0.2080423659349401,0.07628036160220998,0.2810179302750268
Республика Хакасия,95,2024,0.03206545640653314,0.23237115136669043,0.006296482671809536,0.2277138196843765
Чеченская Республика,96,2020,0.03671815330689051,0.21065038133783948,0.019431660192084137,0.15401740580439385
Чеченская Республика,96,2021,0.03661048067494395,0.2117960651090083,0.045470663347367074,0.2917660061225142
Чеченская Республика,96,2022,0.03477798676098205,0.2056722064556688,0.02193732347470586,0.522743574702578
Чеченская Республика,96,2023,0.0382972627158601,0.3218510542244401,0.0055280114689200965,0.06450027902485976
Чеченская Республика,96,2024,0.04378319949166585,0.13913451562693482,0.002727555637082443,0.0741259671742407
Чувашская Республика - Чувашия,97,2020,0.051812631157181065,0.25398183761367754,0.02640119046598329,0.5332032990175527
Чувашская Республика - Чувашия,97,2021,0.05387311556493337,0.3409648438623427,0.0019129887417367788,0.4836321791179993
Чувашская Республика - Чувашия,97,2022,0.05510201944272598,0.3706257116551044,0.0012766966293270485,0.3603805733981253
Республика Саха (Якутия),98,2020,0.1663449520339452,0.3185999630237768,0.0748575990865852,0.2843016371066732
Республика Саха (Якутия),98,2022,0.22247931570736806,0.3637399566885577,0.03981126871674857,0.23092723585695457
Республика Саха (Якутия),98,2023,0.21932209197677655,0.24243170591890076,0.07869477825044831,0.20146472106656618
Республика Саха (Якутия),98,2024,0.20539034906314438,0.2566175555022868,0.22051579484505404,0.6265890853950902
Еврейская автономная область,99,2020,0.009255540309934508,0.3413144097799517,0.10368826968209022,0.16807317967891933
