sector,okved2,year,factoriescap_s,ITcosts_s,skvozcosts_s,trainingcosts_s
Предоставление услуг в области добычи полезных ископаемых,09,2022.0,0.0939541383393828,0.1096484326758491,0.0581180041364705,0.0102398911685622
Предоставление услуг в области добычи полезных ископаемых,09,2023.0,0.0929135371364968,0.1076483275511114,0.0229230161304405,0.0054746380426849
Предоставление услуг в области добычи полезных ископаемых,09,2024.0,0.0892442992908916,0.1023820208548937,0.1257123220281136,0.0019793409806606
Производство пищевых продуктов,10,2021.0,0.3703162159456771,0.0583204913757917,0.0296984948226793,0.0226691500751255
Производство пищевых продуктов,10,2022.0,0.3599644238672664,0.0386332133862142,0.0401431800799284,0.0237915251017057
Производство пищевых продуктов,10,2023.0,0.3471002275831887,0.0364831056726053,0.0570904397195583,0.0260812530912347
Производство пищевых продуктов,10,2024.0,0.3332246866691978,0.0344985539551473,0.0270163041744916,0.0167857699800995
Переработка и консервирование мяса и мясной пищевой продукции,10.1,2021.0,0.0930437783544887,0.0160178348912757,0.1020361856233215,0.0323409424564681
Переработка и консервирование мяса и мясной пищевой продукции,10.1,2022.0,0.0886143479509029,0.0226668121751715,0.0749918794787523,0.0110018992960855
Переработка и консервирование мяса и мясной пищевой продукции,10.1,2023.0,0.0892883246057579,0.0214856912767294,0.0813654621644857,0.0123436416832436
Переработка и консервирование мяса и мясной пищевой продукции,10.1,2024.0,0.0842067922485098,0.0216565227360469,0.0588881822151099,0.0143976424959326
"Переработка и консервирование рыбы, ракообразных и моллюсков",10.2,2022.0,0.0205804711254774,0.0157640032946084,0.0436887174368869,0.1272318067453067
Производство молочной продукции,10.5,2021.0,0.0524881084407154,0.2122038307559045,0.0279633209293698,0.0069385302307137
Производство молочной продукции,10.5,2022.0,0.0541395556859458,0.0654172313046612,0.0713798642800212,0.0116992992313922
Производство молочной продукции,10.5,2023.0,0.0524633976764938,0.0779261976421872,0.0333354749291037,0.0214629247413406
Производство молочной продукции,10.5,2024.0,0.0510497167198659,0.0684106396426373,0.0283346858025827,0.0226778673478698
Производство хлебобулочных и мучных кондитерских изделий,10.7,2021.0,0.0302203630024659,0.1242518683133167,0.0281549129276244,0.0297042199032007
Производство хлебобулочных и мучных кондитерских изделий,10.7,2022.0,0.0312465333530091,0.1301592237297324,0.0212157354560021,0.0023398373648314
Производство хлебобулочных и мучных кондитерских изделий,10.7,2023.0,0.0298372468673511,0.0823458195382227,0.0452603165910276,0.0511231972309793
Производство хлебобулочных и мучных кондитерских изделий,10.7,2024.0,0.0295792080180877,0.0738091698257403,0.0426586486927978,0.0129090232613202
Производство прочих пищевых продуктов,10.8,2021.0,0.0678391561559042,0.048166223406334,0.0126185276185644,0.007799860189456
Производство прочих пищевых продуктов,10.8,2022.0,0.0650765750722051,0.033683234957157,0.0159886197435912,0.0935705576116637
Производство прочих пищевых продуктов,10.8,2023.0,0.0625821142041372,0.0364517244646932,0.0456060609223241,0.0178903015503688
Производство прочих пищевых продуктов,10.8,2024.0,0.0621788080993225,0.0330685836951565,0.002562477429365,0.0223298082191856
Производство готовых кормов для животных,10.9,2021.0,0.0289321732004109,0.0121702272543819,0.0405920515409971,0.5515345715821397
Производство готовых кормов для животных,10.9,2022.0,0.0286026128242015,0.0161840077928596,0.0248198377686778,0.0064082374061666
Производство напитков,11,2021.0,0.04198339301493,0.0757151479183137,0.0062216208201345,0.0169607410808094
Производство напитков,11,2022.0,0.0437424722928353,0.0570265096636381,0.0001008582191792,0.0108635757433591
Производство напитков,11,2023.0,0.0428625130252314,0.0597670008539377,0.0004059435945779,0.0078823982146068
Производство текстильных изделий,13,2021.0,0.0144175014349961,0.0656918853275544,0.056689192174471,0.021391282903388
Производство текстильных изделий,13,2022.0,0.0141202897380508,0.0395873717392207,0.044020968462766,0.0076992730649731
Производство текстильных изделий,13,2023.0,0.0154211552893952,0.0378126604968311,0.0060381089696444,0.0211645395864799
Производство прочих текстильных изделий,13.9,2021.0,0.0100479151442327,0.070164391456725,0.0758659414502714,0.025086019545144
Производство прочих текстильных изделий,13.9,2022.0,0.0093825693801997,0.0356447663042506,0.0735436060866937,0.0120338310716825
Производство одежды,14,2023.0,0.0139403793766935,0.0472731242254463,0.0074543240044613,0.0003685477783973
