sector,okved2,year,PCusage_s
Торговля оптовая прочими бытовыми товарами,46.49,2021.0,812.0
Торговля оптовая прочими бытовыми товарами,46.49,2022.0,754.0
Торговля оптовая прочими бытовыми товарами,46.49,2023.0,792.0
Торговля оптовая прочими бытовыми товарами,46.49,2024.0,807.0
Торговля оптовая ножевыми изделиями и бытовой металлической посудой,46.49.1,2021.0,7.0
Торговля оптовая ножевыми изделиями и бытовой металлической посудой,46.49.1,2022.0,6.0
Торговля оптовая ножевыми изделиями и бытовой металлической посудой,46.49.1,2023.0,6.0
Торговля оптовая ножевыми изделиями и бытовой металлической посудой,46.49.1,2024.0,6.0
"Торговля оптовая плетеными изделиями, изделиями из пробки, бондарными изделиями и прочими бытовыми деревянными изделиями",46.49.2,2021.0,
"Торговля оптовая плетеными изделиями, изделиями из пробки, бондарными изделиями и прочими бытовыми деревянными изделиями",46.49.2,2022.0,1.0
"Торговля оптовая книгами, газетами и журналами, писчебумажными и канцелярскими товарами",46.49.3,2021.0,128.0
"Торговля оптовая книгами, газетами и журналами, писчебумажными и канцелярскими товарами",46.49.3,2022.0,113.0
"Торговля оптовая книгами, газетами и журналами, писчебумажными и канцелярскими товарами",46.49.3,2023.0,136.0
"Торговля оптовая книгами, газетами и журналами, писчебумажными и канцелярскими товарами",46.49.3,2024.0,129.0
Торговля оптовая книгами,46.49.31,2021.0,29.0
Торговля оптовая книгами,46.49.31,2022.0,9.0
Торговля оптовая книгами,46.49.31,2023.0,24.0
Торговля оптовая книгами,46.49.31,2024.0,23.0
Торговля оптовая газетами и журналами,46.49.32,2021.0,5.0
Торговля оптовая газетами и журналами,46.49.32,2022.0,7.0
Торговля оптовая газетами и журналами,46.49.32,2023.0,10.0
Торговля оптовая газетами и журналами,46.49.32,2024.0,11.0
Торговля оптовая писчебумажными и канцелярскими товарами,46.49.33,2021.0,70.0
Торговля оптовая писчебумажными и канцелярскими товарами,46.49.33,2022.0,74.0
Торговля оптовая писчебумажными и канцелярскими товарами,46.49.33,2023.0,77.0
Торговля оптовая писчебумажными и канцелярскими товарами,46.49.33,2024.0,75.0
Торговля оптовая прочими потребительскими товарами,46.49.4,2021.0,386.0
Торговля оптовая прочими потребительскими товарами,46.49.4,2022.0,411.0
Торговля оптовая прочими потребительскими товарами,46.49.4,2023.0,419.0
Торговля оптовая прочими потребительскими товарами,46.49.4,2024.0,426.0
Торговля оптовая музыкальными инструментами и нотными изданиями,46.49.41,2021.0,7.0
Торговля оптовая музыкальными инструментами и нотными изданиями,46.49.41,2022.0,6.0
Торговля оптовая музыкальными инструментами и нотными изданиями,46.49.41,2023.0,8.0
Торговля оптовая музыкальными инструментами и нотными изданиями,46.49.41,2024.0,8.0
Торговля оптовая играми и игрушками,46.49.42,2021.0,34.0
Торговля оптовая играми и игрушками,46.49.42,2022.0,40.0
Торговля оптовая играми и игрушками,46.49.42,2023.0,34.0
Торговля оптовая играми и игрушками,46.49.42,2024.0,32.0
"Торговля оптовая спортивными товарами, включая велосипеды",46.49.43,2021.0,46.0
"Торговля оптовая спортивными товарами, включая велосипеды",46.49.43,2022.0,25.0
"Торговля оптовая спортивными товарами, включая велосипеды",46.49.43,2023.0,29.0
"Торговля оптовая спортивными товарами, включая велосипеды",46.49.43,2024.0,28.0
Торговля оптовая изделиями из кожи и дорожными аксессуарами,46.49.44,2021.0,2.0
Торговля оптовая изделиями из кожи и дорожными аксессуарами,46.49.44,2022.0,
Торговля оптовая изделиями из кожи и дорожными аксессуарами,46.49.44,2023.0,
Торговля оптовая изделиями из кожи и дорожными аксессуарами,46.49.44,2024.0,
"Торговля оптовая прочими потребительскими товарами, не включенными в другие группировки",46.49.49,2021.0,288.0
"Торговля оптовая прочими потребительскими товарами, не включенными в другие группировки",46.49.49,2022.0,328.0
"Торговля оптовая прочими потребительскими товарами, не включенными в другие группировки",46.49.49,2023.0,339.0
"Торговля оптовая прочими потребительскими товарами, не включенными в другие группировки",46.49.49,2024.0,350.0
Торговля оптовая неэлектрическими бытовыми приборами,46.49.5,2021.0,1.0
Торговля оптовая неэлектрическими бытовыми приборами,46.49.5,2022.0,2.0
Торговля оптовая информационным и коммуникационным оборудованием,46.5,2017.0,138.0
Торговля оптовая информационным и коммуникационным оборудованием,46.5,2018.0,358.0
Торговля оптовая информационным и коммуникационным оборудованием,46.5,2019.0,349.0
Торговля оптовая информационным и коммуникационным оборудованием,46.5,2021.0,438.0
Торговля оптовая информационным и коммуникационным оборудованием,46.5,2022.0,448.0
Торговля оптовая информационным и коммуникационным оборудованием,46.5,2023.0,491.0
Торговля оптовая информационным и коммуникационным оборудованием,46.5,2024.0,555.0
"Торговля оптовая компьютерами, периферийными устройствами к компьютерам и программным обеспечением",46.51,2017.0,113.0
"Торговля оптовая компьютерами, периферийными устройствами к компьютерам и программным обеспечением",46.51,2018.0,330.0
"Торговля оптовая компьютерами, периферийными устройствами к компьютерам и программным обеспечением",46.51,2019.0,293.0
"Торговля оптовая компьютерами, периферийными устройствами к компьютерам и программным обеспечением",46.51,2021.0,299.0
"Торговля оптовая компьютерами, периферийными устройствами к компьютерам и программным обеспечением",46.51,2022.0,294.0
"Торговля оптовая компьютерами, периферийными устройствами к компьютерам и программным обеспечением",46.51,2023.0,335.0
"Торговля оптовая компьютерами, периферийными устройствами к компьютерам и программным обеспечением",46.51,2024.0,370.0
Торговля оптовая компьютерами и периферийными устройствами,46.51.1,2021.0,69.0
Торговля оптовая компьютерами и периферийными устройствами,46.51.1,2022.0,92.0
Торговля оптовая компьютерами и периферийными устройствами,46.51.1,2023.0,104.0
Торговля оптовая компьютерами и периферийными устройствами,46.51.1,2024.0,128.0
Торговля оптовая программным обеспечением,46.51.2,2021.0,48.0
Торговля оптовая программным обеспечением,46.51.2,2022.0,47.0
Торговля оптовая программным обеспечением,46.51.2,2023.0,61.0
Торговля оптовая программным обеспечением,46.51.2,2024.0,76.0
Торговля оптовая электронным и телекоммуникационным оборудованием и его запасными частями,46.52,2017.0,25.0
Торговля оптовая электронным и телекоммуникационным оборудованием и его запасными частями,46.52,2018.0,28.0
Торговля оптовая электронным и телекоммуникационным оборудованием и его запасными частями,46.52,2019.0,56.0
Торговля оптовая электронным и телекоммуникационным оборудованием и его запасными частями,46.52,2021.0,139.0
Торговля оптовая электронным и телекоммуникационным оборудованием и его запасными частями,46.52,2022.0,154.0
Торговля оптовая электронным и телекоммуникационным оборудованием и его запасными частями,46.52,2023.0,156.0
Торговля оптовая электронным и телекоммуникационным оборудованием и его запасными частями,46.52,2024.0,185.0
Торговля оптовая телекоммуникационным оборудованием и его запасными частями,46.52.1,2021.0,29.0
Торговля оптовая телекоммуникационным оборудованием и его запасными частями,46.52.1,2022.0,33.0
Торговля оптовая телекоммуникационным оборудованием и его запасными частями,46.52.1,2023.0,28.0
Торговля оптовая телекоммуникационным оборудованием и его запасными частями,46.52.1,2024.0,22.0
Торговля оптовая электронным оборудованием и его запасными частями,46.52.2,2021.0,53.0
Торговля оптовая электронным оборудованием и его запасными частями,46.52.2,2022.0,52.0
Торговля оптовая электронным оборудованием и его запасными частями,46.52.2,2023.0,60.0
Торговля оптовая электронным оборудованием и его запасными частями,46.52.2,2024.0,64.0
"Торговля оптовая аудио- и видеомагнитными лентами и дискетами, магнитными и оптическими дисками, компакт-дисками (CD), цифровыми видеодисками (DVD) и прочими техническими носителями информации без записей",46.52.3,2021.0,1.0
"Торговля оптовая аудио- и видеомагнитными лентами и дискетами, магнитными и оптическими дисками, компакт-дисками (CD), цифровыми видеодисками (DVD) и прочими техническими носителями информации без записей",46.52.3,2022.0,2.0
"Торговля оптовая аудио- и видеомагнитными лентами и дискетами, магнитными и оптическими дисками, компакт-дисками (CD), цифровыми видеодисками (DVD) и прочими техническими носителями информации без записей",46.52.3,2023.0,1.0
"Торговля оптовая аудио- и видеомагнитными лентами и дискетами, магнитными и оптическими дисками, компакт-дисками (CD), цифровыми видеодисками (DVD) и прочими техническими носителями информации без записей",46.52.3,2024.0,4.0
"Торговля оптовая прочими машинами, оборудованием и принадлежностями",46.6,2021.0,2950.0
"Торговля оптовая прочими машинами, оборудованием и принадлежностями",46.6,2022.0,2830.0
"Торговля оптовая прочими машинами, оборудованием и принадлежностями",46.6,2023.0,2966.0
"Торговля оптовая прочими машинами, оборудованием и принадлежностями",46.6,2024.0,3132.0
"Торговля оптовая машинами, оборудованием и инструментами для сельского хозяйства",46.61,2021.0,396.0
"Торговля оптовая машинами, оборудованием и инструментами для сельского хозяйства",46.61,2022.0,409.0
"Торговля оптовая машинами, оборудованием и инструментами для сельского хозяйства",46.61,2023.0,465.0
"Торговля оптовая машинами, оборудованием и инструментами для сельского хозяйства",46.61,2024.0,491.0
"Торговля оптовая сельскохозяйственными и лесохозяйственными машинами, оборудованием и инструментами, включая тракторы",46.61.1,2021.0,214.0
"Торговля оптовая сельскохозяйственными и лесохозяйственными машинами, оборудованием и инструментами, включая тракторы",46.61.1,2022.0,258.0
"Торговля оптовая сельскохозяйственными и лесохозяйственными машинами, оборудованием и инструментами, включая тракторы",46.61.1,2023.0,309.0
"Торговля оптовая сельскохозяйственными и лесохозяйственными машинами, оборудованием и инструментами, включая тракторы",46.61.1,2024.0,335.0
Торговля оптовая садово-огородной техникой и инвентарем,46.61.2,2021.0,21.0
Торговля оптовая садово-огородной техникой и инвентарем,46.61.2,2022.0,21.0
Торговля оптовая садово-огородной техникой и инвентарем,46.61.2,2023.0,20.0
Торговля оптовая садово-огородной техникой и инвентарем,46.61.2,2024.0,22.0
Торговля оптовая станками,46.62,2021.0,125.0
Торговля оптовая станками,46.62,2022.0,131.0
Торговля оптовая станками,46.62,2023.0,134.0
Торговля оптовая станками,46.62,2024.0,157.0
Торговля оптовая деревообрабатывающими станками,46.62.1,2021.0,11.0
Торговля оптовая деревообрабатывающими станками,46.62.1,2022.0,8.0
Торговля оптовая деревообрабатывающими станками,46.62.1,2023.0,7.0
Торговля оптовая деревообрабатывающими станками,46.62.1,2024.0,18.0
Торговля оптовая металлообрабатывающими станками,46.62.2,2021.0,37.0
Торговля оптовая металлообрабатывающими станками,46.62.2,2022.0,51.0
Торговля оптовая металлообрабатывающими станками,46.62.2,2023.0,48.0
Торговля оптовая металлообрабатывающими станками,46.62.2,2024.0,58.0
Торговля оптовая станками для обработки прочих материалов,46.62.3,2021.0,8.0
Торговля оптовая станками для обработки прочих материалов,46.62.3,2022.0,7.0
Торговля оптовая станками для обработки прочих материалов,46.62.3,2023.0,10.0
Торговля оптовая станками для обработки прочих материалов,46.62.3,2024.0,10.0
Торговля оптовая машинами и оборудованием для добычи полезных ископаемых и строительства,46.63,2021.0,280.0
Торговля оптовая машинами и оборудованием для добычи полезных ископаемых и строительства,46.63,2022.0,243.0
Торговля оптовая машинами и оборудованием для добычи полезных ископаемых и строительства,46.63,2023.0,208.0
Торговля оптовая машинами и оборудованием для добычи полезных ископаемых и строительства,46.63,2024.0,237.0
"Торговля оптовая машинами и оборудованием для текстильного, швейного и трикотажного производств",46.64,2021.0,4.0
"Торговля оптовая машинами и оборудованием для текстильного, швейного и трикотажного производств",46.64,2022.0,5.0
"Торговля оптовая машинами и оборудованием для текстильного, швейного и трикотажного производств",46.64,2023.0,6.0
"Торговля оптовая машинами и оборудованием для текстильного, швейного и трикотажного производств",46.64,2024.0,6.0
Торговля оптовая офисной мебелью,46.65,2021.0,23.0
Торговля оптовая офисной мебелью,46.65,2022.0,24.0
Торговля оптовая офисной мебелью,46.65,2023.0,23.0
Торговля оптовая офисной мебелью,46.65,2024.0,24.0
Торговля оптовая прочей офисной техникой и оборудованием,46.66,2021.0,57.0
Торговля оптовая прочей офисной техникой и оборудованием,46.66,2022.0,55.0
Торговля оптовая прочей офисной техникой и оборудованием,46.66,2023.0,98.0
Торговля оптовая прочей офисной техникой и оборудованием,46.66,2024.0,60.0
Торговля оптовая прочими машинами и оборудованием,46.69,2021.0,2065.0
Торговля оптовая прочими машинами и оборудованием,46.69,2022.0,1963.0
Торговля оптовая прочими машинами и оборудованием,46.69,2023.0,2032.0
Торговля оптовая прочими машинами и оборудованием,46.69,2024.0,2157.0
"Торговля оптовая транспортными средствами, кроме автомобилей, мотоциклов и велосипедов",46.69.1,2021.0,73.0
"Торговля оптовая транспортными средствами, кроме автомобилей, мотоциклов и велосипедов",46.69.1,2022.0,58.0
"Торговля оптовая транспортными средствами, кроме автомобилей, мотоциклов и велосипедов",46.69.1,2023.0,58.0
"Торговля оптовая транспортными средствами, кроме автомобилей, мотоциклов и велосипедов",46.69.1,2024.0,49.0
Торговля оптовая эксплуатационными материалами и принадлежностями машин,46.69.2,2021.0,223.0
Торговля оптовая эксплуатационными материалами и принадлежностями машин,46.69.2,2022.0,215.0
Торговля оптовая эксплуатационными материалами и принадлежностями машин,46.69.2,2023.0,227.0
Торговля оптовая эксплуатационными материалами и принадлежностями машин,46.69.2,2024.0,233.0
Торговля оптовая подъемно-транспортными машинами и оборудованием,46.69.3,2021.0,109.0
Торговля оптовая подъемно-транспортными машинами и оборудованием,46.69.3,2022.0,123.0
Торговля оптовая подъемно-транспортными машинами и оборудованием,46.69.3,2023.0,135.0
Торговля оптовая подъемно-транспортными машинами и оборудованием,46.69.3,2024.0,120.0
"Торговля оптовая машинами и оборудованием для производства пищевых продуктов, напитков и табачных изделий",46.69.4,2021.0,78.0
"Торговля оптовая машинами и оборудованием для производства пищевых продуктов, напитков и табачных изделий",46.69.4,2022.0,76.0
"Торговля оптовая машинами и оборудованием для производства пищевых продуктов, напитков и табачных изделий",46.69.4,2023.0,75.0
"Торговля оптовая машинами и оборудованием для производства пищевых продуктов, напитков и табачных изделий",46.69.4,2024.0,92.0
"Торговля оптовая производственным электротехническим оборудованием, машинами, аппаратурой и материалами",46.69.5,2021.0,540.0
"Торговля оптовая производственным электротехническим оборудованием, машинами, аппаратурой и материалами",46.69.5,2022.0,496.0
"Торговля оптовая производственным электротехническим оборудованием, машинами, аппаратурой и материалами",46.69.5,2023.0,520.0
"Торговля оптовая производственным электротехническим оборудованием, машинами, аппаратурой и материалами",46.69.5,2024.0,598.0
Торговля оптовая оружием и боеприпасами,46.69.6,2021.0,3.0
Торговля оптовая оружием и боеприпасами,46.69.6,2022.0,2.0
Торговля оптовая оружием и боеприпасами,46.69.6,2023.0,2.0
Торговля оптовая оружием и боеприпасами,46.69.6,2024.0,2.0
Торговля оптовая измерительными приборами и оборудованием,46.69.7,2021.0,4.0
Торговля оптовая измерительными приборами и оборудованием,46.69.7,2022.0,9.0
Торговля оптовая измерительными приборами и оборудованием,46.69.7,2023.0,23.0
Торговля оптовая измерительными приборами и оборудованием,46.69.7,2024.0,21.0
"Торговля оптовая техникой, оборудованием и инструментами, применяемыми в медицинских целях",46.69.8,2021.0,32.0
"Торговля оптовая техникой, оборудованием и инструментами, применяемыми в медицинских целях",46.69.8,2022.0,46.0
"Торговля оптовая техникой, оборудованием и инструментами, применяемыми в медицинских целях",46.69.8,2023.0,46.0
"Торговля оптовая техникой, оборудованием и инструментами, применяемыми в медицинских целях",46.69.8,2024.0,40.0
"Торговля оптовая прочими машинами, приборами, аппаратурой и оборудованием общепромышленного и специального назначения",46.69.9,2021.0,754.0
"Торговля оптовая прочими машинами, приборами, аппаратурой и оборудованием общепромышленного и специального назначения",46.69.9,2022.0,762.0
"Торговля оптовая прочими машинами, приборами, аппаратурой и оборудованием общепромышленного и специального назначения",46.69.9,2023.0,776.0
"Торговля оптовая прочими машинами, приборами, аппаратурой и оборудованием общепромышленного и специального назначения",46.69.9,2024.0,773.0
Торговля оптовая специализированная прочая,46.7,2021.0,4814.0
Торговля оптовая специализированная прочая,46.7,2022.0,5020.0
Торговля оптовая специализированная прочая,46.7,2023.0,5339.0
Торговля оптовая специализированная прочая,46.7,2024.0,6033.0
"Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами",46.71,2019.0,1091.0
"Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами",46.71,2021.0,1343.0
"Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами",46.71,2022.0,1393.0
"Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами",46.71,2023.0,1468.0
"Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами",46.71,2024.0,1615.0
Торговля оптовая твердым топливом,46.71.1,2021.0,66.0
Торговля оптовая твердым топливом,46.71.1,2022.0,58.0
Торговля оптовая твердым топливом,46.71.1,2023.0,64.0
Торговля оптовая твердым топливом,46.71.1,2024.0,113.0
"Торговля оптовая моторным топливом, включая авиационный бензин",46.71.2,2021.0,433.0
"Торговля оптовая моторным топливом, включая авиационный бензин",46.71.2,2022.0,429.0
"Торговля оптовая моторным топливом, включая авиационный бензин",46.71.2,2023.0,494.0
"Торговля оптовая моторным топливом, включая авиационный бензин",46.71.2,2024.0,681.0
Торговля оптовая нефтью,46.71.3,2021.0,23.0
Торговля оптовая нефтью,46.71.3,2022.0,32.0
Торговля оптовая нефтью,46.71.3,2023.0,37.0
Торговля оптовая нефтью,46.71.3,2024.0,50.0
Торговля оптовая природным (естественным) газом,46.71.4,2021.0,30.0
Торговля оптовая природным (естественным) газом,46.71.4,2022.0,43.0
Торговля оптовая природным (естественным) газом,46.71.4,2023.0,33.0
Торговля оптовая природным (естественным) газом,46.71.4,2024.0,100.0
Торговля оптовая сжиженными углеводородными газами,46.71.5,2021.0,7.0
Торговля оптовая сжиженными углеводородными газами,46.71.5,2022.0,5.0
Торговля оптовая сжиженными углеводородными газами,46.71.5,2023.0,8.0
Торговля оптовая сжиженными углеводородными газами,46.71.5,2024.0,24.0
Торговля оптовая сжиженными углеводородными газами по не регулируемым государством ценам (тарифам),46.71.52,2021.0,1.0
Торговля оптовая сжиженными углеводородными газами по не регулируемым государством ценам (тарифам),46.71.52,2022.0,1.0
Торговля оптовая сжиженными углеводородными газами по не регулируемым государством ценам (тарифам),46.71.52,2023.0,3.0
Торговля оптовая сжиженными углеводородными газами по не регулируемым государством ценам (тарифам),46.71.52,2024.0,3.0
Торговля оптовая прочим топливом и подобными продуктами,46.71.9,2021.0,140.0
Торговля оптовая прочим топливом и подобными продуктами,46.71.9,2022.0,188.0
Торговля оптовая прочим топливом и подобными продуктами,46.71.9,2023.0,239.0
Торговля оптовая прочим топливом и подобными продуктами,46.71.9,2024.0,338.0
Торговля оптовая металлами и металлическими рудами,46.72,2021.0,682.0
Торговля оптовая металлами и металлическими рудами,46.72,2022.0,705.0
Торговля оптовая металлами и металлическими рудами,46.72,2023.0,782.0
Торговля оптовая металлами и металлическими рудами,46.72,2024.0,862.0
Торговля оптовая металлическими рудами,46.72.1,2021.0,74.0
Торговля оптовая металлическими рудами,46.72.1,2022.0,64.0
Торговля оптовая металлическими рудами,46.72.1,2023.0,71.0
Торговля оптовая металлическими рудами,46.72.1,2024.0,69.0
Торговля оптовая железными рудами,46.72.11,2021.0,3.0
Торговля оптовая железными рудами,46.72.11,2022.0,1.0
Торговля оптовая железными рудами,46.72.11,2023.0,2.0
Торговля оптовая железными рудами,46.72.11,2024.0,1.0
Торговля оптовая рудами цветных металлов,46.72.12,2021.0,
Торговля оптовая металлами в первичных формах,46.72.2,2021.0,363.0
Торговля оптовая металлами в первичных формах,46.72.2,2022.0,372.0
Торговля оптовая металлами в первичных формах,46.72.2,2023.0,363.0
Торговля оптовая металлами в первичных формах,46.72.2,2024.0,415.0
Торговля оптовая черными металлами в первичных формах,46.72.21,2021.0,312.0
Торговля оптовая черными металлами в первичных формах,46.72.21,2022.0,318.0
Торговля оптовая черными металлами в первичных формах,46.72.21,2023.0,310.0
Торговля оптовая черными металлами в первичных формах,46.72.21,2024.0,345.0
"Торговля оптовая цветными металлами в первичных формах, кроме драгоценных",46.72.22,2021.0,15.0
"Торговля оптовая цветными металлами в первичных формах, кроме драгоценных",46.72.22,2022.0,14.0
"Торговля оптовая цветными металлами в первичных формах, кроме драгоценных",46.72.22,2023.0,11.0
"Торговля оптовая цветными металлами в первичных формах, кроме драгоценных",46.72.22,2024.0,11.0
Торговля оптовая золотом и другими драгоценными металлами,46.72.23,2021.0,8.0
Торговля оптовая золотом и другими драгоценными металлами,46.72.23,2022.0,7.0
Торговля оптовая золотом и другими драгоценными металлами,46.72.23,2023.0,11.0
Торговля оптовая золотом и другими драгоценными металлами,46.72.23,2024.0,11.0
"Торговля оптовая лесоматериалами, строительными материалами и санитарно-техническим оборудованием",46.73,2021.0,1271.0
"Торговля оптовая лесоматериалами, строительными материалами и санитарно-техническим оборудованием",46.73,2022.0,1286.0
"Торговля оптовая лесоматериалами, строительными материалами и санитарно-техническим оборудованием",46.73,2023.0,1340.0
"Торговля оптовая лесоматериалами, строительными материалами и санитарно-техническим оборудованием",46.73,2024.0,1607.0
Торговля оптовая древесным сырьем и необработанными лесоматериалами,46.73.1,2021.0,42.0
Торговля оптовая древесным сырьем и необработанными лесоматериалами,46.73.1,2022.0,46.0
Торговля оптовая древесным сырьем и необработанными лесоматериалами,46.73.1,2023.0,37.0
Торговля оптовая древесным сырьем и необработанными лесоматериалами,46.73.1,2024.0,37.0
Торговля оптовая пиломатериалами,46.73.2,2021.0,16.0
Торговля оптовая пиломатериалами,46.73.2,2022.0,21.0
Торговля оптовая пиломатериалами,46.73.2,2023.0,19.0
Торговля оптовая пиломатериалами,46.73.2,2024.0,18.0
Торговля оптовая санитарно-техническим оборудованием,46.73.3,2021.0,92.0
Торговля оптовая санитарно-техническим оборудованием,46.73.3,2022.0,94.0
Торговля оптовая санитарно-техническим оборудованием,46.73.3,2023.0,99.0
Торговля оптовая санитарно-техническим оборудованием,46.73.3,2024.0,119.0
Торговля оптовая лакокрасочными материалами,46.73.4,2021.0,156.0
Торговля оптовая лакокрасочными материалами,46.73.4,2022.0,129.0
Торговля оптовая лакокрасочными материалами,46.73.4,2023.0,116.0
Торговля оптовая лакокрасочными материалами,46.73.4,2024.0,145.0
Торговля оптовая листовым стеклом,46.73.5,2021.0,21.0
Торговля оптовая листовым стеклом,46.73.5,2022.0,17.0
Торговля оптовая листовым стеклом,46.73.5,2023.0,14.0
Торговля оптовая листовым стеклом,46.73.5,2024.0,12.0
Торговля оптовая прочими строительными материалами и изделиями,46.73.6,2021.0,511.0
Торговля оптовая прочими строительными материалами и изделиями,46.73.6,2022.0,549.0
Торговля оптовая прочими строительными материалами и изделиями,46.73.6,2023.0,561.0
Торговля оптовая прочими строительными материалами и изделиями,46.73.6,2024.0,656.0
Торговля оптовая обоями,46.73.7,2021.0,30.0
Торговля оптовая обоями,46.73.7,2022.0,30.0
Торговля оптовая обоями,46.73.7,2023.0,28.0
Торговля оптовая обоями,46.73.7,2024.0,26.0
Торговля оптовая напольными покрытиями (кроме ковров),46.73.8,2021.0,12.0
Торговля оптовая напольными покрытиями (кроме ковров),46.73.8,2022.0,16.0
Торговля оптовая напольными покрытиями (кроме ковров),46.73.8,2023.0,15.0
Торговля оптовая напольными покрытиями (кроме ковров),46.73.8,2024.0,15.0
"Торговля оптовая скобяными изделиями, водопроводным и отопительным оборудованием и принадлежностями",46.74,2021.0,399.0
"Торговля оптовая скобяными изделиями, водопроводным и отопительным оборудованием и принадлежностями",46.74,2022.0,431.0
"Торговля оптовая скобяными изделиями, водопроводным и отопительным оборудованием и принадлежностями",46.74,2023.0,466.0
"Торговля оптовая скобяными изделиями, водопроводным и отопительным оборудованием и принадлежностями",46.74,2024.0,517.0
Торговля оптовая скобяными изделиями,46.74.1,2021.0,53.0
Торговля оптовая скобяными изделиями,46.74.1,2022.0,57.0
Торговля оптовая скобяными изделиями,46.74.1,2023.0,58.0
Торговля оптовая скобяными изделиями,46.74.1,2024.0,73.0
Торговля оптовая водопроводным и отопительным оборудованием и санитарно-технической арматурой,46.74.2,2021.0,142.0
Торговля оптовая водопроводным и отопительным оборудованием и санитарно-технической арматурой,46.74.2,2022.0,172.0
Торговля оптовая водопроводным и отопительным оборудованием и санитарно-технической арматурой,46.74.2,2023.0,184.0
Торговля оптовая водопроводным и отопительным оборудованием и санитарно-технической арматурой,46.74.2,2024.0,206.0
Торговля оптовая ручными инструментами,46.74.3,2021.0,95.0
Торговля оптовая ручными инструментами,46.74.3,2022.0,97.0
Торговля оптовая ручными инструментами,46.74.3,2023.0,98.0
Торговля оптовая ручными инструментами,46.74.3,2024.0,80.0
Торговля оптовая химическими продуктами,46.75,2021.0,652.0
Торговля оптовая химическими продуктами,46.75,2022.0,700.0
Торговля оптовая химическими продуктами,46.75,2023.0,747.0
Торговля оптовая химическими продуктами,46.75,2024.0,850.0
Торговля оптовая удобрениями и агрохимическими продуктами,46.75.1,2021.0,263.0
Торговля оптовая удобрениями и агрохимическими продуктами,46.75.1,2022.0,302.0
Торговля оптовая удобрениями и агрохимическими продуктами,46.75.1,2023.0,338.0
Торговля оптовая удобрениями и агрохимическими продуктами,46.75.1,2024.0,407.0
Торговля оптовая промышленными химикатами,46.75.2,2021.0,314.0
Торговля оптовая промышленными химикатами,46.75.2,2022.0,316.0
Торговля оптовая промышленными химикатами,46.75.2,2023.0,335.0
Торговля оптовая промышленными химикатами,46.75.2,2024.0,352.0
Торговля оптовая прочими промежуточными продуктами,46.76,2021.0,210.0
Торговля оптовая прочими промежуточными продуктами,46.76,2022.0,224.0
Торговля оптовая прочими промежуточными продуктами,46.76,2023.0,227.0
Торговля оптовая прочими промежуточными продуктами,46.76,2024.0,245.0
Торговля оптовая бумагой и картоном,46.76.1,2021.0,79.0
Торговля оптовая бумагой и картоном,46.76.1,2022.0,75.0
Торговля оптовая бумагой и картоном,46.76.1,2023.0,85.0
Торговля оптовая бумагой и картоном,46.76.1,2024.0,98.0
Торговля оптовая текстильными волокнами,46.76.2,2021.0,15.0
Торговля оптовая текстильными волокнами,46.76.2,2022.0,15.0
Торговля оптовая текстильными волокнами,46.76.2,2023.0,15.0
