sector,okved2,year,AIcosts_s
"Деятельность социальных столовых, буфетов или кафетериев (в офисах, больницах, школах, институтах и пр.) на основе льготных цен на питание",56.29.4,2024,
ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ ИНФОРМАЦИИ И СВЯЗИ,J,2024,11377.0152
Деятельность издательская,58,2024,3.1733
"Издание книг, периодических публикаций и другие виды издательской деятельности",58.1,2024,3.1733
Издание книг,58.11,2024,
"Издание книг, брошюр, рекламных буклетов и аналогичных изданий, включая издание словарей и энциклопедий, в том числе для слепых, в печатном виде",58.11.1,2024,
"Издание книг, брошюр, рекламных буклетов и аналогичных изданий, включая издание словарей и энциклопедий на электронных носителях",58.11.2,2024,
Издание адресных справочников и списков адресатов,58.12,2024,
Издание справочников в печатном виде,58.12.1,2024,
Издание газет,58.13,2024,1.3473
Издание газет в печатном виде,58.13.1,2024,0.4363
Издание газет на электронных носителях,58.13.2,2024,
Издание журналов и периодических изданий,58.14,2024,
Издание журналов и периодических публикаций в печатном виде,58.14.1,2024,
Издание журналов и периодических публикаций на электронных носителях,58.14.2,2024,
Виды издательской деятельности прочие,58.19,2024,
Издание программного обеспечения,58.2,2024,
Издание прочих программных продуктов,58.29,2024,
"Производство кинофильмов, видеофильмов и телевизионных программ, издание звукозаписей и нот",59,2024,4.4283
"Производство кинофильмов, видеофильмов и телевизионных программ",59.1,2024,4.4283
"Производство кинофильмов, видеофильмов и телевизионных программ",59.11,2024,3.7748
Производство анимационных фильмов,59.11.1,2024,
"Производство прочих кинофильмов, видеофильмов и телевизионных программ",59.11.9,2024,
"Деятельность по распространению кинофильмов, видеофильмов и телевизионных программ",59.13,2024,
Деятельность в области демонстрации кинофильмов,59.14,2024,0.5935
Деятельность в области звукозаписи и издания музыкальных произведений,59.20,2024,
"Издание аудиовизуальных произведений на магнитных, электронных и цифровых носителях",59.20.1,2024,
Деятельность в области телевизионного и радиовещания,60,2024,23.9415
Деятельность в области радиовещания,60.10,2024,14.1272
Деятельность в области телевизионного вещания,60.20,2024,9.8143
Деятельность в сфере телекоммуникаций,61,2024,1491.5875
Деятельность в области связи на базе проводных технологий,61.10,2024,536.825
Деятельность по предоставлению услуг телефонной связи,61.10.1,2024,
Деятельность по предоставлению услуг по передаче данных для целей передачи голосовой информации (IР-телефония),61.10.2,2024,
Деятельность по предоставлению услуг по передаче данных и услуг доступа к информационно-коммуникационной сети Интернет,61.10.3,2024,
Деятельность в области документальной электросвязи,61.10.4,2024,
Деятельность по трансляции телерадиоканалов по сетям кабельного телерадиовещания,61.10.5,2024,
Деятельность в области связи на базе проводных технологий прочая,61.10.9,2024,25.425
Деятельность в области связи на базе беспроводных технологий,61.20,2024,
Деятельность по предоставлению услуг подвижной связи для целей передачи голоса,61.20.1,2024,
Деятельность по предоставлению услуг подвижной связи для целей передачи данных,61.20.2,2024,
Деятельность по предоставлению услуг подвижной связи для доступа к информационно-коммуникационной сети Интернет,61.20.3,2024,
Деятельность по предоставлению услуг связи для целей открытого эфирного вещания,61.20.4,2024,
Деятельность по предоставлению услуг цифрового телерадиовещания на базе беспроводных технологий,61.20.5,2024,
Деятельность в области спутниковой связи,61.30,2024,
Деятельность по предоставлению услуг доступа к информационно-коммуникационной сети Интернет оператором спутниковой связи,61.30.1,2024,
Деятельность в области телекоммуникаций прочая,61.90,2024,
"Разработка компьютерного программного обеспечения, консультационные услуги в данной области и другие сопутствующие услуги",62.0,2024,4497.928
Разработка компьютерного программного обеспечения,62.01,2024,3234.4081
Деятельность консультативная и работы в области компьютерных технологий,62.02,2024,291.7861
"Деятельность по планированию, проектированию компьютерных систем",62.02.1,2024,
Деятельность по обследованию и экспертизе компьютерных систем,62.02.2,2024,
Деятельность по обучению пользователей,62.02.3,2024,
Деятельность по подготовке компьютерных систем к эксплуатации,62.02.4,2024,
Деятельность консультативная в области компьютерных технологий прочая,62.02.9,2024,274.4748
Деятельность по управлению компьютерным оборудованием,62.03,2024,65.007
Деятельность по управлению компьютерными системами,62.03.1,2024,
Деятельность по управлению компьютерными системами непосредственно,62.03.11,2024,
Деятельность по управлению компьютерными системами дистанционно,62.03.12,2024,
Деятельность по сопровождению компьютерных систем,62.03.13,2024,
"Деятельность по управлению компьютерным оборудованием прочая, не включенная в другие группировки",62.03.19,2024,
"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая",62.09,2024,906.7268
Деятельность в области информационных технологий,63,2024,5355.9566
"Деятельность по обработке данных, предоставление услуг по размещению информации, деятельность порталов в информационно-коммуникационной сети Интернет",63.1,2024,5352.526599999999
"Деятельность по обработке данных, предоставление услуг по размещению информации и связанная с этим деятельность",63.11,2024,5352.526599999999
Деятельность по созданию и использованию баз данных и информационных ресурсов,63.11.1,2024,5156.6234
Деятельность по предоставлению услуг по размещению информации прочая,63.11.9,2024,
Деятельность web-порталов,63.12,2024,
Деятельность сетевых изданий,63.12.1,2024,
Деятельность в области информационных услуг прочая,63.9,2024,
Деятельность информационных агентств,63.91,2024,
"Деятельность информационных служб прочая, не включенная в другие группировки",63.99,2024,
Деятельность по оказанию консультационных и информационных услуг,63.99.1,2024,
Деятельность по оказанию компьютерных информационных услуг телефонной связи,63.99.11,2024,
Деятельность по оказанию услуг службами информационного поиска по договору или на платной основе,63.99.12,2024,
"Деятельность по оказанию услуг по составлению обзоров новостей, услуг по подборке печатных изданий и подобной информации",63.99.2,2024,
ДЕЯТЕЛЬНОСТЬ ФИНАНСОВАЯ И СТРАХОВАЯ,K,2024,56828.0861
"Деятельность по предоставлению финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению",64,2024,56250.6088
Денежное посредничество,64.1,2024,55972.2886
Деятельность Центрального банка Российской Федерации (Банка России),64.11,2024,
Денежное посредничество прочее,64.19,2024,55972.2886
Деятельность холдинговых компаний,64.20,2024,192.0254
Деятельность инвестиционных фондов и аналогичных финансовых организаций,64.30,2024,
"Деятельность по предоставлению прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению",64.9,2024,86.29480000000001
Деятельность по финансовой аренде (лизингу/сублизингу),64.91,2024,76.43130000000001
Деятельность по финансовой аренде (лизингу/сублизингу) племенных животных,64.91.1,2024,
"Деятельность по финансовой аренде (лизингу/сублизингу) в прочих областях, кроме племенных животных",64.91.2,2024,
Предоставление займов и прочих видов кредита,64.92,2024,1.5079
Деятельность по предоставлению потребительского кредита,64.92.1,2024,
Деятельность по предоставлению займов промышленности,64.92.2,2024,
Деятельность по предоставлению денежных ссуд под залог недвижимого имущества,64.92.3,2024,
"Деятельность по предоставлению кредитов на покупку домов специализированными учреждениями, не принимающими депозиты",64.92.4,2024,
Деятельность по предоставлению ломбардами краткосрочных займов под залог движимого имущества,64.92.6,2024,
Деятельность микрофинансовая,64.92.7,2024,0.5079
"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки",64.99,2024,8.3556
Вложения в ценные бумаги и деятельность дилерская,64.99.1,2024,
Вложения в ценные бумаги,64.99.11,2024,
Деятельность дилерская,64.99.12,2024,
Деятельность по сбору пожертвований и по формированию целевого капитала некоммерческих организаций,64.99.2,2024,
Деятельность по сбору благотворительных пожертвований в денежной форме,64.99.21,2024,
"Капиталовложения в уставные капиталы, венчурное инвестирование, в том числе посредством инвестиционных компаний",64.99.3,2024,
"Заключение свопов, опционов и других срочных сделок",64.99.4,2024,
Предоставление факторинговых услуг,64.99.5,2024,
Деятельность по финансовой взаимопомощи,64.99.6,2024,
"Деятельность специализированного депозитария инвестиционных фондов, паевых инвестиционных фондов, негосударственных пенсионных фондов",64.99.7,2024,
"Деятельность ипотечных агентов, управляющих ипотечным покрытием; деятельность специализированных депозитариев ипотечного покрытия",64.99.8,2024,
Деятельность жилищных накопительных кооперативов,64.99.9,2024,
"Страхование, перестрахование, деятельность негосударственных пенсионных фондов, кроме обязательного социального обеспечения",65,2024,549.9567
Страхование,65.1,2024,549.9567
Страхование жизни,65.11,2024,
"Страхование, кроме страхования жизни",65.12,2024,549.9567
Страхование медицинское,65.12.1,2024,17.156
Страхование имущества,65.12.2,2024,
Страхование гражданской ответственности,65.12.3,2024,
Страхование от несчастных случаев и болезней,65.12.4,2024,
Страхование рисков,65.12.5,2024,
"Прочие виды страхования, не включенные в другие группировки",65.12.9,2024,
Перестрахование,65.20,2024,
Деятельность негосударственных пенсионных фондов,65.30,2024,
Деятельность вспомогательная в сфере финансовых услуг и страхования,66,2024,27.5206
"Деятельность вспомогательная в сфере финансовых услуг, кроме страхования и пенсионного обеспечения",66.1,2024,26.5306
Управление финансовыми рынками,66.11,2024,
Деятельность по организации торговли на финансовых рынках,66.11.1,2024,
"Управление и контроль за деятельностью фондовых, товарных, валютных и валютнофондовых бирж",66.11.2,2024,
Деятельность регистраторов по ведению реестра владельцев ценных бумаг,66.11.3,2024,
Деятельность по обеспечению эффективности функционирования финансовых рынков,66.11.4,2024,
Деятельность по определению взаимных обязательств (клиринг),66.11.5,2024,
Деятельность брокерская по сделкам с ценными бумагами и товарами,66.12,2024,25.1915
"Деятельность биржевых посредников и биржевых брокеров, совершающих товарные фьючерсные и опционные сделки в биржевой торговле",66.12.1,2024,
Деятельность по управлению ценными бумагами,66.12.2,2024,
Деятельность эмиссионная,66.12.3,2024,
"Деятельность вспомогательная прочая в сфере финансовых услуг, кроме страхования и пенсионного обеспечения",66.19,2024,
Деятельность по предоставлению брокерских услуг по ипотечным операциям,66.19.1,2024,
Деятельность по предоставлению консультационных услуг по вопросам финансового посредничества,66.19.4,2024,
"Предоставление услуг по хранению ценностей, депозитарная деятельность",66.19.5,2024,
Деятельность по приему платежей физических лиц платежными агентами,66.19.6,2024,
Деятельность операторов по приему платежей физических лиц,66.19.61,2024,
Деятельность платежных субагентов по приему платежей физических лиц,66.19.62,2024,
Рейтинговая деятельность,66.19.7,2024,
Деятельность вспомогательная в сфере страхования и пенсионного обеспечения,66.2,2024,
Оценка рисков и ущерба,66.21,2024,
Деятельность страховых агентов и брокеров,66.22,2024,
Деятельность вспомогательная прочая в сфере страхования и пенсионного обеспечения,66.29,2024,
Деятельность распорядителей спасательными работами,66.29.2,2024,
"Деятельность вспомогательная прочая в сфере страхования, кроме обязательного социального страхования",66.29.9,2024,
Деятельность по управлению фондами,66.30,2024,
Управление инвестиционными фондами,66.30.1,2024,
Управление на основе индивидуальных договоров доверительного управления активами,66.30.6,2024,
Другие виды деятельности по управлению активами,66.30.9,2024,
ДЕЯТЕЛЬНОСТЬ ПО ОПЕРАЦИЯМ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ,L,2024,52.0961
Операции с недвижимым имуществом,68,2024,52.0961
Покупка и продажа собственного недвижимого имущества,68.10,2024,2.9865
Подготовка к продаже собственного недвижимого имущества,68.10.1,2024,
Подготовка к продаже собственного жилого недвижимого имущества,68.10.11,2024,
Подготовка к продаже собственного нежилого недвижимого имущества,68.10.12,2024,
Покупка и продажа собственного недвижимого имущества,68.10.2,2024,
Покупка и продажа собственного жилого недвижимого имущества,68.10.21,2024,
Покупка и продажа собственных нежилых зданий и помещений,68.10.22,2024,
Покупка и продажа земельных участков,68.10.23,2024,
Аренда и управление собственным или арендованным недвижимым имуществом,68.20,2024,16.3213
Аренда и управление собственным или арендованным жилым недвижимым имуществом,68.20.1,2024,0.5202
Аренда и управление собственным или арендованным нежилым недвижимым имуществом,68.20.2,2024,14.6741
Аренда и управление собственным или арендованным торговым объектом недвижимого имущества,68.20.21,2024,11.4372
Аренда и управление собственным или арендованным прочим нежилым недвижимым имуществом,68.20.29,2024,0.7322000000000001
Операции с недвижимым имуществом за вознаграждение или на договорной основе,68.3,2024,32.7883
Деятельность агентств недвижимости за вознаграждение или на договорной основе,68.31,2024,
Предоставление посреднических услуг при купле-продаже недвижимого имущества за вознаграждение или на договорной основе,68.31.1,2024,
Предоставление посреднических услуг при купле-продаже жилого недвижимого имущества за вознаграждение или на договорной основе,68.31.11,2024,
Предоставление посреднических услуг при купле-продаже нежилого недвижимого имущества за вознаграждение или на договорной основе,68.31.12,2024,
Предоставление посреднических услуг по аренде недвижимого имущества за вознаграждение или на договорной основе,68.31.2,2024,
Предоставление посреднических услуг по аренде жилого недвижимого имущества за вознаграждение или на договорной основе,68.31.21,2024,
Предоставление посреднических услуг по аренде нежилого недвижимого имущества за вознаграждение или на договорной основе,68.31.22,2024,
Предоставление консультационных услуг при купле-продаже недвижимого имущества за вознаграждение или на договорной основе,68.31.3,2024,
Предоставление консультационных услуг при купле-продаже жилого недвижимого имущества за вознаграждение или на договорной основе,68.31.31,2024,
Предоставление консультационных услуг по аренде недвижимого имущества за вознаграждение или на договорной основе,68.31.4,2024,
Предоставление консультационных услуг по аренде жилого недвижимого имущества за вознаграждение или на договорной основе,68.31.41,2024,
Предоставление консультационных услуг по аренде нежилого недвижимого имущества за вознаграждение или на договорной основе,68.31.42,2024,
Предоставление посреднических услуг при оценке недвижимого имущества за вознаграждение или на договорной основе,68.31.5,2024,
Предоставление посреднических услуг при оценке жилого недвижимого имущества за вознаграждение или на договорной основе,68.31.51,2024,
Управление недвижимым имуществом за вознаграждение или на договорной основе,68.32,2024,32.6883
Управление эксплуатацией жилого фонда за вознаграждение или на договорной основе,68.32.1,2024,7.9128
Управление эксплуатацией нежилого фонда за вознаграждение или на договорной основе,68.32.2,2024,18.7725
Деятельность по технической инвентаризации недвижимого имущества,68.32.3,2024,
"ДЕЯТЕЛЬНОСТЬ ПРОФЕССИОНАЛЬНАЯ, НАУЧНАЯ И ТЕХНИЧЕСКАЯ",M,2024,2058.5843
Деятельность в области права и бухгалтерского учета,69,2024,54.7786
Деятельность в области права,69.10,2024,8.4419
"Деятельность по оказанию услуг в области бухгалтерского учета, по проведению финансового аудита, по налоговому консультированию",69.20,2024,46.3367
Деятельность по проведению финансового аудита,69.20.1,2024,
Деятельность по оказанию услуг в области бухгалтерского учета,69.20.2,2024,43.8715
Деятельность области налогового консультирования,69.20.3,2024,
Деятельность головных офисов; консультирование по вопросам управления,70,2024,534.6637
Деятельность головных офисов,70.10,2024,446.826
Деятельность по управлению финансово-промышленными группами,70.10.1,2024,
Деятельность по управлению холдинг-компаниями,70.10.2,2024,
Консультирование по вопросам управления,70.2,2024,87.8377
Деятельность в сфере связей с общественностью,70.21,2024,
Консультирование по вопросам коммерческой деятельности и управления,70.22,2024,87.8297
"Деятельность в области архитектуры и инженерно-технического проектирования; технических испытаний, исследований и анализа",71,2024,302.2266
"Деятельность в области архитектуры, инженерных изысканий и предоставление технических консультаций в этих областях",71.1,2024,220.2269
Деятельность в области архитектуры,71.11,2024,12.068700000000002
"Деятельность в области архитектуры, связанная с созданием архитектурного объекта",71.11.1,2024,3.2442
Деятельность по территориальному планированию и планировке территории,71.11.2,2024,
Деятельность в области ландшафтной архитектуры и консультативные услуги в области архитектуры,71.11.3,2024,
"Деятельность в области инженерных изысканий, инженерно-технического проектирования, управления проектами строительства, выполнения строительного контроля и авторского надзора, предоставление технических консультаций в этих областях",71.12,2024,208.1582
"Деятельность, связанная с инженерно-техническим проектированием, управлением проектами строительства, выполнением строительного контроля и авторского надзора",71.12.1,2024,4.7518
"Разработка проектов тепло-, водо-, газоснабжения",71.12.11,2024,
"Разработка проектов промышленных процессов и производств, относящихся к электротехнике, электронной технике, горному делу, химической технологии, машиностроению, а также в области промышленного строительства, системотехники и техники безопасности",71.12.12,2024,
"Разработка проектов по кондиционированию воздуха, холодильной технике, санитарной технике и мониторингу загрязнения окружающей среды, строительной акустике",71.12.13,2024,
Разработка инженерно-технических проектов и контроль при строительстве и модернизации объектов использования атомной энергии,71.12.14,2024,
Инженерные изыскания в строительстве,71.12.15,2024,
"Деятельность заказчика-застройщика, генерального подрядчика",71.12.2,2024,
"Работы геолого-разведочные, геофизические и геохимические в области изучения недр и воспроизводства минерально-сырьевой базы",71.12.3,2024,
Деятельность геодезическая и картографическая,71.12.4,2024,
"Деятельность геодезическая, кроме создания геодезической, нивелирной и гравиметрической сетей",71.12.41,2024,
"Деятельность картографическая, кроме создания топографических карт и планов",71.12.42,2024,
Деятельность гидрографическая изыскательская,71.12.43,2024,
Деятельность по созданию топографических карт и планов,71.12.44,2024,
"Создание геодезической, нивелирной, гравиметрической сетей",71.12.45,2024,
"Деятельность в области гидрометеорологии и смежных с ней областях, мониторинга состояния окружающей среды, ее загрязнения",71.12.5,2024,138.2166
Деятельность наблюдательной гидрометеорологической сети,71.12.51,2024,
Деятельность по мониторингу загрязнения окружающей среды для физических и юридических лиц,71.12.53,2024,0.8995
"Работы полевые и изыскания в области гидрометеорологии и смежных с ней областях, экспедиционные обследования объектов окружающей среды с целью оценки уровней загрязнения",71.12.54,2024,
Деятельность по обработке и предоставлению гидрометеорологической информации органам государственной власти и населению,71.12.55,2024,
Обеспечение гидрометеорологическое деятельности физических и юридических лиц,71.12.56,2024,
"Деятельность, связанная с активными воздействиями на метеорологические и геофизические процессы и явления",71.12.57,2024,
"Деятельность в области технического регулирования, стандартизации, метрологии, аккредитации, каталогизации продукции",71.12.6,2024,43.0874
Деятельность в области технического регулирования и стандартизации,71.12.61,2024,
Деятельность в области метрологии,71.12.62,2024,
Деятельность в области аккредитации,71.12.63,2024,
Государственный контроль (надзор) за соблюдением требований технических регламентов,71.12.64,2024,
Кадастровая деятельность,71.12.7,2024,2.859
Деятельность по предоставлению инженерно-технических консультаций в сфере энергосбережения и повышения энергетической эффективности использования энергетических ресурсов,71.12.8,2024,
Землеустройство,71.12.9,2024,
"Технические испытания, исследования, анализ и сертификация",71.20,2024,81.99969999999999
"Испытания и анализ состава и чистоты материалов и веществ: анализ химических и биологических свойств материалов и веществ; испытания и анализ в области гигиены питания, включая ветеринарный контроль и контроль за производством продуктов питания",71.20.1,2024,
Судебно-экспертная деятельность,71.20.2,2024,
Испытания и анализ физико-механических свойств материалов и веществ,71.20.3,2024,
"Испытания, исследования и анализ целостных механических и электрических систем, энергетическое обследование",71.20.4,2024,
Технический осмотр автотранспортных средств,71.20.5,2024,
"Экспертиза проектной документации, запасов полезных ископаемых и подземных вод, геологической информации о предоставляемых в пользование участках недр, результатов инженерных изысканий",71.20.6,2024,
"Экспертиза проектной документации, запасов полезных ископаемых и подземных вод, геологической информации о предоставляемых в пользование участках недр, результатов инженерных изысканий государственная",71.20.61,2024,
Экспертиза проектной документации и результатов инженерных изысканий негосударственная,71.20.62,2024,
Деятельность по оценке условий труда,71.20.7,2024,
"Сертификация продукции, услуг и организаций",71.20.8,2024,
"Деятельность по техническому контролю, испытаниям и анализу прочая",71.20.9,2024,75.6322
Научные исследования и разработки,72,2024,1008.9493
Научные исследования и разработки в области естественных и технических наук,72.1,2024,1002.7174
Научные исследования и разработки в области биотехнологии,72.11,2024,
Научные исследования и разработки в области естественных и технических наук прочие,72.19,2024,1002.7174
"Научные исследования и разработки в области естественных и технических наук прочие, не включенные в другие группировки",72.19.9,2024,
Научные исследования и разработки в области общественных и гуманитарных наук,72.20,2024,6.2319
Научные исследования и разработки в области общественных наук,72.20.1,2024,6.0989
Научные исследования и разработки в области общественных наук прочие,72.20.19,2024,
Научные исследования и разработки в области гуманитарных наук,72.20.2,2024,
Деятельность рекламная и исследование конъюнктуры рынка,73,2024,155.8583
Деятельность рекламная,73.1,2024,151.59
Деятельность рекламных агентств,73.11,2024,151.59
Представление в средствах массовой информации,73.12,2024,
Исследование конъюнктуры рынка и изучение общественного мнения,73.20,2024,4.2683
Исследование конъюнктуры рынка,73.20.1,2024,
Деятельность по изучению общественного мнения,73.20.2,2024,
Деятельность профессиональная научная и техническая прочая,74,2024,
Деятельность специализированная в области дизайна,74.10,2024,
Деятельность в области фотографии,74.20,2024,
Деятельность по письменному и устному переводу,74.30,2024,
"Деятельность профессиональная, научная и техническая прочая, не включенная в другие группировки",74.90,2024,
Деятельность иная в области защиты информации,74.90.09.АГ,2024,
"Предоставление посреднических услуг по организации покупки и продажи мелких или средних коммерческих предприятий, включая профессиональную практику",74.90.1,2024,
"Деятельность, направленная на установление рыночной или иной стоимости (оценочная деятельность), кроме оценки, связанной с недвижимым имуществом или страхованием",74.90.2,2024,
"Деятельность, направленная на установление рыночной или иной стоимости отдельных материальных объектов (вещей)",74.90.21,2024,
"Деятельность, направленная на установление рыночной или иной стоимости совокупности вещей, составляющих имущество лица, в том числе имущество определенного вида (движимое или недвижимое, в том числе предприятия)",74.90.22,2024,
"Деятельность, направленная на установление рыночной или иной стоимости работ, услуг, информации",74.90.25,2024,
Предоставление консультационных услуг по вопросам безопасности,74.90.3,2024,
Предоставление услуг по проведению оценки уязвимости объектов транспортной инфраструктуры и транспортных средств,74.90.31,2024,
"Предоставление услуг по проведению оценки уязвимости объектов промышленного назначения, связи, здравоохранения и т. д.",74.90.32,2024,
Предоставление консультационных услуг в области сельского хозяйства,74.90.4,2024,
Предоставление консультационных услуг в области экологии,74.90.5,2024,
"Предоставление прочих технических консультаций, деятельность консультантов, кроме архитекторов, проектировщиков и консультантов по управлению",74.90.6,2024,
"Деятельность агентств и агентов, действующих от имени физических лиц, и обычно связанную с заключением контрактов (договоров) на участие в кинофильмах, театральных постановках и других развлекательных или спортивных мероприятиях, а также с предложением книг, пьес, предметов изобразительного искусства, фотографий и аналогичных предметов издателям, продюсерам",74.90.8,2024,
Деятельность в области защиты информации и обеспечения безопасности критической информационной инфраструктуры,74.90.9,2024,
Деятельность ветеринарная,75.00,2024,2.1078
Деятельность ветеринарная для сельскохозяйственных животных,75.00.1,2024,0.7258
Деятельность ветеринарная для домашних животных,75.00.2,2024,0.3405
ДЕЯТЕЛЬНОСТЬ АДМИНИСТРАТИВНАЯ И СОПУТСТВУЮЩИЕ ДОПОЛНИТЕЛЬНЫЕ УСЛУГИ,N,2024,557.8692
Аренда и лизинг,77,2024,
Аренда и лизинг автотранспортных средств,77.1,2024,
Аренда и лизинг легковых автомобилей и легких автотранспортных средств,77.11,2024,
Аренда и лизинг грузовых транспортных средств,77.12,2024,
Прокат и аренда предметов личного пользования и хозяйственно-бытового назначения,77.2,2024,
Прокат и аренда товаров для отдыха и спортивных товаров,77.21,2024,
