sector,okved2,year,ITcosts_s
"Производство пластмассовых изделий, используемых в строительстве",22.23,2018,239.1778
"Производство пластмассовых изделий, используемых в строительстве",22.23,2019,293.79740000000004
"Производство пластмассовых изделий, используемых в строительстве",22.23,2021,347.3168
"Производство пластмассовых изделий, используемых в строительстве",22.23,2022,424.2356
"Производство пластмассовых изделий, используемых в строительстве",22.23,2023,628.6669
"Производство пластмассовых изделий, используемых в строительстве",22.23,2024,748.1721
Производство прочих пластмассовых изделий,22.29,2021,377.8411
Производство прочих пластмассовых изделий,22.29,2022,445.7545
Производство прочих пластмассовых изделий,22.29,2023,669.5979
Производство прочих пластмассовых изделий,22.29,2024,690.4938000000001
"Производство прочих изделий из пластмасс, не включенных в другие группировки, кроме устройств пломбировочных их пластика",22.29.2,2021,363.654
"Производство прочих изделий из пластмасс, не включенных в другие группировки, кроме устройств пломбировочных из пластика",22.29.2,2022,429.39
"Производство прочих изделий из пластмасс, не включенных в другие группировки, кроме устройств пломбировочных из пластика",22.29.2,2023,648.9648000000001
"Производство прочих изделий из пластмасс, не включенных в другие группировки, кроме устройств пломбировочных из пластика",22.29.2,2024,686.9462
Предоставление услуг в области производства прочих пластмассовых изделий,22.29.9,2021,9.9235
Предоставление услуг в области производства прочих пластмассовых изделий,22.29.9,2022,7.859199999999999
Предоставление услуг в области производства прочих пластмассовых изделий,22.29.9,2023,6.6534
Предоставление услуг в области производства прочих пластмассовых изделий,22.29.9,2024,3.4636
  Производство прочих неметаллических минеральных продуктов,23,2016,3277.9825
Производство прочей неметаллической минеральной продукции,23,2017,7812.1497
Производство прочей неметаллической минеральной продукции,23,2018,3758.582
Производство прочей неметаллической минеральной продукции,23,2019,4442.0747
Производство прочей неметаллической минеральной продукции,23,2021,7804.9123
Производство прочей неметаллической минеральной продукции,23,2022,7475.606900000001
Производство прочей неметаллической минеральной продукции,23,2023,8301.3786
Производство прочей неметаллической минеральной продукции,23,2024,7206.7473
Производство стекла и изделий из стекла,23.1,2021,913.1485
Производство стекла и изделий из стекла,23.1,2022,952.8659
Производство стекла и изделий из стекла,23.1,2023,981.7195
Производство стекла и изделий из стекла,23.1,2024,971.0392
Производство листового стекла,23.11,2018,57.0814
Производство листового стекла,23.11,2019,72.223
Производство листового стекла,23.11,2021,105.727
Производство листового стекла,23.11,2022,99.5371
Производство листового стекла,23.11,2023,116.8332
Производство листового стекла,23.11,2024,117.5379
Производство листового тянутого стекла,23.11.1,2021,100.1724
Производство листового тянутого стекла,23.11.1,2022,74.20689999999999
Производство листового тянутого стекла,23.11.1,2023,115.8642
Производство листового тянутого стекла,23.11.1,2024,113.9415
Формирование и обработка листового стекла,23.11.2,2018,131.286
Формирование и обработка листового стекла,23.11.2,2019,169.8786
Производство многослойного и закаленного стекла,23.11.3,2018,11.1743
Производство многослойного и закаленного стекла,23.11.3,2019,22.8851
Производство многослойных изолирующих изделий из стекла,23.11.4,2019,0.915
Формирование и обработка листового стекла,23.12,2021,246.0177
Формирование и обработка листового стекла,23.12,2022,263.3009
Формирование и обработка листового стекла,23.12,2023,242.466
Формирование и обработка листового стекла,23.12,2024,109.864
Производство упрочненного (в том числе термически упрочненного и закаленного) стекла,23.12.1,2021,199.8877
Производство упрочненного (в том числе термически упрочненного и закаленного) стекла,23.12.1,2022,214.2172
Производство упрочненного (в том числе термически упрочненного и закаленного) стекла,23.12.1,2023,87.45089999999999
Производство упрочненного (в том числе термически упрочненного и закаленного) стекла,23.12.1,2024,85.4134
Производство многослойного стекла для строительства,23.12.3,2021,26.665
Производство многослойного стекла для строительства,23.12.3,2022,5.988899999999999
Производство многослойного стекла для строительства,23.12.3,2023,10.463
Производство многослойного стекла для строительства,23.12.3,2024,13.295
Производство стеклопакетов,23.12.5,2022,43.009
Производство стеклопакетов,23.12.5,2023,143.5281
Производство стеклопакетов,23.12.5,2024,7.960199999999999
Производство бутылок и прочих емкостей из стекла или хрусталя,23.13,2018,21.9726
Производство бутылок и прочих емкостей из стекла или хрусталя,23.13,2019,52.3517
Производство полых стеклянных изделий,23.13,2021,236.8542
Производство полых стеклянных изделий,23.13,2022,355.2346
Производство полых стеклянных изделий,23.13,2023,328.1464
Производство полых стеклянных изделий,23.13,2024,450.5914
Производство бутылок и прочих емкостей из стекла или хрусталя,23.13.1,2021,194.8168
Производство бутылок и прочих емкостей из стекла или хрусталя,23.13.1,2022,256.94960000000003
Производство бутылок и прочих емкостей из стекла или хрусталя,23.13.1,2023,226.9697
Производство бутылок и прочих емкостей из стекла или хрусталя,23.13.1,2024,416.568
Производство столовой и кухонной посуды из стекла или хрусталя,23.13.3,2022,25.6296
Производство столовой и кухонной посуды из стекла или хрусталя,23.13.3,2024,13.759799999999998
Производство стекловолокна,23.14,2018,195.4901
Производство стекловолокна,23.14,2019,150.5758
Производство стекловолокна,23.14,2021,219.2397
Производство стекловолокна,23.14,2022,178.4032
Производство стекловолокна,23.14,2023,234.9014
Производство стекловолокна,23.14,2024,223.8401
"Производство и обработка прочих стеклянных изделий, включая технические изделия из стекла",23.19,2021,105.3099
"Производство и обработка прочих стеклянных изделий, включая технические изделия из стекла",23.19,2022,56.3901
"Производство и обработка прочих стеклянных изделий, включая технические изделия из стекла",23.19,2023,59.3725
"Производство и обработка прочих стеклянных изделий, включая технические изделия из стекла",23.19,2024,69.2058
"Производство блоков для мощения, стеклоблоков, плит и прочих изделий из прессованного или отформованного стекла, используемых в строительстве; производство стекла для витражей;производство многоячеистого стекла или пеностекла в блоках,плитах и аналогичных формах",23.19.1,2018,7.948
"Производство блоков для мощения, стеклоблоков, плит и прочих изделий из прессованного или отформованного стекла, используемых в строительстве; производство стекла для витражей;производство многоячеистого стекла или пеностекла в блоках,плитах и аналогичных формах",23.19.1,2019,4.756
"Производство необработанного стекла в блоках, в виде шаров, прутков, труб или трубок",23.19.1,2021,1.9774
"Производство необработанного стекла в блоках, в виде шаров, прутков, труб или трубок",23.19.1,2022,2.594
"Производство необработанного стекла в блоках, в виде шаров, прутков, труб или трубок",23.19.1,2023,4.9418
"Производство необработанного стекла в блоках, в виде шаров, прутков, труб или трубок",23.19.1,2024,7.221100000000001
"Производство посуды для лабораторных, фармацевтических и гигиенических целей из стекла; производство ампул и прочих изделий из медицинского стекла",23.19.5,2021,63.1437
"Производство посуды для лабораторных, фармацевтических и гигиенических целей из стекла; производство ампул и прочих изделий из медицинского стекла",23.19.5,2022,30.9446
"Производство посуды для лабораторных, фармацевтических и гигиенических целей из стекла; производство ампул и прочих изделий из медицинского стекла",23.19.5,2023,46.6237
"Производство посуды для лабораторных, фармацевтических и гигиенических целей из стекла; производство ампул и прочих изделий из медицинского стекла",23.19.5,2024,52.2767
Производство электрических изоляторов из стекла,23.19.7,2021,16.378
"Производство прочих изделий из стекла, не включенных в другие группировки",23.19.9,2021,17.4196
"Производство прочих изделий из стекла, не включенных в другие группировки",23.19.9,2022,17.7112
"Производство прочих изделий из стекла, не включенных в другие группировки",23.19.9,2023,4.042
Производство огнеупорных изделий,23.2,2021,211.8718
Производство огнеупорных изделий,23.2,2022,206.7486
Производство огнеупорных изделий,23.2,2023,294.725
Производство огнеупорных изделий,23.2,2024,353.2534
Производство огнеупорных изделий,23.20,2018,125.6272
Производство огнеупорных изделий,23.20,2019,620.3226999999999
Производство огнеупорных изделий,23.20,2021,211.8718
Производство огнеупорных изделий,23.20,2022,206.7486
Производство огнеупорных изделий,23.20,2023,294.725
Производство огнеупорных изделий,23.20,2024,353.2534
Производство огнеупорных изделий,23.20.1,2018,125.6272
Производство огнеупорных изделий,23.20.1,2019,620.3226999999999
"Производство огнеупорных кирпичей, блоков, плиток",23.20.1,2021,167.1914
"Производство огнеупорных кирпичей, блоков, плиток",23.20.1,2022,188.5446
"Производство огнеупорных кирпичей, блоков, плиток",23.20.1,2023,256.0623
"Производство огнеупорных кирпичей, блоков, плиток",23.20.1,2024,289.5009
"Производство огнеупорных кирпичей, блоков, плиток",23.20.11,2018,71.275
"Производство огнеупорных кирпичей, блоков, плиток",23.20.11,2019,95.331
Производство прочих огнеупорных керамических изделий,23.20.19,2019,0.9222
"Производство огнеупорных цементов, растворов, бетонов и аналогичных составов",23.20.2,2021,9.129
"Производство огнеупорных цементов, растворов, бетонов и аналогичных составов",23.20.2,2022,8.3738
"Производство огнеупорных цементов, растворов, бетонов и аналогичных составов",23.20.2,2023,30.653
"Производство огнеупорных цементов, растворов, бетонов и аналогичных составов",23.20.2,2024,8.546700000000001
Производство безобжиговых огнеупорных изделий,23.20.3,2021,0.445
Производство безобжиговых огнеупорных изделий,23.20.3,2023,1.9879
Производство безобжиговых огнеупорных изделий,23.20.3,2024,3.3538
Производство прочих огнеупорных керамических изделий,23.20.9,2021,32.8084
Производство прочих огнеупорных керамических изделий,23.20.9,2022,8.2409
Производство прочих огнеупорных керамических изделий,23.20.9,2023,5.8428
Производство прочих огнеупорных керамических изделий,23.20.9,2024,50.695
Производство строительных керамических материалов,23.3,2018,419.4845
Производство строительных керамических материалов,23.3,2019,486.4718
Производство строительных керамических материалов,23.3,2021,546.7826
Производство строительных керамических материалов,23.3,2022,764.5675
Производство строительных керамических материалов,23.3,2023,1269.11
Производство строительных керамических материалов,23.3,2024,509.2398
Производство керамических плит и плиток,23.31,2018,276.4567
Производство керамических плит и плиток,23.31,2019,317.3116
Производство керамических плит и плиток,23.31,2021,410.3724
Производство керамических плит и плиток,23.31,2022,548.8547
Производство керамических плит и плиток,23.31,2023,655.8307
Производство керамических плит и плиток,23.31,2024,328.8198
"Производство кирпича, черепицы и прочих строительных изделий из обожженной глины",23.32,2018,143.02779999999998
"Производство кирпича, черепицы и прочих строительных изделий из обожженной глины",23.32,2019,169.1602
"Производство кирпича, черепицы и прочих строительных изделий из обожженной глины",23.32,2021,136.4102
"Производство кирпича, черепицы и прочих строительных изделий из обожженной глины",23.32,2022,215.7128
"Производство кирпича, черепицы и прочих строительных изделий из обожженной глины",23.32,2023,613.2793
"Производство кирпича, черепицы и прочих строительных изделий из обожженной глины",23.32,2024,180.42
Производство керамических санитарно-технических изделий,23.33,2018,46.5803
Производство керамических санитарно-технических изделий,23.33,2019,46.8457
Производство керамических изоляторов и изолирующей арматуры,23.34,2018,11.6504
Производство керамических изоляторов и изолирующей арматуры,23.34,2019,18.3574
Производство прочих фарфоровых и керамических изделий,23.4,2021,179.5441
Производство прочих фарфоровых и керамических изделий,23.4,2022,189.3746
Производство прочих фарфоровых и керамических изделий,23.4,2023,360.3691
Производство прочих фарфоровых и керамических изделий,23.4,2024,449.5869
Производство хозяйственных и декоративных керамических изделий,23.41,2021,12.1602
Производство хозяйственных и декоративных керамических изделий,23.41,2024,59.0651
Производство столовой и кухонной керамической посуды,23.41.1,2021,11.6752
Производство керамических санитарно-технических изделий,23.42,2021,54.3173
Производство керамических санитарно-технических изделий,23.42,2022,46.1216
Производство керамических санитарно-технических изделий,23.42,2023,88.3211
Производство керамических санитарно-технических изделий,23.42,2024,117.3858
Производство керамических изоляторов и изолирующей арматуры,23.43,2021,1.0752000000000002
Производство керамических изоляторов и изолирующей арматуры,23.43,2022,3.5474
Производство керамических изоляторов и изолирующей арматуры,23.43,2023,5.1705
Производство керамических изоляторов и изолирующей арматуры,23.43,2024,6.1934
Производство прочих технических керамических изделий,23.44,2023,246.9696
"Производство керамических изделий лабораторного, химического и промышленного назначения",23.44.1,2023,246.9696
"Производство цемента, извести и гипса",23.5,2018,488.8168
"Производство цемента, извести и гипса",23.5,2019,551.2967
"Производство цемента, извести и гипса",23.5,2021,1165.9248
"Производство цемента, извести и гипса",23.5,2022,747.8684000000001
"Производство цемента, извести и гипса",23.5,2023,1474.1761
"Производство цемента, извести и гипса",23.5,2024,1278.3969
Производство цемента,23.51,2018,448.8925
Производство цемента,23.51,2019,495.2344000000001
Производство цемента,23.51,2021,1098.0301000000002
Производство цемента,23.51,2022,665.0523000000001
Производство цемента,23.51,2023,1437.1003999999998
Производство цемента,23.51,2024,1243.3646
Производство извести и гипса,23.52,2018,39.9243
Производство извести и гипса,23.52,2019,56.0623
Производство извести и гипса,23.52,2021,67.8947
Производство извести и гипса,23.52,2022,82.8161
Производство извести и гипса,23.52,2023,37.0757
Производство извести и гипса,23.52,2024,35.032300000000006
"Производство негашеной, гашеной и гидравлической извести",23.52.1,2018,37.0169
"Производство негашеной, гашеной и гидравлической извести",23.52.1,2019,52.2308
"Производство негашеной, гашеной и гидравлической извести",23.52.1,2021,58.7648
"Производство негашеной, гашеной и гидравлической извести",23.52.1,2022,66.5868
"Производство негашеной, гашеной и гидравлической извести",23.52.1,2023,26.9913
"Производство негашеной, гашеной и гидравлической извести",23.52.1,2024,21.8622
Производство гипса,23.52.2,2018,2.9074
Производство гипса,23.52.2,2019,3.8315
Производство гипса,23.52.2,2021,9.1299
Производство гипса,23.52.2,2022,16.2293
Производство гипса,23.52.2,2023,10.0844
Производство гипса,23.52.2,2024,11.77
"Производство изделий из бетона, цемента и гипса",23.6,2018,1636.7909
"Производство изделий из бетона, цемента и гипса",23.6,2019,1686.4386000000002
"Производство изделий из бетона, цемента и гипса",23.6,2021,3774.3087
"Производство изделий из бетона, цемента и гипса",23.6,2022,3880.0309
"Производство изделий из бетона, цемента и гипса",23.6,2023,2852.3381
"Производство изделий из бетона, цемента и гипса",23.6,2024,2349.2782
Производство изделий из бетона для использования в строительстве,23.61,2018,926.2967
Производство изделий из бетона для использования в строительстве,23.61,2019,1213.2171
Производство изделий из бетона для использования в строительстве,23.61,2021,1670.0104
Производство изделий из бетона для использования в строительстве,23.61,2022,2293.7233
Производство изделий из бетона для использования в строительстве,23.61,2023,849.8146999999999
Производство изделий из бетона для использования в строительстве,23.61,2024,741.3512
"Производство готовых строительных изделий из бетона, цемента и искусственного камня",23.61.1,2018,60.8236
"Производство готовых строительных изделий из бетона, цемента и искусственного камня",23.61.1,2019,130.1839
"Производство готовых строительных изделий из бетона, цемента и искусственного камня",23.61.1,2021,1355.81
"Производство готовых строительных изделий из бетона, цемента и искусственного камня",23.61.1,2022,2057.5058
"Производство готовых строительных изделий из бетона, цемента и искусственного камня",23.61.1,2023,510.8653
"Производство готовых строительных изделий из бетона, цемента и искусственного камня",23.61.1,2024,500.5043
"Производство сборных строительных конструкций из бетона, цемента и искусственного камня",23.61.11,2018,384.2834
"Производство сборных строительных конструкций из бетона, цемента и искусственного камня",23.61.11,2019,470.1154
"Производство сборных строительных конструкций из бетона, цемента и искусственного камня",23.61.2,2021,162.6679
"Производство сборных строительных конструкций из бетона, цемента и искусственного камня",23.61.2,2022,173.737
"Производство сборных строительных конструкций из бетона, цемента и искусственного камня",23.61.2,2023,242.8285
"Производство сборных строительных конструкций из бетона, цемента и искусственного камня",23.61.2,2024,226.497
Производство гипсовых изделий для использования в строительстве,23.62,2018,565.1107
Производство гипсовых изделий для использования в строительстве,23.62,2019,233.1217
Производство гипсовых изделий для использования в строительстве,23.62,2021,744.7523
Производство гипсовых изделий для использования в строительстве,23.62,2022,624.881
Производство гипсовых изделий для использования в строительстве,23.62,2023,1163.5359
Производство гипсовых изделий для использования в строительстве,23.62,2024,1010.6463
Производство товарного бетона,23.63,2018,43.1531
Производство товарного бетона,23.63,2019,25.6501
Производство товарного бетона,23.63,2021,86.4344
Производство товарного бетона,23.63,2022,573.667
Производство товарного бетона,23.63,2023,401.0811
Производство товарного бетона,23.63,2024,73.7425
Производство сухих бетонных смесей,23.64,2018,77.6842
Производство сухих бетонных смесей,23.64,2019,163.185
Производство сухих бетонных смесей,23.64,2021,1166.2074
Производство сухих бетонных смесей,23.64,2022,345.5321
Производство сухих бетонных смесей,23.64,2023,360.2749
Производство сухих бетонных смесей,23.64,2024,468.5766
Производство изделий из асбестоцемента и волокнистого цемента,23.65,2018,11.4412
Производство изделий из асбестоцемента и волокнистого цемента,23.65,2019,31.2476
Производство изделий из хризотилцемента и волокнистого цемента,23.65,2021,27.0627
Производство изделий из хризотилцемента и волокнистого цемента,23.65,2022,32.5364
Производство изделий из хризотилцемента и волокнистого цемента,23.65,2023,70.7091
Производство изделий из хризотилцемента и волокнистого цемента,23.65,2024,47.8125
"Производство строительных материалов из растительного сырья, смешанного с цементом, гипсом или прочими минеральными связующими веществами",23.65.1,2021,17.102400000000003
"Производство строительных материалов из растительного сырья, смешанного с цементом, гипсом или прочими минеральными связующими веществами",23.65.1,2024,27.846
Производство изделий из асбестоцемента и волокнистого цемента с волокнами целлюлозы или аналогичных материалов,23.65.2,2019,4.9025
Производство изделий из хризотилцемента и волокнистого цемента с волокнами целлюлозы или аналогичных материалов,23.65.2,2021,9.9603
Производство изделий из хризотилцемента и волокнистого цемента с волокнами целлюлозы или аналогичных материалов,23.65.2,2022,13.9788
Производство изделий из хризотилцемента и волокнистого цемента с волокнами целлюлозы или аналогичных материалов,23.65.2,2023,40.4996
Производство изделий из хризотилцемента и волокнистого цемента с волокнами целлюлозы или аналогичных материалов,23.65.2,2024,19.4432
"Производство прочих изделий из гипса, бетона или цемента",23.69,2018,13.105
"Производство прочих изделий из гипса, бетона или цемента",23.69,2019,20.0171
"Производство прочих изделий из гипса, бетона или цемента",23.69,2021,79.8415
"Производство прочих изделий из гипса, бетона или цемента",23.69,2022,9.6911
"Производство прочих изделий из гипса, бетона или цемента",23.69,2023,6.9224
"Производство прочих изделий из гипса, бетона или цемента",23.69,2024,7.149100000000001
"Резка, обработка и отделка камня",23.7,2021,26.7252
"Резка, обработка и отделка камня",23.7,2022,9.632700000000002
"Резка, обработка и отделка камня",23.7,2023,16.4662
"Резка, обработка и отделка камня",23.7,2024,27.5351
"Резка, обработка и отделка камня",23.70,2018,14.7279
"Резка, обработка и отделка камня",23.70,2019,16.517799999999998
"Резка, обработка и отделка камня",23.70,2021,26.7252
"Резка, обработка и отделка камня",23.70,2022,9.632700000000002
"Резка, обработка и отделка камня",23.70,2023,16.4662
"Резка, обработка и отделка камня",23.70,2024,27.5351
"Резка, обработка и отделка камня",23.70.1,2018,14.7279
"Резка, обработка и отделка камня",23.70.1,2019,16.517799999999998
"Резка, обработка и отделка камня для использования в строительстве в качестве дорожного покрытия",23.70.1,2021,20.5397
"Резка, обработка и отделка камня для использования в строительстве в качестве дорожного покрытия",23.70.1,2022,3.9455
"Резка, обработка и отделка камня для использования в строительстве в качестве дорожного покрытия",23.70.1,2024,3.5403
"Резка, обработка и отделка камня для использования в строительстве в качестве дорожного покрытия",23.70.11,2018,2.4911
"Резка, обработка и отделка камня для использования в строительстве в качестве дорожного покрытия",23.70.11,2019,4.618399999999999
"Резка, обработка и отделка камня для памятников",23.70.12,2018,2.3444000000000003
"Резка, обработка и отделка камня для памятников",23.70.12,2019,1.7466
Производство гранул и порошков из природного камня,23.70.2,2018,9.8564
Производство гранул и порошков из природного камня,23.70.2,2019,9.0598
Производство гранул и порошков из природного камня,23.70.3,2021,5.8549
Производство гранул и порошков из природного камня,23.70.3,2022,5.1602
Производство гранул и порошков из природного камня,23.70.3,2023,5.735
Производство гранул и порошков из природного камня,23.70.3,2024,15.531
"Производство прочей неметаллической минеральной продукции, не включенной в другие группировки",23.9,2018,464.6207
"Производство прочей неметаллической минеральной продукции, не включенной в другие группировки",23.9,2019,400.8576
"Производство абразивных и неметаллических минеральных изделий, не включенных в другие группировки",23.9,2021,986.6066
"Производство абразивных и неметаллических минеральных изделий, не включенных в другие группировки",23.9,2022,724.5183000000001
"Производство абразивных и неметаллических минеральных изделий, не включенных в другие группировки",23.9,2023,1052.4746
"Производство абразивных и неметаллических минеральных изделий, не включенных в другие группировки",23.9,2024,1268.4178
"Производство обработанных асбестовых волокон, смесей на основе асбеста и изделий из них",23.91,2018,11.1187
"Производство обработанных асбестовых волокон, смесей на основе асбеста и изделий из них",23.91,2019,6.2685
Производство абразивных изделий,23.91,2021,38.7859
Производство абразивных изделий,23.91,2022,31.0313
Производство абразивных изделий,23.91,2023,32.1407
Производство абразивных изделий,23.91,2024,67.9302
"Производство прочей неметаллической минеральной продукции, не включенной в другие группировки",23.99,2021,947.8207
"Производство прочей неметаллической минеральной продукции, не включенной в другие группировки",23.99,2022,693.487
"Производство прочей неметаллической минеральной продукции, не включенной в другие группировки",23.99,2023,1020.3339
"Производство прочей неметаллической минеральной продукции, не включенной в другие группировки",23.99,2024,1200.4876000000002
Производство изделий из асфальта или аналогичных материалов,23.99.1,2018,53.2222
Производство изделий из асфальта или аналогичных материалов,23.99.1,2019,55.0169
"Производство обработанных хризотиловых волокон, смесей на основе хризотила и изделий из них",23.99.1,2021,27.5801
"Производство обработанных хризотиловых волокон, смесей на основе хризотила и изделий из них",23.99.1,2022,29.9363
"Производство обработанных хризотиловых волокон, смесей на основе хризотила и изделий из них",23.99.1,2023,36.238800000000005
"Производство битуминозных смесей на основе природного асфальта или битума, нефтяного битума, минеральных смол или их пеков",23.99.11,2018,29.8004
"Производство битуминозных смесей на основе природного асфальта или битума, нефтяного битума, минеральных смол или их пеков",23.99.11,2019,30.3587
Производство изделий из асфальта или аналогичных материалов,23.99.2,2021,73.8131
Производство изделий из асфальта или аналогичных материалов,23.99.2,2022,76.6855
Производство изделий из асфальта или аналогичных материалов,23.99.2,2023,86.3929
Производство изделий из асфальта или аналогичных материалов,23.99.2,2024,21.8686
"Производство битуминозных смесей на основе природного асфальта или битума, нефтяного битума, минеральных смол или их пеков",23.99.3,2021,42.315
"Производство битуминозных смесей на основе природного асфальта или битума, нефтяного битума, минеральных смол или их пеков",23.99.3,2022,63.3113
"Производство битуминозных смесей на основе природного асфальта или битума, нефтяного битума, минеральных смол или их пеков",23.99.3,2023,65.387
"Производство битуминозных смесей на основе природного асфальта или битума, нефтяного битума, минеральных смол или их пеков",23.99.3,2024,19.7852
"Производство искусственного графита, коллоидного или полуколлоидного графита, продуктов на основе графита или прочих форм углерода в виде полуфабрикатов",23.99.4,2021,104.9547
"Производство искусственного графита, коллоидного или полуколлоидного графита, продуктов на основе графита или прочих форм углерода в виде полуфабрикатов",23.99.4,2022,88.2324
"Производство искусственного графита, коллоидного или полуколлоидного графита, продуктов на основе графита или прочих форм углерода в виде полуфабрикатов",23.99.4,2023,102.1692
Производство искусственного корунда,23.99.5,2021,42.2766
Производство искусственного корунда,23.99.5,2022,67.7685
Производство искусственного корунда,23.99.5,2023,74.28880000000001
Производство минеральных тепло- и звукоизоляционных материалов и изделий,23.99.6,2021,462.2117
Производство минеральных тепло- и звукоизоляционных материалов и изделий,23.99.6,2022,364.6516
Производство минеральных тепло- и звукоизоляционных материалов и изделий,23.99.6,2023,654.7274
Производство минеральных тепло- и звукоизоляционных материалов и изделий,23.99.6,2024,212.4996
Производство минеральных теплоизоляционных материалов и изделий,23.99.61,2021,424.7355
Производство минеральных теплоизоляционных материалов и изделий,23.99.61,2022,350.4566
Производство минеральных теплоизоляционных материалов и изделий,23.99.61,2023,620.0889
Производство минеральных теплоизоляционных материалов и изделий,23.99.61,2024,36.0257
  Металлургическое производство и производство готовых металлических изделий,24,2016,12841.2289
Производство металлургическое,24,2017,13786.4131
Производство металлургическое,24,2018,17182.7294
Производство металлургическое,24,2019,23405.1518
Производство металлургическое,24,2021,29818.6604
