sector,okved2,year,AIusage_s
"Торговля оптовая книгами, газетами и журналами, писчебумажными и канцелярскими товарами",46.49.3,2024.0,1.0
"Торговля оптовая книгами, газетами и журналами, писчебумажными и канцелярскими товарами",46.49.3,2025.0,2.0
Торговля оптовая газетами и журналами,46.49.32,2022.0,1.0
Торговля оптовая газетами и журналами,46.49.32,2023.0,1.0
Торговля оптовая писчебумажными и канцелярскими товарами,46.49.33,2021.0,3.0
Торговля оптовая писчебумажными и канцелярскими товарами,46.49.33,2022.0,10.0
Торговля оптовая писчебумажными и канцелярскими товарами,46.49.33,2023.0,8.0
Торговля оптовая писчебумажными и канцелярскими товарами,46.49.33,2024.0,1.0
Торговля оптовая писчебумажными и канцелярскими товарами,46.49.33,2025.0,1.0
Торговля оптовая прочими потребительскими товарами,46.49.4,2021.0,14.0
Торговля оптовая прочими потребительскими товарами,46.49.4,2022.0,22.0
Торговля оптовая прочими потребительскими товарами,46.49.4,2023.0,16.0
Торговля оптовая прочими потребительскими товарами,46.49.4,2024.0,9.0
Торговля оптовая прочими потребительскими товарами,46.49.4,2025.0,20.0
Торговля оптовая музыкальными инструментами и нотными изданиями,46.49.41,2024.0,1.0
Торговля оптовая играми и игрушками,46.49.42,2021.0,2.0
Торговля оптовая играми и игрушками,46.49.42,2022.0,5.0
Торговля оптовая играми и игрушками,46.49.42,2023.0,2.0
Торговля оптовая играми и игрушками,46.49.42,2025.0,2.0
"Торговля оптовая спортивными товарами, включая велосипеды",46.49.43,2021.0,3.0
"Торговля оптовая спортивными товарами, включая велосипеды",46.49.43,2022.0,3.0
"Торговля оптовая прочими потребительскими товарами, не включенными в другие группировки",46.49.49,2021.0,9.0
"Торговля оптовая прочими потребительскими товарами, не включенными в другие группировки",46.49.49,2022.0,14.0
"Торговля оптовая прочими потребительскими товарами, не включенными в другие группировки",46.49.49,2023.0,13.0
"Торговля оптовая прочими потребительскими товарами, не включенными в другие группировки",46.49.49,2024.0,8.0
"Торговля оптовая прочими потребительскими товарами, не включенными в другие группировки",46.49.49,2025.0,18.0
Торговля оптовая информационным и коммуникационным оборудованием,46.5,2021.0,20.0
Торговля оптовая информационным и коммуникационным оборудованием,46.5,2022.0,32.0
Торговля оптовая информационным и коммуникационным оборудованием,46.5,2023.0,19.0
Торговля оптовая информационным и коммуникационным оборудованием,46.5,2024.0,17.0
Торговля оптовая информационным и коммуникационным оборудованием,46.5,2025.0,19.0
"Торговля оптовая компьютерами, периферийными устройствами к компьютерам и программным обеспечением",46.51,2021.0,12.0
"Торговля оптовая компьютерами, периферийными устройствами к компьютерам и программным обеспечением",46.51,2022.0,26.0
"Торговля оптовая компьютерами, периферийными устройствами к компьютерам и программным обеспечением",46.51,2023.0,11.0
"Торговля оптовая компьютерами, периферийными устройствами к компьютерам и программным обеспечением",46.51,2024.0,9.0
"Торговля оптовая компьютерами, периферийными устройствами к компьютерам и программным обеспечением",46.51,2025.0,11.0
Торговля оптовая компьютерами и периферийными устройствами,46.51.1,2021.0,6.0
Торговля оптовая компьютерами и периферийными устройствами,46.51.1,2022.0,8.0
Торговля оптовая компьютерами и периферийными устройствами,46.51.1,2023.0,5.0
Торговля оптовая компьютерами и периферийными устройствами,46.51.1,2024.0,5.0
Торговля оптовая компьютерами и периферийными устройствами,46.51.1,2025.0,6.0
Торговля оптовая программным обеспечением,46.51.2,2021.0,1.0
Торговля оптовая программным обеспечением,46.51.2,2022.0,4.0
Торговля оптовая программным обеспечением,46.51.2,2023.0,2.0
Торговля оптовая программным обеспечением,46.51.2,2025.0,1.0
Торговля оптовая электронным и телекоммуникационным оборудованием и его запасными частями,46.52,2021.0,8.0
Торговля оптовая электронным и телекоммуникационным оборудованием и его запасными частями,46.52,2022.0,6.0
Торговля оптовая электронным и телекоммуникационным оборудованием и его запасными частями,46.52,2023.0,8.0
Торговля оптовая электронным и телекоммуникационным оборудованием и его запасными частями,46.52,2024.0,8.0
Торговля оптовая электронным и телекоммуникационным оборудованием и его запасными частями,46.52,2025.0,8.0
Торговля оптовая телекоммуникационным оборудованием и его запасными частями,46.52.1,2021.0,1.0
Торговля оптовая телекоммуникационным оборудованием и его запасными частями,46.52.1,2022.0,1.0
Торговля оптовая телекоммуникационным оборудованием и его запасными частями,46.52.1,2023.0,1.0
Торговля оптовая телекоммуникационным оборудованием и его запасными частями,46.52.1,2024.0,1.0
Торговля оптовая телекоммуникационным оборудованием и его запасными частями,46.52.1,2025.0,1.0
Торговля оптовая электронным оборудованием и его запасными частями,46.52.2,2021.0,2.0
Торговля оптовая электронным оборудованием и его запасными частями,46.52.2,2022.0,2.0
Торговля оптовая электронным оборудованием и его запасными частями,46.52.2,2023.0,2.0
Торговля оптовая электронным оборудованием и его запасными частями,46.52.2,2024.0,2.0
Торговля оптовая электронным оборудованием и его запасными частями,46.52.2,2025.0,3.0
"Торговля оптовая аудио- и видеомагнитными лентами и дискетами, магнитными и оптическими дисками, компакт-дисками (CD), цифровыми видеодисками (DVD) и прочими техническими носителями информации без записей",46.52.3,2021.0,1.0
"Торговля оптовая аудио- и видеомагнитными лентами и дискетами, магнитными и оптическими дисками, компакт-дисками (CD), цифровыми видеодисками (DVD) и прочими техническими носителями информации без записей",46.52.3,2022.0,1.0
"Торговля оптовая аудио- и видеомагнитными лентами и дискетами, магнитными и оптическими дисками, компакт-дисками (CD), цифровыми видеодисками (DVD) и прочими техническими носителями информации без записей",46.52.3,2023.0,1.0
"Торговля оптовая аудио- и видеомагнитными лентами и дискетами, магнитными и оптическими дисками, компакт-дисками (CD), цифровыми видеодисками (DVD) и прочими техническими носителями информации без записей",46.52.3,2024.0,2.0
"Торговля оптовая аудио- и видеомагнитными лентами и дискетами, магнитными и оптическими дисками, компакт-дисками (CD), цифровыми видеодисками (DVD) и прочими техническими носителями информации без записей",46.52.3,2025.0,1.0
"Торговля оптовая прочими машинами, оборудованием и принадлежностями",46.6,2021.0,100.0
"Торговля оптовая прочими машинами, оборудованием и принадлежностями",46.6,2022.0,219.0
"Торговля оптовая прочими машинами, оборудованием и принадлежностями",46.6,2023.0,88.0
"Торговля оптовая прочими машинами, оборудованием и принадлежностями",46.6,2024.0,87.0
"Торговля оптовая прочими машинами, оборудованием и принадлежностями",46.6,2025.0,108.0
"Торговля оптовая машинами, оборудованием и инструментами для сельского хозяйства",46.61,2021.0,29.0
"Торговля оптовая машинами, оборудованием и инструментами для сельского хозяйства",46.61,2022.0,57.0
"Торговля оптовая машинами, оборудованием и инструментами для сельского хозяйства",46.61,2023.0,11.0
"Торговля оптовая машинами, оборудованием и инструментами для сельского хозяйства",46.61,2024.0,8.0
"Торговля оптовая машинами, оборудованием и инструментами для сельского хозяйства",46.61,2025.0,9.0
"Торговля оптовая сельскохозяйственными и лесохозяйственными машинами, оборудованием и инструментами, включая тракторы",46.61.1,2021.0,16.0
"Торговля оптовая сельскохозяйственными и лесохозяйственными машинами, оборудованием и инструментами, включая тракторы",46.61.1,2022.0,38.0
"Торговля оптовая сельскохозяйственными и лесохозяйственными машинами, оборудованием и инструментами, включая тракторы",46.61.1,2023.0,8.0
"Торговля оптовая сельскохозяйственными и лесохозяйственными машинами, оборудованием и инструментами, включая тракторы",46.61.1,2024.0,4.0
"Торговля оптовая сельскохозяйственными и лесохозяйственными машинами, оборудованием и инструментами, включая тракторы",46.61.1,2025.0,7.0
Торговля оптовая садово-огородной техникой и инвентарем,46.61.2,2021.0,1.0
Торговля оптовая станками,46.62,2021.0,6.0
Торговля оптовая станками,46.62,2022.0,7.0
Торговля оптовая станками,46.62,2023.0,4.0
Торговля оптовая станками,46.62,2024.0,3.0
Торговля оптовая станками,46.62,2025.0,4.0
Торговля оптовая деревообрабатывающими станками,46.62.1,2021.0,2.0
Торговля оптовая деревообрабатывающими станками,46.62.1,2022.0,4.0
Торговля оптовая деревообрабатывающими станками,46.62.1,2023.0,1.0
Торговля оптовая металлообрабатывающими станками,46.62.2,2021.0,1.0
Торговля оптовая металлообрабатывающими станками,46.62.2,2022.0,1.0
Торговля оптовая металлообрабатывающими станками,46.62.2,2023.0,1.0
Торговля оптовая металлообрабатывающими станками,46.62.2,2024.0,1.0
Торговля оптовая металлообрабатывающими станками,46.62.2,2025.0,2.0
Торговля оптовая машинами и оборудованием для добычи полезных ископаемых и строительства,46.63,2021.0,19.0
Торговля оптовая машинами и оборудованием для добычи полезных ископаемых и строительства,46.63,2022.0,12.0
Торговля оптовая машинами и оборудованием для добычи полезных ископаемых и строительства,46.63,2023.0,4.0
Торговля оптовая машинами и оборудованием для добычи полезных ископаемых и строительства,46.63,2024.0,1.0
Торговля оптовая машинами и оборудованием для добычи полезных ископаемых и строительства,46.63,2025.0,2.0
"Торговля оптовая машинами и оборудованием для текстильного, швейного и трикотажного производств",46.64,2022.0,1.0
"Торговля оптовая машинами и оборудованием для текстильного, швейного и трикотажного производств",46.64,2023.0,1.0
Торговля оптовая офисной мебелью,46.65,2021.0,1.0
Торговля оптовая офисной мебелью,46.65,2022.0,1.0
Торговля оптовая офисной мебелью,46.65,2023.0,1.0
Торговля оптовая офисной мебелью,46.65,2025.0,1.0
Торговля оптовая прочей офисной техникой и оборудованием,46.66,2021.0,2.0
Торговля оптовая прочей офисной техникой и оборудованием,46.66,2022.0,4.0
Торговля оптовая прочей офисной техникой и оборудованием,46.66,2023.0,8.0
Торговля оптовая прочей офисной техникой и оборудованием,46.66,2024.0,8.0
Торговля оптовая прочей офисной техникой и оборудованием,46.66,2025.0,6.0
Торговля оптовая прочими машинами и оборудованием,46.69,2021.0,43.0
Торговля оптовая прочими машинами и оборудованием,46.69,2022.0,137.0
Торговля оптовая прочими машинами и оборудованием,46.69,2023.0,59.0
Торговля оптовая прочими машинами и оборудованием,46.69,2024.0,67.0
Торговля оптовая прочими машинами и оборудованием,46.69,2025.0,86.0
"Торговля оптовая транспортными средствами, кроме автомобилей, мотоциклов и велосипедов",46.69.1,2022.0,4.0
"Торговля оптовая транспортными средствами, кроме автомобилей, мотоциклов и велосипедов",46.69.1,2024.0,5.0
"Торговля оптовая транспортными средствами, кроме автомобилей, мотоциклов и велосипедов",46.69.1,2025.0,1.0
Торговля оптовая эксплуатационными материалами и принадлежностями машин,46.69.2,2021.0,3.0
Торговля оптовая эксплуатационными материалами и принадлежностями машин,46.69.2,2022.0,6.0
Торговля оптовая эксплуатационными материалами и принадлежностями машин,46.69.2,2024.0,6.0
Торговля оптовая эксплуатационными материалами и принадлежностями машин,46.69.2,2025.0,7.0
Торговля оптовая подъемно-транспортными машинами и оборудованием,46.69.3,2021.0,3.0
Торговля оптовая подъемно-транспортными машинами и оборудованием,46.69.3,2022.0,7.0
Торговля оптовая подъемно-транспортными машинами и оборудованием,46.69.3,2023.0,1.0
Торговля оптовая подъемно-транспортными машинами и оборудованием,46.69.3,2024.0,2.0
Торговля оптовая подъемно-транспортными машинами и оборудованием,46.69.3,2025.0,5.0
"Торговля оптовая машинами и оборудованием для производства пищевых продуктов, напитков и табачных изделий",46.69.4,2022.0,4.0
"Торговля оптовая машинами и оборудованием для производства пищевых продуктов, напитков и табачных изделий",46.69.4,2023.0,7.0
"Торговля оптовая машинами и оборудованием для производства пищевых продуктов, напитков и табачных изделий",46.69.4,2024.0,2.0
"Торговля оптовая машинами и оборудованием для производства пищевых продуктов, напитков и табачных изделий",46.69.4,2025.0,6.0
"Торговля оптовая производственным электротехническим оборудованием, машинами, аппаратурой и материалами",46.69.5,2021.0,13.0
"Торговля оптовая производственным электротехническим оборудованием, машинами, аппаратурой и материалами",46.69.5,2022.0,65.0
"Торговля оптовая производственным электротехническим оборудованием, машинами, аппаратурой и материалами",46.69.5,2023.0,28.0
"Торговля оптовая производственным электротехническим оборудованием, машинами, аппаратурой и материалами",46.69.5,2024.0,26.0
"Торговля оптовая производственным электротехническим оборудованием, машинами, аппаратурой и материалами",46.69.5,2025.0,36.0
"Торговля оптовая техникой, оборудованием и инструментами, применяемыми в медицинских целях",46.69.8,2021.0,2.0
"Торговля оптовая техникой, оборудованием и инструментами, применяемыми в медицинских целях",46.69.8,2022.0,5.0
"Торговля оптовая техникой, оборудованием и инструментами, применяемыми в медицинских целях",46.69.8,2024.0,2.0
"Торговля оптовая техникой, оборудованием и инструментами, применяемыми в медицинских целях",46.69.8,2025.0,1.0
"Торговля оптовая прочими машинами, приборами, аппаратурой и оборудованием общепромышленного и специального назначения",46.69.9,2021.0,16.0
"Торговля оптовая прочими машинами, приборами, аппаратурой и оборудованием общепромышленного и специального назначения",46.69.9,2022.0,28.0
"Торговля оптовая прочими машинами, приборами, аппаратурой и оборудованием общепромышленного и специального назначения",46.69.9,2023.0,14.0
"Торговля оптовая прочими машинами, приборами, аппаратурой и оборудованием общепромышленного и специального назначения",46.69.9,2024.0,14.0
"Торговля оптовая прочими машинами, приборами, аппаратурой и оборудованием общепромышленного и специального назначения",46.69.9,2025.0,22.0
Торговля оптовая специализированная прочая,46.7,2021.0,114.0
Торговля оптовая специализированная прочая,46.7,2022.0,271.0
Торговля оптовая специализированная прочая,46.7,2023.0,168.0
Торговля оптовая специализированная прочая,46.7,2024.0,204.0
Торговля оптовая специализированная прочая,46.7,2025.0,208.0
"Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами",46.71,2021.0,31.0
"Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами",46.71,2022.0,62.0
"Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами",46.71,2023.0,35.0
"Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами",46.71,2024.0,59.0
"Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами",46.71,2025.0,53.0
Торговля оптовая твердым топливом,46.71.1,2021.0,2.0
Торговля оптовая твердым топливом,46.71.1,2022.0,5.0
Торговля оптовая твердым топливом,46.71.1,2023.0,3.0
Торговля оптовая твердым топливом,46.71.1,2024.0,3.0
Торговля оптовая твердым топливом,46.71.1,2025.0,2.0
"Торговля оптовая моторным топливом, включая авиационный бензин",46.71.2,2021.0,15.0
"Торговля оптовая моторным топливом, включая авиационный бензин",46.71.2,2022.0,21.0
"Торговля оптовая моторным топливом, включая авиационный бензин",46.71.2,2023.0,14.0
"Торговля оптовая моторным топливом, включая авиационный бензин",46.71.2,2024.0,20.0
"Торговля оптовая моторным топливом, включая авиационный бензин",46.71.2,2025.0,11.0
Торговля оптовая нефтью,46.71.3,2021.0,1.0
Торговля оптовая нефтью,46.71.3,2022.0,1.0
Торговля оптовая нефтью,46.71.3,2023.0,2.0
Торговля оптовая нефтью,46.71.3,2024.0,3.0
Торговля оптовая нефтью,46.71.3,2025.0,4.0
Торговля оптовая природным (естественным) газом,46.71.4,2021.0,1.0
Торговля оптовая природным (естественным) газом,46.71.4,2022.0,2.0
Торговля оптовая природным (естественным) газом,46.71.4,2024.0,3.0
Торговля оптовая природным (естественным) газом,46.71.4,2025.0,1.0
Торговля оптовая сжиженными углеводородными газами,46.71.5,2024.0,1.0
Торговля оптовая сжиженными углеводородными газами,46.71.5,2025.0,1.0
Торговля оптовая прочим топливом и подобными продуктами,46.71.9,2021.0,2.0
Торговля оптовая прочим топливом и подобными продуктами,46.71.9,2022.0,6.0
Торговля оптовая прочим топливом и подобными продуктами,46.71.9,2023.0,8.0
Торговля оптовая прочим топливом и подобными продуктами,46.71.9,2024.0,21.0
Торговля оптовая прочим топливом и подобными продуктами,46.71.9,2025.0,24.0
Торговля оптовая металлами и металлическими рудами,46.72,2021.0,16.0
Торговля оптовая металлами и металлическими рудами,46.72,2022.0,40.0
Торговля оптовая металлами и металлическими рудами,46.72,2023.0,39.0
Торговля оптовая металлами и металлическими рудами,46.72,2024.0,47.0
Торговля оптовая металлами и металлическими рудами,46.72,2025.0,44.0
Торговля оптовая металлическими рудами,46.72.1,2021.0,3.0
Торговля оптовая металлическими рудами,46.72.1,2022.0,8.0
Торговля оптовая металлическими рудами,46.72.1,2024.0,2.0
Торговля оптовая металлами в первичных формах,46.72.2,2021.0,8.0
Торговля оптовая металлами в первичных формах,46.72.2,2022.0,17.0
Торговля оптовая металлами в первичных формах,46.72.2,2023.0,30.0
Торговля оптовая металлами в первичных формах,46.72.2,2024.0,35.0
Торговля оптовая металлами в первичных формах,46.72.2,2025.0,35.0
Торговля оптовая черными металлами в первичных формах,46.72.21,2021.0,7.0
Торговля оптовая черными металлами в первичных формах,46.72.21,2022.0,8.0
Торговля оптовая черными металлами в первичных формах,46.72.21,2023.0,27.0
Торговля оптовая черными металлами в первичных формах,46.72.21,2024.0,32.0
Торговля оптовая черными металлами в первичных формах,46.72.21,2025.0,33.0
"Торговля оптовая цветными металлами в первичных формах, кроме драгоценных",46.72.22,2022.0,1.0
"Торговля оптовая цветными металлами в первичных формах, кроме драгоценных",46.72.22,2023.0,1.0
Торговля оптовая золотом и другими драгоценными металлами,46.72.23,2023.0,2.0
Торговля оптовая золотом и другими драгоценными металлами,46.72.23,2024.0,3.0
Торговля оптовая золотом и другими драгоценными металлами,46.72.23,2025.0,2.0
"Торговля оптовая лесоматериалами, строительными материалами и санитарно-техническим оборудованием",46.73,2021.0,31.0
"Торговля оптовая лесоматериалами, строительными материалами и санитарно-техническим оборудованием",46.73,2022.0,83.0
"Торговля оптовая лесоматериалами, строительными материалами и санитарно-техническим оборудованием",46.73,2023.0,48.0
"Торговля оптовая лесоматериалами, строительными материалами и санитарно-техническим оборудованием",46.73,2024.0,39.0
"Торговля оптовая лесоматериалами, строительными материалами и санитарно-техническим оборудованием",46.73,2025.0,40.0
Торговля оптовая древесным сырьем и необработанными лесоматериалами,46.73.1,2021.0,1.0
Торговля оптовая древесным сырьем и необработанными лесоматериалами,46.73.1,2022.0,3.0
Торговля оптовая древесным сырьем и необработанными лесоматериалами,46.73.1,2023.0,1.0
Торговля оптовая древесным сырьем и необработанными лесоматериалами,46.73.1,2024.0,1.0
Торговля оптовая древесным сырьем и необработанными лесоматериалами,46.73.1,2025.0,2.0
Торговля оптовая пиломатериалами,46.73.2,2021.0,2.0
Торговля оптовая пиломатериалами,46.73.2,2022.0,1.0
Торговля оптовая пиломатериалами,46.73.2,2023.0,1.0
Торговля оптовая пиломатериалами,46.73.2,2024.0,1.0
Торговля оптовая санитарно-техническим оборудованием,46.73.3,2021.0,1.0
Торговля оптовая санитарно-техническим оборудованием,46.73.3,2022.0,5.0
Торговля оптовая санитарно-техническим оборудованием,46.73.3,2023.0,8.0
Торговля оптовая санитарно-техническим оборудованием,46.73.3,2024.0,3.0
Торговля оптовая санитарно-техническим оборудованием,46.73.3,2025.0,7.0
Торговля оптовая лакокрасочными материалами,46.73.4,2021.0,3.0
Торговля оптовая лакокрасочными материалами,46.73.4,2022.0,6.0
Торговля оптовая лакокрасочными материалами,46.73.4,2023.0,1.0
Торговля оптовая лакокрасочными материалами,46.73.4,2024.0,2.0
Торговля оптовая лакокрасочными материалами,46.73.4,2025.0,2.0
Торговля оптовая листовым стеклом,46.73.5,2023.0,1.0
Торговля оптовая прочими строительными материалами и изделиями,46.73.6,2021.0,7.0
Торговля оптовая прочими строительными материалами и изделиями,46.73.6,2022.0,44.0
Торговля оптовая прочими строительными материалами и изделиями,46.73.6,2023.0,16.0
Торговля оптовая прочими строительными материалами и изделиями,46.73.6,2024.0,10.0
Торговля оптовая прочими строительными материалами и изделиями,46.73.6,2025.0,17.0
Торговля оптовая обоями,46.73.7,2021.0,4.0
Торговля оптовая обоями,46.73.7,2022.0,5.0
Торговля оптовая обоями,46.73.7,2023.0,2.0
Торговля оптовая обоями,46.73.7,2024.0,1.0
Торговля оптовая обоями,46.73.7,2025.0,1.0
Торговля оптовая напольными покрытиями (кроме ковров),46.73.8,2024.0,4.0
Торговля оптовая напольными покрытиями (кроме ковров),46.73.8,2025.0,1.0
"Торговля оптовая скобяными изделиями, водопроводным и отопительным оборудованием и принадлежностями",46.74,2021.0,8.0
"Торговля оптовая скобяными изделиями, водопроводным и отопительным оборудованием и принадлежностями",46.74,2022.0,42.0
"Торговля оптовая скобяными изделиями, водопроводным и отопительным оборудованием и принадлежностями",46.74,2023.0,21.0
"Торговля оптовая скобяными изделиями, водопроводным и отопительным оборудованием и принадлежностями",46.74,2024.0,32.0
"Торговля оптовая скобяными изделиями, водопроводным и отопительным оборудованием и принадлежностями",46.74,2025.0,38.0
Торговля оптовая скобяными изделиями,46.74.1,2022.0,10.0
Торговля оптовая скобяными изделиями,46.74.1,2023.0,5.0
Торговля оптовая скобяными изделиями,46.74.1,2024.0,1.0
Торговля оптовая скобяными изделиями,46.74.1,2025.0,1.0
Торговля оптовая водопроводным и отопительным оборудованием и санитарно-технической арматурой,46.74.2,2021.0,2.0
Торговля оптовая водопроводным и отопительным оборудованием и санитарно-технической арматурой,46.74.2,2022.0,22.0
Торговля оптовая водопроводным и отопительным оборудованием и санитарно-технической арматурой,46.74.2,2023.0,6.0
Торговля оптовая водопроводным и отопительным оборудованием и санитарно-технической арматурой,46.74.2,2024.0,27.0
Торговля оптовая водопроводным и отопительным оборудованием и санитарно-технической арматурой,46.74.2,2025.0,27.0
Торговля оптовая ручными инструментами,46.74.3,2021.0,3.0
Торговля оптовая ручными инструментами,46.74.3,2022.0,4.0
Торговля оптовая ручными инструментами,46.74.3,2023.0,1.0
Торговля оптовая ручными инструментами,46.74.3,2024.0,1.0
Торговля оптовая ручными инструментами,46.74.3,2025.0,4.0
Торговля оптовая химическими продуктами,46.75,2021.0,17.0
Торговля оптовая химическими продуктами,46.75,2022.0,27.0
Торговля оптовая химическими продуктами,46.75,2023.0,10.0
Торговля оптовая химическими продуктами,46.75,2024.0,22.0
Торговля оптовая химическими продуктами,46.75,2025.0,25.0
Торговля оптовая удобрениями и агрохимическими продуктами,46.75.1,2021.0,5.0
Торговля оптовая удобрениями и агрохимическими продуктами,46.75.1,2022.0,9.0
Торговля оптовая удобрениями и агрохимическими продуктами,46.75.1,2023.0,4.0
Торговля оптовая удобрениями и агрохимическими продуктами,46.75.1,2024.0,10.0
Торговля оптовая удобрениями и агрохимическими продуктами,46.75.1,2025.0,11.0
Торговля оптовая промышленными химикатами,46.75.2,2021.0,11.0
Торговля оптовая промышленными химикатами,46.75.2,2022.0,16.0
Торговля оптовая промышленными химикатами,46.75.2,2023.0,6.0
Торговля оптовая промышленными химикатами,46.75.2,2024.0,11.0
Торговля оптовая промышленными химикатами,46.75.2,2025.0,13.0
Торговля оптовая прочими промежуточными продуктами,46.76,2021.0,2.0
Торговля оптовая прочими промежуточными продуктами,46.76,2022.0,11.0
Торговля оптовая прочими промежуточными продуктами,46.76,2023.0,4.0
Торговля оптовая прочими промежуточными продуктами,46.76,2024.0,4.0
Торговля оптовая прочими промежуточными продуктами,46.76,2025.0,5.0
Торговля оптовая бумагой и картоном,46.76.1,2021.0,1.0
Торговля оптовая бумагой и картоном,46.76.1,2022.0,2.0
Торговля оптовая бумагой и картоном,46.76.1,2023.0,1.0
Торговля оптовая бумагой и картоном,46.76.1,2024.0,1.0
Торговля оптовая текстильными волокнами,46.76.2,2022.0,1.0
Торговля оптовая пластмассами и резиной в первичных формах,46.76.3,2021.0,1.0
Торговля оптовая пластмассами и резиной в первичных формах,46.76.3,2022.0,3.0
Торговля оптовая пластмассами и резиной в первичных формах,46.76.3,2023.0,2.0
Торговля оптовая пластмассами и резиной в первичных формах,46.76.3,2024.0,1.0
Торговля оптовая пластмассами и резиной в первичных формах,46.76.3,2025.0,1.0
Торговля оптовая драгоценными камнями,46.76.4,2022.0,1.0
Торговля оптовая драгоценными камнями,46.76.4,2024.0,1.0
Торговля оптовая драгоценными камнями,46.76.4,2025.0,2.0
Торговля оптовая отходами и ломом,46.77,2021.0,9.0
Торговля оптовая отходами и ломом,46.77,2022.0,6.0
Торговля оптовая отходами и ломом,46.77,2023.0,11.0
Торговля оптовая отходами и ломом,46.77,2024.0,1.0
Торговля оптовая отходами и ломом,46.77,2025.0,3.0
Торговля оптовая неспециализированная,46.90,2021.0,87.0
Торговля оптовая неспециализированная,46.90,2022.0,94.0
Торговля оптовая неспециализированная,46.90,2023.0,76.0
Торговля оптовая неспециализированная,46.90,2024.0,64.0
Торговля оптовая неспециализированная,46.90,2025.0,73.0
"Торговля розничная, кроме торговли автотранспортными средствами и мотоциклами",47,2021.0,6790.0
"Торговля розничная, кроме торговли автотранспортными средствами и мотоциклами",47,2022.0,6796.0
"Торговля розничная, кроме торговли автотранспортными средствами и мотоциклами",47,2023.0,5784.0
"Торговля розничная, кроме торговли автотранспортными средствами и мотоциклами",47,2024.0,5771.0
"Торговля розничная, кроме торговли автотранспортными средствами и мотоциклами",47,2025.0,6176.0
Торговля розничная в неспециализированных магазинах,47.1,2021.0,4404.0
Торговля розничная в неспециализированных магазинах,47.1,2022.0,4499.0
Торговля розничная в неспециализированных магазинах,47.1,2023.0,4139.0
Торговля розничная в неспециализированных магазинах,47.1,2024.0,5439.0
Торговля розничная в неспециализированных магазинах,47.1,2025.0,5789.0
"Торговля розничная преимущественно пищевыми продуктами, включая напитки, и табачными изделиями в неспециализированных магазинах",47.11,2021.0,4320.0
"Торговля розничная преимущественно пищевыми продуктами, включая напитки, и табачными изделиями в неспециализированных магазинах",47.11,2022.0,4405.0
"Торговля розничная преимущественно пищевыми продуктами, включая напитки, и табачными изделиями в неспециализированных магазинах",47.11,2023.0,4081.0
"Торговля розничная преимущественно пищевыми продуктами, включая напитки, и табачными изделиями в неспециализированных магазинах",47.11,2024.0,4325.0
"Торговля розничная преимущественно пищевыми продуктами, включая напитки, и табачными изделиями в неспециализированных магазинах",47.11,2025.0,4572.0
"Торговля розничная незамороженными продуктами, включая напитки и табачные изделия, в неспециализированных магазинах",47.11.2,2021.0,579.0
