sector,okved2,year,skvozcosts_s
Торговля электроэнергией,35.14,2024,653.922
Производство и распределение газообразного топлива,35.2,2023,72.307
"Производство, передача и распределение пара и горячей воды; кондиционирование воздуха",35.3,2021,14.7297
"Производство, передача и распределение пара и горячей воды; кондиционирование воздуха",35.3,2022,13.0135
"Производство, передача и распределение пара и горячей воды; кондиционирование воздуха",35.3,2023,21.1277
"Производство, передача и распределение пара и горячей воды; кондиционирование воздуха",35.3,2024,18.3827
"Производство, передача и распределение пара и горячей воды; кондиционирование воздуха",35.30,2021,14.7297
"Производство, передача и распределение пара и горячей воды; кондиционирование воздуха",35.30,2022,13.0135
"Производство, передача и распределение пара и горячей воды; кондиционирование воздуха",35.30,2023,21.1277
"Производство, передача и распределение пара и горячей воды; кондиционирование воздуха",35.30,2024,18.3827
Производство пара и горячей воды (тепловой энергии),35.30.1,2021,3.7755
Производство пара и горячей воды (тепловой энергии),35.30.1,2022,12.9395
Производство пара и горячей воды (тепловой энергии),35.30.1,2023,17.4348
Производство пара и горячей воды (тепловой энергии),35.30.1,2024,18.3787
Производство пара и горячей воды (тепловой энергии) котельными,35.30.14,2021,3.7505
Производство пара и горячей воды (тепловой энергии) котельными,35.30.14,2022,12.9145
Производство пара и горячей воды (тепловой энергии) котельными,35.30.14,2023,16.7658
Производство пара и горячей воды (тепловой энергии) котельными,35.30.14,2024,18.3537
"Забор, очистка и распределение воды",36,2021,114.4851
"Забор, очистка и распределение воды",36,2022,91.5894
"Забор, очистка и распределение воды",36,2023,1.6169
"Забор, очистка и распределение воды",36,2024,10.1216
"Забор, очистка и распределение воды",36.0,2021,114.4851
"Забор, очистка и распределение воды",36.0,2022,91.5894
"Забор, очистка и распределение воды",36.0,2023,1.6169
"Забор, очистка и распределение воды",36.0,2024,10.1216
"Забор, очистка и распределение воды",36.00,2021,114.4851
"Забор, очистка и распределение воды",36.00,2022,91.5894
"Забор, очистка и распределение воды",36.00,2023,1.6169
"Забор, очистка и распределение воды",36.00,2024,10.1216
Забор и очистка воды для питьевых и промышленных нужд,36.00.1,2021,0.5381
Забор и очистка воды для питьевых и промышленных нужд,36.00.1,2022,0.6344
Забор и очистка воды для питьевых и промышленных нужд,36.00.1,2023,1.0904
Забор и очистка воды для питьевых и промышленных нужд,36.00.1,2024,0.5692
Распределение воды для питьевых и промышленных нужд,36.00.2,2021,113.9012
Распределение воды для питьевых и промышленных нужд,36.00.2,2022,90.954
Распределение воды для питьевых и промышленных нужд,36.00.2,2023,0.5265
Распределение воды для питьевых и промышленных нужд,36.00.2,2024,9.5264
Сбор и обработка сточных вод,37,2021,0.791
Сбор и обработка сточных вод,37,2022,3.044
Сбор и обработка сточных вод,37.0,2021,0.791
Сбор и обработка сточных вод,37.0,2022,3.044
Сбор и обработка сточных вод,37.00,2021,0.791
Сбор и обработка сточных вод,37.00,2022,3.044
"Сбор, обработка и утилизация отходов; обработка вторичного сырья",38,2021,2.4713000000000003
"Сбор, обработка и утилизация отходов; обработка вторичного сырья",38,2022,2.3732
"Сбор, обработка и утилизация отходов; обработка вторичного сырья",38,2023,4.095
"Сбор, обработка и утилизация отходов; обработка вторичного сырья",38,2024,6.5184
Сбор отходов,38.1,2021,1.2081
Сбор отходов,38.1,2022,0.5696
Сбор отходов,38.1,2024,5.4754
Сбор неопасных отходов,38.11,2021,1.2081
Сбор неопасных отходов,38.11,2022,0.5336000000000001
Обработка и утилизация отходов,38.2,2022,0.9041
Обработка и утилизация отходов,38.2,2023,1.926
Обработка и утилизация отходов,38.2,2024,0.908
Обработка и утилизация опасных отходов,38.22,2023,1.911
Обработка и утилизация опасных отходов,38.22,2024,0.893
Деятельность по обработке вторичного сырья,38.3,2022,0.8995
Утилизация отсортированных материалов,38.32,2022,0.8995
Обработка отходов и лома черных металлов,38.32.3,2022,0.8995
Строительство зданий,41,2021,167.6631
Строительство зданий,41,2022,19.5628
Строительство зданий,41,2023,46.369
Строительство зданий,41,2024,20.1441
Строительство жилых и нежилых зданий,41.2,2021,167.6631
Строительство жилых и нежилых зданий,41.2,2022,19.5628
Строительство жилых и нежилых зданий,41.2,2023,46.369
Строительство жилых и нежилых зданий,41.2,2024,20.1441
Строительство жилых и нежилых зданий,41.20,2021,167.6631
Строительство жилых и нежилых зданий,41.20,2022,19.5628
Строительство жилых и нежилых зданий,41.20,2023,46.369
Строительство жилых и нежилых зданий,41.20,2024,20.1441
Строительство инженерных сооружений,42,2021,14.6534
Строительство инженерных сооружений,42,2022,11.834
Строительство инженерных сооружений,42,2023,144.7985
Строительство инженерных сооружений,42,2024,33.6266
Строительство автомобильных и железных дорог,42.1,2021,10.4872
Строительство автомобильных и железных дорог,42.1,2022,8.8548
Строительство автомобильных и железных дорог,42.1,2023,131.3821
Строительство автомобильных и железных дорог,42.1,2024,10.4743
Строительство автомобильных дорог и автомагистралей,42.11,2021,6.2463
Строительство автомобильных дорог и автомагистралей,42.11,2022,4.488899999999999
Строительство автомобильных дорог и автомагистралей,42.11,2023,7.9928
Строительство автомобильных дорог и автомагистралей,42.11,2024,10.2693
Строительство мостов и тоннелей,42.13,2021,4.0045
Строительство мостов и тоннелей,42.13,2022,4.003
Строительство мостов и тоннелей,42.13,2023,123.007
Строительство инженерных коммуникаций,42.2,2021,2.5392
Строительство инженерных коммуникаций,42.2,2023,12.2664
"Строительство инженерных коммуникаций для водоснабжения и водоотведения, газоснабжения",42.21,2021,2.5392
"Строительство инженерных коммуникаций для водоснабжения и водоотведения, газоснабжения",42.21,2023,12.2664
Строительство прочих инженерных сооружений,42.9,2021,1.627
Строительство прочих инженерных сооружений,42.9,2022,1.641
Строительство прочих инженерных сооружений,42.9,2024,1.5241
"Строительство прочих инженерных сооружений, не включенных в другие группировки",42.99,2021,1.627
"Строительство прочих инженерных сооружений, не включенных в другие группировки",42.99,2022,1.641
"Строительство прочих инженерных сооружений, не включенных в другие группировки",42.99,2024,1.5241
Работы строительные специализированные,43,2021,11.43
Работы строительные специализированные,43,2022,13.1773
Работы строительные специализированные,43,2023,24.6882
Работы строительные специализированные,43,2024,10.5416
"Разборка и снос зданий, подготовка строительного участка",43.1,2021,1.071
"Разборка и снос зданий, подготовка строительного участка",43.1,2022,3.8301
"Разборка и снос зданий, подготовка строительного участка",43.1,2023,16.9004
Подготовка строительной площадки,43.12,2021,1.061
"Производство электромонтажных, санитарно-технических и прочих строительно-монтажных работ",43.2,2021,7.0878000000000005
"Производство электромонтажных, санитарно-технических и прочих строительно-монтажных работ",43.2,2022,7.912
"Производство электромонтажных, санитарно-технических и прочих строительно-монтажных работ",43.2,2023,2.869
"Производство электромонтажных, санитарно-технических и прочих строительно-монтажных работ",43.2,2024,6.2184
Производство электромонтажных работ,43.21,2021,5.1753
Производство электромонтажных работ,43.21,2022,7.908
Производство электромонтажных работ,43.21,2023,2.865
Производство электромонтажных работ,43.21,2024,6.2184
Работы строительные специализированные прочие,43.9,2021,3.0122
Работы строительные специализированные прочие,43.9,2023,4.9188
Работы строительные специализированные прочие,43.9,2024,0.3312
"Работы строительные специализированные прочие, не включенные в другие группировки",43.99,2021,2.8526
"Работы строительные специализированные прочие, не включенные в другие группировки",43.99,2023,4.9188
"Работы строительные специализированные прочие, не включенные в другие группировки",43.99,2024,0.3312
"Работы строительные специализированные, не включенные в другие группировки",43.99.9,2023,4.185
Торговля оптовая и розничная автотранспортными средствами и мотоциклами и их ремонт,45,2021,109.469
Торговля оптовая и розничная автотранспортными средствами и мотоциклами и их ремонт,45,2022,173.1378
Торговля оптовая и розничная автотранспортными средствами и мотоциклами и их ремонт,45,2023,1820.4835
Торговля оптовая и розничная автотранспортными средствами и мотоциклами и их ремонт,45,2024,143.535
Торговля автотранспортными средствами,45.1,2021,106.8792
Торговля автотранспортными средствами,45.1,2022,114.5183
Торговля автотранспортными средствами,45.1,2023,1769.0907
Торговля автотранспортными средствами,45.1,2024,96.4918
Торговля легковыми автомобилями и грузовыми автомобилями малой грузоподъемности,45.11,2021,106.8792
Торговля легковыми автомобилями и грузовыми автомобилями малой грузоподъемности,45.11,2022,114.3688
Торговля легковыми автомобилями и грузовыми автомобилями малой грузоподъемности,45.11,2023,1769.0807
Торговля легковыми автомобилями и грузовыми автомобилями малой грузоподъемности,45.11,2024,93.421
Торговля оптовая легковыми автомобилями и легкими автотранспортными средствами,45.11.1,2023,9.75
Торговля оптовая легковыми автомобилями и легкими автотранспортными средствами,45.11.1,2024,93.233
Торговля розничная легковыми автомобилями и легкими автотранспортными средствами в специализированных магазинах,45.11.2,2021,45.9272
Торговля розничная легковыми автомобилями и легкими автотранспортными средствами в специализированных магазинах,45.11.2,2022,16.7415
Торговля розничная легковыми автомобилями и легкими автотранспортными средствами в специализированных магазинах,45.11.2,2023,1756.15
Торговля розничная легковыми автомобилями и легкими автотранспортными средствами в специализированных магазинах,45.11.2,2024,0.188
Техническое обслуживание и ремонт автотранспортных средств,45.2,2021,1.0778
Техническое обслуживание и ремонт автотранспортных средств,45.2,2022,7.2055
Техническое обслуживание и ремонт автотранспортных средств,45.2,2024,0.346
Техническое обслуживание и ремонт автотранспортных средств,45.20,2021,1.0778
Техническое обслуживание и ремонт автотранспортных средств,45.20,2022,7.2055
Техническое обслуживание и ремонт автотранспортных средств,45.20,2024,0.346
Техническое обслуживание и ремонт легковых автомобилей и легких грузовых автотранспортных средств,45.20.1,2022,6.0955
"Торговля автомобильными деталями, узлами и принадлежностями",45.3,2021,1.512
"Торговля автомобильными деталями, узлами и принадлежностями",45.3,2022,51.414
"Торговля автомобильными деталями, узлами и принадлежностями",45.3,2023,51.302800000000005
"Торговля автомобильными деталями, узлами и принадлежностями",45.3,2024,46.6972
"Торговля оптовая автомобильными деталями, узлами и принадлежностями",45.31,2021,1.512
"Торговля оптовая автомобильными деталями, узлами и принадлежностями",45.31,2022,51.414
"Торговля оптовая автомобильными деталями, узлами и принадлежностями",45.31,2023,50.1518
"Торговля оптовая автомобильными деталями, узлами и принадлежностями",45.31,2024,46.6962
"Торговля оптовая автомобильными деталями, узлами и принадлежностями, кроме деятельности агентов",45.31.1,2021,1.512
"Торговля оптовая автомобильными деталями, узлами и принадлежностями, кроме деятельности агентов",45.31.1,2022,51.364
"Торговля оптовая автомобильными деталями, узлами и принадлежностями, кроме деятельности агентов",45.31.1,2023,48.6067
"Торговля оптовая автомобильными деталями, узлами и принадлежностями, кроме деятельности агентов",45.31.1,2024,46.243300000000005
"Торговля оптовая, кроме оптовой торговли автотранспортными средствами и мотоциклами",46,2021,487.7477
"Торговля оптовая, кроме оптовой торговли автотранспортными средствами и мотоциклами",46,2022,423.4912
"Торговля оптовая, кроме оптовой торговли автотранспортными средствами и мотоциклами",46,2023,327.6564
"Торговля оптовая, кроме оптовой торговли автотранспортными средствами и мотоциклами",46,2024,397.4963
Торговля оптовая за вознаграждение или на договорной основе,46.1,2021,11.8804
Торговля оптовая за вознаграждение или на договорной основе,46.1,2022,7.061
Торговля оптовая за вознаграждение или на договорной основе,46.1,2023,4.5847
Торговля оптовая за вознаграждение или на договорной основе,46.1,2024,6.722
"Деятельность агентов, специализирующихся на оптовой торговле прочими отдельными видами товаров",46.18,2021,6.687399999999999
"Деятельность агентов, специализирующихся на оптовой торговле прочими отдельными видами товаров",46.18,2023,3.893
Торговля оптовая сельскохозяйственным сырьем и живыми животными,46.2,2021,2.313
Торговля оптовая сельскохозяйственным сырьем и живыми животными,46.2,2024,0.8152
"Торговля оптовая зерном, необработанным табаком, семенами и кормами для сельскохозяйственных животных",46.21,2021,2.313
"Торговля оптовая зерном, семенами и кормами для животных",46.21.1,2021,2.313
"Торговля оптовая пищевыми продуктами, напитками и табачными изделиями",46.3,2021,9.384799999999998
"Торговля оптовая пищевыми продуктами, напитками и табачными изделиями",46.3,2022,10.3333
"Торговля оптовая пищевыми продуктами, напитками и табачными изделиями",46.3,2023,197.557
"Торговля оптовая пищевыми продуктами, напитками и табачными изделиями",46.3,2024,236.5787
Торговля оптовая фруктами и овощами,46.31,2023,14.709
Торговля оптовая фруктами и овощами,46.31,2024,17.213
Торговля оптовая мясом и мясными продуктами,46.32,2021,4.5061
Торговля оптовая мясом и мясными продуктами,46.32,2022,0.1714
Торговля оптовая продуктами из мяса и мяса птицы,46.32.2,2021,4.502
"Торговля оптовая молочными продуктами, яйцами и пищевыми маслами и жирами",46.33,2021,0.9992
"Торговля оптовая молочными продуктами, яйцами и пищевыми маслами и жирами",46.33,2022,0.2906
"Торговля оптовая молочными продуктами, яйцами и пищевыми маслами и жирами",46.33,2023,0.6489
Торговля оптовая молочными продуктами,46.33.1,2021,0.343
Торговля оптовая молочными продуктами,46.33.1,2022,0.289
Торговля оптовая молочными продуктами,46.33.1,2023,0.497
Торговля оптовая напитками,46.34,2021,1.4348
Торговля оптовая напитками,46.34,2022,0.8663
Торговля оптовая напитками,46.34,2023,1.2519
Торговля оптовая напитками,46.34,2024,62.7687
"Торговля оптовая алкогольными напитками, включая пиво и пищевой этиловый спирт",46.34.2,2021,1.4188
"Торговля оптовая алкогольными напитками, включая пиво и пищевой этиловый спирт",46.34.2,2022,0.7463
"Торговля оптовая алкогольными напитками, включая пиво и пищевой этиловый спирт",46.34.2,2023,1.0159
"Торговля оптовая прочими пищевыми продуктами, включая рыбу, ракообразных и моллюсков",46.38,2021,2.3473
"Торговля оптовая прочими пищевыми продуктами, включая рыбу, ракообразных и моллюсков",46.38,2022,7.842
"Торговля оптовая прочими пищевыми продуктами, включая рыбу, ракообразных и моллюсков",46.38,2023,180.2699
"Торговля оптовая прочими пищевыми продуктами, включая рыбу, ракообразных и моллюсков",46.38,2024,19.012
"Торговля оптовая рыбой, ракообразными и моллюсками, консервами и пресервами из рыбы и морепродуктов",46.38.1,2022,7.842
"Торговля оптовая рыбой, ракообразными и моллюсками, консервами и пресервами из рыбы и морепродуктов",46.38.1,2024,18.912
Торговля оптовая непродовольственными потребительскими товарами,46.4,2021,75.00210000000001
Торговля оптовая непродовольственными потребительскими товарами,46.4,2022,85.8732
Торговля оптовая непродовольственными потребительскими товарами,46.4,2023,30.231900000000003
Торговля оптовая непродовольственными потребительскими товарами,46.4,2024,82.67869999999999
Торговля оптовая текстильными изделиями,46.41,2021,0.371
Торговля оптовая текстильными изделиями,46.41,2024,45.074
Торговля оптовая одеждой и обувью,46.42,2021,42.361
Торговля оптовая одеждой и обувью,46.42,2022,71.31
Торговля оптовая одеждой и обувью,46.42,2023,9.018
Торговля оптовая одеждой,46.42.1,2022,63.424
Торговля оптовая бытовыми электротоварами,46.43,2021,7.565300000000001
Торговля оптовая бытовыми электротоварами,46.43,2023,0.45
Торговля оптовая бытовыми электротоварами,46.43,2024,8.891
Торговля оптовая электрической бытовой техникой,46.43.1,2021,7.4153
Торговля оптовая изделиями из керамики и стекла и чистящими средствами,46.44,2023,0.2769
Торговля оптовая фармацевтической продукцией,46.46,2021,19.5745
Торговля оптовая фармацевтической продукцией,46.46,2022,11.7304
Торговля оптовая фармацевтической продукцией,46.46,2023,19.03
Торговля оптовая фармацевтической продукцией,46.46,2024,26.8792
Торговля оптовая фармацевтической продукцией,46.46.1,2021,18.7195
Торговля оптовая фармацевтической продукцией,46.46.1,2022,10.9524
Торговля оптовая фармацевтической продукцией,46.46.1,2023,17.805
Торговля оптовая фармацевтической продукцией,46.46.1,2024,4.8842
Торговля оптовая прочими бытовыми товарами,46.49,2021,2.596
Торговля оптовая прочими бытовыми товарами,46.49,2022,1.765
Торговля оптовая прочими бытовыми товарами,46.49,2023,1.1261
Торговля оптовая прочими бытовыми товарами,46.49,2024,0.7415
Торговля оптовая прочими потребительскими товарами,46.49.4,2021,2.596
Торговля оптовая прочими потребительскими товарами,46.49.4,2022,1.763
Торговля оптовая прочими потребительскими товарами,46.49.4,2024,0.7415
"Торговля оптовая прочими потребительскими товарами, не включенными в другие группировки",46.49.49,2021,2.546
"Торговля оптовая прочими потребительскими товарами, не включенными в другие группировки",46.49.49,2022,1.753
Торговля оптовая информационным и коммуникационным оборудованием,46.5,2021,131.9472
Торговля оптовая информационным и коммуникационным оборудованием,46.5,2022,213.445
Торговля оптовая информационным и коммуникационным оборудованием,46.5,2023,30.4639
Торговля оптовая информационным и коммуникационным оборудованием,46.5,2024,10.3051
"Торговля оптовая компьютерами, периферийными устройствами к компьютерам и программным обеспечением",46.51,2021,131.7802
"Торговля оптовая компьютерами, периферийными устройствами к компьютерам и программным обеспечением",46.51,2022,0.655
"Торговля оптовая компьютерами, периферийными устройствами к компьютерам и программным обеспечением",46.51,2023,19.448
"Торговля оптовая компьютерами, периферийными устройствами к компьютерам и программным обеспечением",46.51,2024,10.2051
"Торговля оптовая прочими машинами, оборудованием и принадлежностями",46.6,2021,137.7869
"Торговля оптовая прочими машинами, оборудованием и принадлежностями",46.6,2022,37.5816
"Торговля оптовая прочими машинами, оборудованием и принадлежностями",46.6,2023,9.6566
"Торговля оптовая прочими машинами, оборудованием и принадлежностями",46.6,2024,25.1363
"Торговля оптовая машинами, оборудованием и инструментами для сельского хозяйства",46.61,2021,11.7284
"Торговля оптовая машинами, оборудованием и инструментами для сельского хозяйства",46.61,2022,0.179
"Торговля оптовая машинами, оборудованием и инструментами для сельского хозяйства",46.61,2023,0.7209
"Торговля оптовая сельскохозяйственными и лесохозяйственными машинами, оборудованием и инструментами, включая тракторы",46.61.1,2021,11.6984
"Торговля оптовая сельскохозяйственными и лесохозяйственными машинами, оборудованием и инструментами, включая тракторы",46.61.1,2022,0.179
"Торговля оптовая сельскохозяйственными и лесохозяйственными машинами, оборудованием и инструментами, включая тракторы",46.61.1,2023,0.7209
Торговля оптовая станками,46.62,2021,3.964
Торговля оптовая станками,46.62,2022,1.005
Торговля оптовая машинами и оборудованием для добычи полезных ископаемых и строительства,46.63,2023,2.7553
Торговля оптовая прочей офисной техникой и оборудованием,46.66,2023,3.135
Торговля оптовая прочей офисной техникой и оборудованием,46.66,2024,2.3862
Торговля оптовая прочими машинами и оборудованием,46.69,2021,121.929
Торговля оптовая прочими машинами и оборудованием,46.69,2022,35.1758
Торговля оптовая прочими машинами и оборудованием,46.69,2023,3.0454
Торговля оптовая прочими машинами и оборудованием,46.69,2024,16.8398
"Торговля оптовая производственным электротехническим оборудованием, машинами, аппаратурой и материалами",46.69.5,2021,108.2871
"Торговля оптовая производственным электротехническим оборудованием, машинами, аппаратурой и материалами",46.69.5,2023,2.0
"Торговля оптовая производственным электротехническим оборудованием, машинами, аппаратурой и материалами",46.69.5,2024,0.6
"Торговля оптовая техникой, оборудованием и инструментами, применяемыми в медицинских целях",46.69.8,2022,0.006
"Торговля оптовая прочими машинами, приборами, аппаратурой и оборудованием общепромышленного и специального назначения",46.69.9,2021,12.9416
"Торговля оптовая прочими машинами, приборами, аппаратурой и оборудованием общепромышленного и специального назначения",46.69.9,2022,1.201
"Торговля оптовая прочими машинами, приборами, аппаратурой и оборудованием общепромышленного и специального назначения",46.69.9,2023,0.3935
"Торговля оптовая прочими машинами, приборами, аппаратурой и оборудованием общепромышленного и специального назначения",46.69.9,2024,14.681299999999998
Торговля оптовая специализированная прочая,46.7,2021,110.2306
Торговля оптовая специализированная прочая,46.7,2022,66.4311
Торговля оптовая специализированная прочая,46.7,2023,53.4193
Торговля оптовая специализированная прочая,46.7,2024,23.0862
"Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами",46.71,2021,10.1363
"Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами",46.71,2022,9.4953
"Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами",46.71,2023,22.7525
"Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами",46.71,2024,9.7039
"Торговля оптовая моторным топливом, включая авиационный бензин",46.71.2,2021,1.4346
"Торговля оптовая моторным топливом, включая авиационный бензин",46.71.2,2022,1.5268
"Торговля оптовая моторным топливом, включая авиационный бензин",46.71.2,2023,10.7985
"Торговля оптовая моторным топливом, включая авиационный бензин",46.71.2,2024,8.809
Торговля оптовая прочим топливом и подобными продуктами,46.71.9,2021,3.9358
Торговля оптовая металлами и металлическими рудами,46.72,2021,40.577
Торговля оптовая металлами и металлическими рудами,46.72,2022,40.1114
Торговля оптовая металлами в первичных формах,46.72.2,2021,40.103
Торговля оптовая металлами в первичных формах,46.72.2,2022,40.0114
Торговля оптовая черными металлами в первичных формах,46.72.21,2022,40.0114
"Торговля оптовая лесоматериалами, строительными материалами и санитарно-техническим оборудованием",46.73,2021,44.705
"Торговля оптовая лесоматериалами, строительными материалами и санитарно-техническим оборудованием",46.73,2022,15.3814
"Торговля оптовая лесоматериалами, строительными материалами и санитарно-техническим оборудованием",46.73,2023,16.769099999999998
"Торговля оптовая лесоматериалами, строительными материалами и санитарно-техническим оборудованием",46.73,2024,7.4771
Торговля оптовая прочими строительными материалами и изделиями,46.73.6,2022,2.2212
Торговля оптовая прочими строительными материалами и изделиями,46.73.6,2023,3.8347
Торговля оптовая прочими строительными материалами и изделиями,46.73.6,2024,4.248
Торговля оптовая химическими продуктами,46.75,2021,14.3533
Торговля оптовая химическими продуктами,46.75,2022,1.343
Торговля оптовая химическими продуктами,46.75,2023,13.201
Торговля оптовая химическими продуктами,46.75,2024,5.2265
Торговля оптовая удобрениями и агрохимическими продуктами,46.75.1,2021,1.6162999999999998
Торговля оптовая промышленными химикатами,46.75.2,2021,12.033
Торговля оптовая промышленными химикатами,46.75.2,2022,0.076
Торговля оптовая прочими промежуточными продуктами,46.76,2024,0.5287000000000001
Торговля оптовая пластмассами и резиной в первичных формах,46.76.3,2024,0.473
Торговля оптовая неспециализированная,46.9,2021,9.2027
Торговля оптовая неспециализированная,46.9,2022,2.726
Торговля оптовая неспециализированная,46.9,2023,1.668
Торговля оптовая неспециализированная,46.9,2024,12.1741
Торговля оптовая неспециализированная,46.90,2021,9.2027
Торговля оптовая неспециализированная,46.90,2022,2.726
Торговля оптовая неспециализированная,46.90,2023,1.668
Торговля оптовая неспециализированная,46.90,2024,12.1741
"Торговля розничная, кроме торговли автотранспортными средствами и мотоциклами",47,2021,46.6041
"Торговля розничная, кроме торговли автотранспортными средствами и мотоциклами",47,2022,170.0456
"Торговля розничная, кроме торговли автотранспортными средствами и мотоциклами",47,2023,380.5865
"Торговля розничная, кроме торговли автотранспортными средствами и мотоциклами",47,2024,308.8792
Торговля розничная в неспециализированных магазинах,47.1,2021,12.068
Торговля розничная в неспециализированных магазинах,47.1,2023,256.8234
Торговля розничная в неспециализированных магазинах,47.1,2024,1.9862
"Торговля розничная преимущественно пищевыми продуктами, включая напитки, и табачными изделиями в неспециализированных магазинах",47.11,2021,2.562
"Торговля розничная преимущественно пищевыми продуктами, включая напитки, и табачными изделиями в неспециализированных магазинах",47.11,2023,256.8234
"Торговля розничная преимущественно пищевыми продуктами, включая напитки, и табачными изделиями в неспециализированных магазинах",47.11,2024,1.9862
"Торговля розничная пищевыми продуктами, напитками и табачными изделиями в специализированных магазинах",47.2,2021,3.67
"Торговля розничная пищевыми продуктами, напитками и табачными изделиями в специализированных магазинах",47.2,2022,10.287
Торговля розничная прочими пищевыми продуктами в специализированных магазинах,47.29,2021,2.967
Торговля розничная прочими пищевыми продуктами в специализированных магазинах,47.29,2022,10.287
Торговля розничная моторным топливом в специализированных магазинах,47.3,2021,16.0584
Торговля розничная моторным топливом в специализированных магазинах,47.3,2022,34.4249
Торговля розничная моторным топливом в специализированных магазинах,47.3,2023,88.773
Торговля розничная моторным топливом в специализированных магазинах,47.3,2024,157.2599
Торговля розничная моторным топливом в специализированных магазинах,47.30,2021,16.0584
Торговля розничная моторным топливом в специализированных магазинах,47.30,2022,34.4249
Торговля розничная моторным топливом в специализированных магазинах,47.30,2023,88.773
Торговля розничная моторным топливом в специализированных магазинах,47.30,2024,157.2599
Торговля розничная информационным и коммуникационным оборудованием в специализированных магазинах,47.4,2021,2.75
Торговля розничная информационным и коммуникационным оборудованием в специализированных магазинах,47.4,2022,108.4748
"Торговля розничная телекоммуникационным оборудованием, включая розничную торговлю мобильными телефонами, в специализированных магазинах",47.42,2021,2.57
"Торговля розничная телекоммуникационным оборудованием, включая розничную торговлю мобильными телефонами, в специализированных магазинах",47.42,2022,108.4728
Торговля розничная прочими товарами в специализированных магазинах,47.7,2021,11.7767
Торговля розничная прочими товарами в специализированных магазинах,47.7,2022,11.062
