sector,okved2,year,skvozcosts_s
"Деятельность полномочных представителей Президента Российской Федерации в регионах Российской Федерации и территориальных органов федеральных органов исполнительной власти в субъектах Российской Федерации (республиках, краях, областях)",84.11.12,2022,24.1685
"Деятельность полномочных представителей Президента Российской Федерации в регионах Российской Федерации и территориальных органов федеральных органов исполнительной власти в субъектах Российской Федерации (республиках, краях, областях)",84.11.12,2023,55.6712
"Деятельность полномочных представителей Президента Российской Федерации в регионах Российской Федерации и территориальных органов федеральных органов исполнительной власти в субъектах Российской Федерации (республиках, краях, областях)",84.11.12,2024,15.1749
Деятельность территориальных органов федеральных органов исполнительной власти в городах и районах субъектов Российской Федерации,84.11.13,2021,3.2549
"Деятельность органов государственной власти по управлению вопросами общего характера, кроме судебной власти, субъектов Российской Федерации",84.11.2,2021,1359.6456
"Деятельность органов государственной власти по управлению вопросами общего характера, кроме судебной власти, субъектов Российской Федерации",84.11.2,2022,256.4581
"Деятельность органов государственной власти по управлению вопросами общего характера, кроме судебной власти, субъектов Российской Федерации",84.11.2,2023,2635.4507000000003
"Деятельность органов государственной власти по управлению вопросами общего характера, кроме судебной власти, субъектов Российской Федерации",84.11.2,2024,770.1617
"Деятельность органов государственной власти субъектов Российской Федерации (республик, краев, областей), кроме судебной власти, представительств исполнительных органов государственной власти субъектов Российской Федерации при Президенте Российской Федерации",84.11.21,2021,1332.9521000000002
"Деятельность органов государственной власти субъектов Российской Федерации (республик, краев, областей), кроме судебной власти, представительств исполнительных органов государственной власти субъектов Российской Федерации при Президенте Российской Федерации",84.11.21,2022,223.9176
"Деятельность органов государственной власти субъектов Российской Федерации (республик, краев, областей), кроме судебной власти, представительств исполнительных органов государственной власти субъектов Российской Федерации при Президенте Российской Федерации",84.11.21,2023,2634.8936
"Деятельность органов государственной власти субъектов Российской Федерации (республик, краев, областей), кроме судебной власти, представительств исполнительных органов государственной власти субъектов Российской Федерации при Президенте Российской Федерации",84.11.21,2024,769.9251999999999
Деятельность органов государственной власти субъектов Российской Федерации по осуществлению своих полномочий в городах и районах,84.11.22,2021,26.3179
Деятельность органов государственной власти субъектов Российской Федерации по осуществлению своих полномочий в городах и районах,84.11.22,2022,32.5405
Деятельность органов государственной власти субъектов Российской Федерации по осуществлению своих полномочий в городах и районах,84.11.22,2023,0.2849
Деятельность органов государственной власти субъектов Российской Федерации по осуществлению своих полномочий в городах и районах,84.11.22,2024,0.2365
Деятельность органов местного самоуправления по управлению вопросами общего характера,84.11.3,2021,68.95389999999999
Деятельность органов местного самоуправления по управлению вопросами общего характера,84.11.3,2022,54.126
Деятельность органов местного самоуправления по управлению вопросами общего характера,84.11.3,2023,233.3876
Деятельность органов местного самоуправления по управлению вопросами общего характера,84.11.3,2024,100.3067
Деятельность органов местного самоуправления сельских поселений,84.11.31,2021,8.931
Деятельность органов местного самоуправления сельских поселений,84.11.31,2022,9.5067
Деятельность органов местного самоуправления сельских поселений,84.11.31,2023,9.4501
Деятельность органов местного самоуправления сельских поселений,84.11.31,2024,3.1177
Деятельность органов местного самоуправления городских поселений,84.11.32,2021,2.0639000000000003
Деятельность органов местного самоуправления городских поселений,84.11.32,2022,0.3565
Деятельность органов местного самоуправления городских поселений,84.11.32,2023,0.1155
Деятельность органов местного самоуправления городских поселений,84.11.32,2024,2.1237
Деятельность органов местного самоуправления муниципальных районов,84.11.33,2021,16.4468
Деятельность органов местного самоуправления муниципальных районов,84.11.33,2022,16.9313
Деятельность органов местного самоуправления муниципальных районов,84.11.33,2023,18.6721
Деятельность органов местного самоуправления муниципальных районов,84.11.33,2024,20.4061
Деятельность органов местного самоуправления муниципальных округов,84.11.34,2021,1.0455
Деятельность органов местного самоуправления муниципальных округов,84.11.34,2022,0.8159
Деятельность органов местного самоуправления муниципальных округов,84.11.34,2023,12.1166
Деятельность органов местного самоуправления муниципальных округов,84.11.34,2024,1.9934
Деятельность органов местного самоуправления городских округов,84.11.35,2021,39.753
Деятельность органов местного самоуправления городских округов,84.11.35,2022,25.2841
Деятельность органов местного самоуправления городских округов,84.11.35,2023,190.3417
Деятельность органов местного самоуправления городских округов,84.11.35,2024,70.52560000000001
Деятельность органов местного самоуправления внутригородских районов,84.11.37,2022,0.0065
Деятельность органов местного самоуправления внутригородских территорий городов федерального значения,84.11.38,2021,0.4836
Деятельность органов местного самоуправления внутригородских территорий городов федерального значения,84.11.38,2022,0.4831999999999999
Деятельность органов местного самоуправления внутригородских территорий городов федерального значения,84.11.38,2023,0.5133
Деятельность органов местного самоуправления внутригородских территорий городов федерального значения,84.11.38,2024,0.0042
Управление финансовой деятельностью и деятельностью в сфере налогообложения,84.11.4,2021,68.48989999999999
Управление финансовой деятельностью и деятельностью в сфере налогообложения,84.11.4,2022,79.92760000000001
Управление финансовой деятельностью и деятельностью в сфере налогообложения,84.11.4,2023,54.1899
Управление финансовой деятельностью и деятельностью в сфере налогообложения,84.11.4,2024,12.8937
"Управление имуществом, находящимся в государственной собственности",84.11.8,2022,7.1542
Регулирование и содействие эффективному ведению экономической деятельности предприятий,84.13,2021,50.076
Регулирование и содействие эффективному ведению экономической деятельности предприятий,84.13,2022,53.6693
Регулирование и содействие эффективному ведению экономической деятельности предприятий,84.13,2023,2.0072
Предоставление государственных услуг обществу,84.2,2021,74.4545
Предоставление государственных услуг обществу,84.2,2022,124.4856
Предоставление государственных услуг обществу,84.2,2023,31.3679
Предоставление государственных услуг обществу,84.2,2024,9.7857
Деятельность в области юстиции и правосудия,84.23,2021,3.3562
Деятельность в области юстиции и правосудия,84.23,2022,4.838100000000001
Деятельность в области юстиции и правосудия,84.23,2023,2.4655
Деятельность в области юстиции и правосудия,84.23,2024,9.3053
Деятельность органов прокуратуры Российской Федерации,84.23.3,2023,2.4645
Деятельность в области обязательного социального обеспечения,84.3,2021,115.4329
Деятельность в области обязательного социального обеспечения,84.3,2023,52.6583
Деятельность в области обязательного социального обеспечения,84.30,2021,115.4329
Деятельность в области обязательного социального обеспечения,84.30,2023,52.6583
Образование высшее,85.22,2020,1420.38872
Образование высшее,85.22,2021,2713.1276000000003
Образование высшее,85.22,2022,1354.4306
Образование высшее,85.22,2023,2169.1302
Образование высшее,85.22,2024,246.0058
"Высшее образование, подготовка кадров высшей квалификации",85.22.01.АГ,2021,2713.6039
"Высшее образование, подготовка кадров высшей квалификации",85.22.01.АГ,2022,1354.6847
"Высшее образование, подготовка кадров высшей квалификации",85.22.01.АГ,2023,2169.218
"Высшее образование, подготовка кадров высшей квалификации",85.22.01.АГ,2024,246.0336
Образование высшее - бакалавриат,85.22.1,2021,405.6497
Образование высшее - бакалавриат,85.22.1,2022,405.8103
Образование высшее - бакалавриат,85.22.1,2023,981.3687
Подготовка кадров высшей квалификации,85.23,2020,52.2368
Подготовка кадров высшей квалификации,85.23,2021,0.4763
Подготовка кадров высшей квалификации,85.23,2022,0.2541
Подготовка кадров высшей квалификации,85.23,2023,0.0878
"Деятельность в сфере высшего образования, подготовки кадров высшей квалификации, здравоохранения и социальных услуг, культуры, спорта, организации досуга и развлечений",85.91.01.АГ,2021,3131.7256
"Деятельность в сфере высшего образования, подготовки кадров высшей квалификации, здравоохранения и социальных услуг, культуры, спорта, организации досуга и развлечений",85.91.01.АГ,2022,1635.514
"Деятельность в сфере высшего образования, подготовки кадров высшей квалификации, здравоохранения и социальных услуг, культуры, спорта, организации досуга и развлечений",85.91.01.АГ,2023,2710.4551
"Деятельность в сфере высшего образования, подготовки кадров высшей квалификации, здравоохранения и социальных услуг, культуры, спорта, организации досуга и развлечений",85.91.01.АГ,2024,419.1191
Деятельность в области здравоохранения,86,2021,262.75190000000003
Деятельность в области здравоохранения,86,2022,214.1467
Деятельность в области здравоохранения,86,2023,480.9402
Деятельность в области здравоохранения,86,2024,122.5539
Деятельность больничных организаций,86.1,2021,150.5821
Деятельность больничных организаций,86.1,2022,182.1736
Деятельность больничных организаций,86.1,2023,461.0921
Деятельность больничных организаций,86.1,2024,99.4754
Деятельность больничных организаций,86.10,2021,150.5821
Деятельность больничных организаций,86.10,2022,182.1736
Деятельность больничных организаций,86.10,2023,461.0921
Деятельность больничных организаций,86.10,2024,99.4754
Медицинская и стоматологическая практика,86.2,2021,15.5611
Медицинская и стоматологическая практика,86.2,2022,21.827900000000003
Медицинская и стоматологическая практика,86.2,2023,12.4869
Медицинская и стоматологическая практика,86.2,2024,7.4991
Общая врачебная практика,86.21,2021,14.9293
Общая врачебная практика,86.21,2022,20.7417
Общая врачебная практика,86.21,2023,12.381
Общая врачебная практика,86.21,2024,3.4697
Стоматологическая практика,86.23,2021,0.4468
Стоматологическая практика,86.23,2022,1.0822
Стоматологическая практика,86.23,2023,0.1059
Стоматологическая практика,86.23,2024,3.9694
Деятельность в области медицины прочая,86.9,2021,96.6087
Деятельность в области медицины прочая,86.9,2022,10.1452
Деятельность в области медицины прочая,86.9,2023,7.3612
Деятельность в области медицины прочая,86.9,2024,15.5794
Деятельность в области медицины прочая,86.90,2021,96.6087
Деятельность в области медицины прочая,86.90,2022,10.1452
Деятельность в области медицины прочая,86.90,2023,7.3612
Деятельность в области медицины прочая,86.90,2024,15.5794
Деятельность организаций санитарно-эпидемиологической службы,86.90.1,2021,0.0598
Деятельность организаций санитарно-эпидемиологической службы,86.90.1,2022,4.0338
Деятельность организаций санитарно-эпидемиологической службы,86.90.1,2023,1.8513
Деятельность организаций санитарно-эпидемиологической службы,86.90.1,2024,3.4152
Деятельность санаторно-курортных организаций,86.90.4,2021,5.8678
Деятельность санаторно-курортных организаций,86.90.4,2022,4.6268
Деятельность санаторно-курортных организаций,86.90.4,2023,1.5704
Деятельность санаторно-курортных организаций,86.90.4,2024,9.132700000000002
"Деятельность в области медицины прочая, не включенная в другие группировки",86.90.9,2021,90.4073
"Деятельность в области медицины прочая, не включенная в другие группировки",86.90.9,2022,0.8726
"Деятельность в области медицины прочая, не включенная в другие группировки",86.90.9,2023,3.9375
"Деятельность в области медицины прочая, не включенная в другие группировки",86.90.9,2024,3.0315
Деятельность по уходу с обеспечением проживания,87,2021,9.0584
Деятельность по уходу с обеспечением проживания,87,2022,6.9503
Деятельность по уходу с обеспечением проживания,87,2023,5.8036
Деятельность по уходу с обеспечением проживания,87,2024,2.4235
Деятельность по уходу за престарелыми и инвалидами с обеспечением проживания,87.3,2021,0.9218
Деятельность по уходу за престарелыми и инвалидами с обеспечением проживания,87.3,2022,0.9365
Деятельность по уходу за престарелыми и инвалидами с обеспечением проживания,87.30,2021,0.9218
Деятельность по уходу за престарелыми и инвалидами с обеспечением проживания,87.30,2022,0.9365
Деятельность по уходу с обеспечением проживания прочая,87.9,2021,7.9585
Деятельность по уходу с обеспечением проживания прочая,87.9,2022,6.0138
Деятельность по уходу с обеспечением проживания прочая,87.9,2023,5.4067
Деятельность по уходу с обеспечением проживания прочая,87.9,2024,1.8095
Деятельность по уходу с обеспечением проживания прочая,87.90,2021,7.9585
Деятельность по уходу с обеспечением проживания прочая,87.90,2022,6.0138
Деятельность по уходу с обеспечением проживания прочая,87.90,2023,5.4067
Деятельность по уходу с обеспечением проживания прочая,87.90,2024,1.8095
Предоставление социальных услуг без обеспечения проживания,88,2021,10.2511
Предоставление социальных услуг без обеспечения проживания,88,2022,3.2001
Предоставление социальных услуг без обеспечения проживания,88,2023,7.815300000000001
Предоставление социальных услуг без обеспечения проживания,88,2024,6.1576
Предоставление социальных услуг без обеспечения проживания престарелым и инвалидам,88.1,2021,6.2867
Предоставление социальных услуг без обеспечения проживания престарелым и инвалидам,88.1,2022,2.7391
Предоставление социальных услуг без обеспечения проживания престарелым и инвалидам,88.1,2023,2.5279000000000003
Предоставление социальных услуг без обеспечения проживания престарелым и инвалидам,88.1,2024,3.792
Предоставление социальных услуг без обеспечения проживания престарелым и инвалидам,88.10,2021,6.2867
Предоставление социальных услуг без обеспечения проживания престарелым и инвалидам,88.10,2022,2.7391
Предоставление социальных услуг без обеспечения проживания престарелым и инвалидам,88.10,2023,2.5279000000000003
Предоставление социальных услуг без обеспечения проживания престарелым и инвалидам,88.10,2024,3.792
Предоставление прочих социальных услуг без обеспечения проживания,88.9,2021,3.9644
Предоставление прочих социальных услуг без обеспечения проживания,88.9,2022,0.461
Предоставление прочих социальных услуг без обеспечения проживания,88.9,2023,5.2874
Предоставление прочих социальных услуг без обеспечения проживания,88.9,2024,2.3656
"Предоставление прочих социальных услуг без обеспечения проживания, не включенных в другие группировки",88.99,2021,3.9644
"Предоставление прочих социальных услуг без обеспечения проживания, не включенных в другие группировки",88.99,2022,0.461
"Предоставление прочих социальных услуг без обеспечения проживания, не включенных в другие группировки",88.99,2023,5.2874
"Предоставление прочих социальных услуг без обеспечения проживания, не включенных в другие группировки",88.99,2024,2.3656
"Деятельность творческая, деятельность в области искусства и организации развлечений",90,2021,7.9977
"Деятельность творческая, деятельность в области искусства и организации развлечений",90,2022,7.819
"Деятельность творческая, деятельность в области искусства и организации развлечений",90,2023,16.474700000000002
"Деятельность творческая, деятельность в области искусства и организации развлечений",90,2024,13.45
"Деятельность творческая, деятельность в области искусства и организации развлечений",90.0,2021,7.9977
"Деятельность творческая, деятельность в области искусства и организации развлечений",90.0,2022,7.819
"Деятельность творческая, деятельность в области искусства и организации развлечений",90.0,2023,16.474700000000002
"Деятельность творческая, деятельность в области искусства и организации развлечений",90.0,2024,13.45
Деятельность в области исполнительских искусств,90.01,2021,0.9619
Деятельность в области исполнительских искусств,90.01,2022,0.7021000000000001
Деятельность в области исполнительских искусств,90.01,2023,0.7742
Деятельность в области исполнительских искусств,90.01,2024,1.3376
Деятельность учреждений культуры и искусства,90.04,2021,7.0358
Деятельность учреждений культуры и искусства,90.04,2022,7.116899999999999
Деятельность учреждений культуры и искусства,90.04,2023,15.7005
Деятельность учреждений культуры и искусства,90.04,2024,12.0974
"Деятельность концертных залов, театров, оперных зданий, мюзик-холлов, включая услуги билетных касс",90.04.1,2021,1.3411
"Деятельность концертных залов, театров, оперных зданий, мюзик-холлов, включая услуги билетных касс",90.04.1,2022,3.1144000000000003
"Деятельность концертных залов, театров, оперных зданий, мюзик-холлов, включая услуги билетных касс",90.04.1,2023,10.9199
"Деятельность концертных залов, театров, оперных зданий, мюзик-холлов, включая услуги билетных касс",90.04.1,2024,0.765
Деятельность многоцелевых центров и подобных заведений с преобладанием культурного обслуживания,90.04.2,2021,0.6902999999999999
Деятельность многоцелевых центров и подобных заведений с преобладанием культурного обслуживания,90.04.2,2022,1.3345
Деятельность многоцелевых центров и подобных заведений с преобладанием культурного обслуживания,90.04.2,2023,0.5521
Деятельность многоцелевых центров и подобных заведений с преобладанием культурного обслуживания,90.04.2,2024,0.1143
"Деятельность учреждений клубного типа: клубов, дворцов и домов культуры, домов народного творчества",90.04.3,2021,4.5422
"Деятельность учреждений клубного типа: клубов, дворцов и домов культуры, домов народного творчества",90.04.3,2022,2.3546
"Деятельность учреждений клубного типа: клубов, дворцов и домов культуры, домов народного творчества",90.04.3,2023,2.9095
"Деятельность учреждений клубного типа: клубов, дворцов и домов культуры, домов народного творчества",90.04.3,2024,0.7546
"Деятельность библиотек, архивов, музеев и прочих объектов культуры",91,2021,14.2806
"Деятельность библиотек, архивов, музеев и прочих объектов культуры",91,2022,20.3562
"Деятельность библиотек, архивов, музеев и прочих объектов культуры",91,2023,11.9979
"Деятельность библиотек, архивов, музеев и прочих объектов культуры",91,2024,12.7466
"Деятельность библиотек, архивов, музеев и прочих объектов культуры",91.0,2021,14.2806
"Деятельность библиотек, архивов, музеев и прочих объектов культуры",91.0,2022,20.3562
"Деятельность библиотек, архивов, музеев и прочих объектов культуры",91.0,2023,11.9979
"Деятельность библиотек, архивов, музеев и прочих объектов культуры",91.0,2024,12.7466
Деятельность библиотек и архивов,91.01,2021,2.6116
Деятельность библиотек и архивов,91.01,2022,5.7283
Деятельность библиотек и архивов,91.01,2023,6.2295
Деятельность библиотек и архивов,91.01,2024,8.3152
Деятельность музеев,91.02,2021,11.3
Деятельность музеев,91.02,2022,14.0822
Деятельность музеев,91.02,2023,5.572
Деятельность музеев,91.02,2024,4.0801
"Деятельность ботанических садов, зоопарков, государственных природных заповедников и национальных парков",91.04,2021,0.369
"Деятельность ботанических садов, зоопарков, государственных природных заповедников и национальных парков",91.04,2022,0.5457000000000001
"Деятельность в области спорта, отдыха и развлечений",93,2021,110.0931
"Деятельность в области спорта, отдыха и развлечений",93,2022,25.3748
"Деятельность в области спорта, отдыха и развлечений",93,2023,15.7616
"Деятельность в области спорта, отдыха и развлечений",93,2024,11.3314
Деятельность в области спорта,93.1,2021,109.7442
Деятельность в области спорта,93.1,2022,21.0648
Деятельность в области спорта,93.1,2023,15.741700000000002
Деятельность в области спорта,93.1,2024,10.7307
Деятельность спортивных объектов,93.11,2021,8.213299999999998
Деятельность спортивных объектов,93.11,2022,7.8519
Деятельность спортивных объектов,93.11,2023,2.2202
Деятельность спортивных объектов,93.11,2024,0.3203
Деятельность спортивных клубов,93.12,2021,0.0429
Деятельность спортивных клубов,93.12,2022,11.661
Деятельность спортивных клубов,93.12,2023,13.1
Деятельность в области спорта прочая,93.19,2021,101.3287
Деятельность в области спорта прочая,93.19,2022,1.5519
Деятельность в области спорта прочая,93.19,2023,0.3215
Деятельность в области спорта прочая,93.19,2024,10.4054
Деятельность в области отдыха и развлечений,93.2,2021,0.3489
Деятельность в области отдыха и развлечений,93.2,2022,4.31
Деятельность в области отдыха и развлечений,93.2,2024,0.6007
Деятельность зрелищно-развлекательная прочая,93.29,2021,0.3489
Деятельность зрелищно-развлекательная прочая,93.29,2022,0.027
"Деятельность зрелищно-развлекательная прочая, не включенная в другие группировки",93.29.9,2021,0.3211
"Ремонт компьютеров, предметов личного потребления и хозяйственно",95,2020,1.006
"Ремонт компьютеров, предметов личного потребления и хозяйственно-бытового назначения",95,2021,3.5294
"СЕЛЬСКОЕ, ЛЕСНОЕ ХОЗЯЙСТВО, ОХОТА, РЫБОЛОВСТВО И РЫБОВОДСТВО",A,2020,66.52621
"СЕЛЬСКОЕ, ЛЕСНОЕ ХОЗЯЙСТВО, ОХОТА, РЫБОЛОВСТВО И РЫБОВОДСТВО",A,2021,74.00110000000001
"СЕЛЬСКОЕ, ЛЕСНОЕ ХОЗЯЙСТВО, ОХОТА, РЫБОЛОВСТВО И РЫБОВОДСТВО",A,2022,29.2853
"СЕЛЬСКОЕ, ЛЕСНОЕ ХОЗЯЙСТВО, ОХОТА, РЫБОЛОВСТВО И РЫБОВОДСТВО",A,2023,70.72710000000001
"СЕЛЬСКОЕ, ЛЕСНОЕ ХОЗЯЙСТВО, ОХОТА, РЫБОЛОВСТВО И РЫБОВОДСТВО",A,2024,12.931
ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,B,2020,727.17776
ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,B,2021,1540.526
ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,B,2022,493.2268
ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,B,2023,993.0292
ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,B,2024,1013.2628
ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,C,2020,1327.7762
ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,C,2021,1272.935
ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,C,2022,10006.7185
ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,C,2023,12255.6626
ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,C,2024,3969.3026
"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",D,2020,571.02305
"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",D,2021,1539.1692
"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",D,2022,727.3046999999999
"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",D,2023,707.1812
"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",D,2024,1217.0506
"ВОДОСНАБЖЕНИЕ; ВОДООТВЕДЕНИЕ, ОРГАНИЗАЦИЯ СБОРА И УТИЛИЗАЦИИ ОТХОДОВ, ДЕЯТЕЛЬНОСТЬ ПО ЛИКВИДАЦИИ ЗАГРЯЗНЕНИЙ",E,2020,10.6556
"ВОДОСНАБЖЕНИЕ; ВОДООТВЕДЕНИЕ, ОРГАНИЗАЦИЯ СБОРА И УТИЛИЗАЦИИ ОТХОДОВ, ДЕЯТЕЛЬНОСТЬ ПО ЛИКВИДАЦИИ ЗАГРЯЗНЕНИЙ",E,2021,117.7474
"ВОДОСНАБЖЕНИЕ; ВОДООТВЕДЕНИЕ, ОРГАНИЗАЦИЯ СБОРА И УТИЛИЗАЦИИ ОТХОДОВ, ДЕЯТЕЛЬНОСТЬ ПО ЛИКВИДАЦИИ ЗАГРЯЗНЕНИЙ",E,2022,97.0066
"ВОДОСНАБЖЕНИЕ; ВОДООТВЕДЕНИЕ, ОРГАНИЗАЦИЯ СБОРА И УТИЛИЗАЦИИ ОТХОДОВ, ДЕЯТЕЛЬНОСТЬ ПО ЛИКВИДАЦИИ ЗАГРЯЗНЕНИЙ",E,2023,5.8694
"ВОДОСНАБЖЕНИЕ; ВОДООТВЕДЕНИЕ, ОРГАНИЗАЦИЯ СБОРА И УТИЛИЗАЦИИ ОТХОДОВ, ДЕЯТЕЛЬНОСТЬ ПО ЛИКВИДАЦИИ ЗАГРЯЗНЕНИЙ",E,2024,16.9694
СТРОИТЕЛЬСТВО,F,2020,664.5665
СТРОИТЕЛЬСТВО,F,2021,193.7465
СТРОИТЕЛЬСТВО,F,2022,44.5741
СТРОИТЕЛЬСТВО,F,2023,215.8557
СТРОИТЕЛЬСТВО,F,2024,64.31230000000001
ТОРГОВЛЯ ОПТОВАЯ И РОЗНИЧНАЯ; РЕМОНТ АВТОТРАНСПОРТНЫХ СРЕДСТВ И МОТОЦИКЛОВ,G,2020,5117.9878
ТОРГОВЛЯ ОПТОВАЯ И РОЗНИЧНАЯ; РЕМОНТ АВТОТРАНСПОРТНЫХ СРЕДСТВ И МОТОЦИКЛОВ,G,2021,643.8208000000001
ТОРГОВЛЯ ОПТОВАЯ И РОЗНИЧНАЯ; РЕМОНТ АВТОТРАНСПОРТНЫХ СРЕДСТВ И МОТОЦИКЛОВ,G,2022,766.6745999999999
ТОРГОВЛЯ ОПТОВАЯ И РОЗНИЧНАЯ; РЕМОНТ АВТОТРАНСПОРТНЫХ СРЕДСТВ И МОТОЦИКЛОВ,G,2023,2528.7264
ТОРГОВЛЯ ОПТОВАЯ И РОЗНИЧНАЯ; РЕМОНТ АВТОТРАНСПОРТНЫХ СРЕДСТВ И МОТОЦИКЛОВ,G,2024,849.9105
ТРАНСПОРТИРОВКА И ХРАНЕНИЕ,H,2020,2150.03017
ТРАНСПОРТИРОВКА И ХРАНЕНИЕ,H,2021,2373.6709
ТРАНСПОРТИРОВКА И ХРАНЕНИЕ,H,2022,587.2379
ТРАНСПОРТИРОВКА И ХРАНЕНИЕ,H,2023,1007.8083
ТРАНСПОРТИРОВКА И ХРАНЕНИЕ,H,2024,504.9701
ДЕЯТЕЛЬНОСТЬ ГОСТИНИЦ И ПРЕДПРИЯТИЙ ОБЩЕСТВЕННОГО ПИТАНИЯ,I,2020,10.6124
ДЕЯТЕЛЬНОСТЬ ГОСТИНИЦ И ПРЕДПРИЯТИЙ ОБЩЕСТВЕННОГО ПИТАНИЯ,I,2021,31.6972
ДЕЯТЕЛЬНОСТЬ ГОСТИНИЦ И ПРЕДПРИЯТИЙ ОБЩЕСТВЕННОГО ПИТАНИЯ,I,2022,62.9678
ДЕЯТЕЛЬНОСТЬ ГОСТИНИЦ И ПРЕДПРИЯТИЙ ОБЩЕСТВЕННОГО ПИТАНИЯ,I,2023,18.3518
ДЕЯТЕЛЬНОСТЬ ГОСТИНИЦ И ПРЕДПРИЯТИЙ ОБЩЕСТВЕННОГО ПИТАНИЯ,I,2024,14.192
ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ ИНФОРМАЦИИ И СВЯЗИ,J,2020,9169.62979
ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ ИНФОРМАЦИИ И СВЯЗИ,J,2021,3636.8947
ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ ИНФОРМАЦИИ И СВЯЗИ,J,2022,3097.4325
ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ ИНФОРМАЦИИ И СВЯЗИ,J,2023,3618.6204
ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ ИНФОРМАЦИИ И СВЯЗИ,J,2024,2768.7214
ДЕЯТЕЛЬНОСТЬ ФИНАНСОВАЯ И СТРАХОВАЯ,K,2020,5817.71776
ДЕЯТЕЛЬНОСТЬ ФИНАНСОВАЯ И СТРАХОВАЯ,K,2021,2239.779
ДЕЯТЕЛЬНОСТЬ ФИНАНСОВАЯ И СТРАХОВАЯ,K,2022,6236.4339
ДЕЯТЕЛЬНОСТЬ ФИНАНСОВАЯ И СТРАХОВАЯ,K,2023,3204.3283
ДЕЯТЕЛЬНОСТЬ ФИНАНСОВАЯ И СТРАХОВАЯ,K,2024,2109.3587
ДЕЯТЕЛЬНОСТЬ ПО ОПЕРАЦИЯМ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ,L,2020,65.4184
ДЕЯТЕЛЬНОСТЬ ПО ОПЕРАЦИЯМ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ,L,2021,60.1791
ДЕЯТЕЛЬНОСТЬ ПО ОПЕРАЦИЯМ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ,L,2022,1237.602
ДЕЯТЕЛЬНОСТЬ ПО ОПЕРАЦИЯМ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ,L,2023,301.3612
ДЕЯТЕЛЬНОСТЬ ПО ОПЕРАЦИЯМ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ,L,2024,95.2991
"ДЕЯТЕЛЬНОСТЬ ПРОФЕССИОНАЛЬНАЯ, НАУЧНАЯ И ТЕХНИЧЕСКАЯ",M,2020,2534.0802299999987
"ДЕЯТЕЛЬНОСТЬ ПРОФЕССИОНАЛЬНАЯ, НАУЧНАЯ И ТЕХНИЧЕСКАЯ",M,2021,1673.9036999999998
"ДЕЯТЕЛЬНОСТЬ ПРОФЕССИОНАЛЬНАЯ, НАУЧНАЯ И ТЕХНИЧЕСКАЯ",M,2022,2896.2952
"ДЕЯТЕЛЬНОСТЬ ПРОФЕССИОНАЛЬНАЯ, НАУЧНАЯ И ТЕХНИЧЕСКАЯ",M,2023,3072.614
"ДЕЯТЕЛЬНОСТЬ ПРОФЕССИОНАЛЬНАЯ, НАУЧНАЯ И ТЕХНИЧЕСКАЯ",M,2024,1928.8412
ДЕЯТЕЛЬНОСТЬ АДМИНИСТРАТИВНАЯ И СОПУТСТВУЮЩИЕ ДОПОЛНИТЕЛЬНЫЕ УСЛУГИ,N,2020,54.32778
