sector,okved2,year,BDusage_s
Торговля розничная аудио- и видеотехникой в специализированных магазинах,47.43,2023.0,390.0
Торговля розничная аудио- и видеотехникой в специализированных магазинах,47.43,2024.0,6.0
Торговля розничная прочими бытовыми изделиями в специализированных магазинах,47.5,2021.0,899.0
Торговля розничная прочими бытовыми изделиями в специализированных магазинах,47.5,2023.0,932.0
Торговля розничная прочими бытовыми изделиями в специализированных магазинах,47.5,2024.0,160.0
Торговля розничная текстильными изделиями в специализированных магазинах,47.51,2021.0,24.0
Торговля розничная текстильными изделиями в специализированных магазинах,47.51,2023.0,24.0
Торговля розничная текстильными изделиями в специализированных магазинах,47.51.1,2021.0,1.0
Торговля розничная текстильными изделиями в специализированных магазинах,47.51.1,2023.0,2.0
Торговля розничная текстильными изделиями в специализированных магазинах,47.51.1,2024.0,1.0
Торговля розничная галантерейными изделиями в специализированных магазинах,47.51.2,2021.0,1.0
Торговля розничная галантерейными изделиями в специализированных магазинах,47.51.2,2023.0,
Торговля розничная галантерейными изделиями в специализированных магазинах,47.51.2,2024.0,
"Торговля розничная скобяными изделиями, лакокрасочными материалами и стеклом в специализированных магазинах",47.52,2021.0,89.0
"Торговля розничная скобяными изделиями, лакокрасочными материалами и стеклом в специализированных магазинах",47.52,2023.0,62.0
"Торговля розничная скобяными изделиями, лакокрасочными материалами и стеклом в специализированных магазинах",47.52,2024.0,25.0
Торговля розничная скобяными изделиями в специализированных магазинах,47.52.1,2021.0,
Торговля розничная скобяными изделиями в специализированных магазинах,47.52.1,2023.0,
Торговля розничная скобяными изделиями в специализированных магазинах,47.52.1,2024.0,1.0
Торговля розничная лакокрасочными материалами в специализированных магазинах,47.52.2,2021.0,1.0
Торговля розничная лакокрасочными материалами в специализированных магазинах,47.52.2,2023.0,
Торговля розничная лакокрасочными материалами в специализированных магазинах,47.52.2,2024.0,
Торговля розничная стеклом в специализированных магазинах,47.52.3,2021.0,
Торговля розничная стеклом в специализированных магазинах,47.52.3,2023.0,
Торговля розничная материалами и оборудованием для изготовления поделок в специализированных магазинах,47.52.4,2021.0,11.0
Торговля розничная материалами и оборудованием для изготовления поделок в специализированных магазинах,47.52.4,2023.0,
Торговля розничная материалами и оборудованием для изготовления поделок в специализированных магазинах,47.52.4,2024.0,
Торговля розничная санитарно-техническим оборудованием в специализированных магазинах,47.52.5,2021.0,3.0
Торговля розничная санитарно-техническим оборудованием в специализированных магазинах,47.52.5,2023.0,3.0
Торговля розничная санитарно-техническим оборудованием в специализированных магазинах,47.52.5,2024.0,3.0
Торговля розничная садово-огородной техникой и инвентарем в специализированных магазинах,47.52.6,2021.0,3.0
Торговля розничная садово-огородной техникой и инвентарем в специализированных магазинах,47.52.6,2023.0,2.0
Торговля розничная садово-огородной техникой и инвентарем в специализированных магазинах,47.52.6,2024.0,
"Торговля розничная строительными материалами, не включенными в другие группировки, в специализированных магазинах",47.52.7,2021.0,53.0
"Торговля розничная строительными материалами, не включенными в другие группировки, в специализированных магазинах",47.52.7,2023.0,32.0
"Торговля розничная строительными материалами, не включенными в другие группировки, в специализированных магазинах",47.52.7,2024.0,11.0
Торговля розничная пиломатериалами в специализированных магазинах,47.52.71,2021.0,1.0
Торговля розничная пиломатериалами в специализированных магазинах,47.52.71,2023.0,1.0
Торговля розничная пиломатериалами в специализированных магазинах,47.52.71,2024.0,
Торговля розничная кирпичом в специализированных магазинах,47.52.72,2021.0,
Торговля розничная кирпичом в специализированных магазинах,47.52.72,2023.0,
Торговля розничная металлическими и неметаллическими конструкциями в специализированных магазинах,47.52.73,2021.0,
Торговля розничная металлическими и неметаллическими конструкциями в специализированных магазинах,47.52.73,2023.0,1.0
Торговля розничная металлическими и неметаллическими конструкциями в специализированных магазинах,47.52.73,2024.0,1.0
Торговля розничная сборными деревянными строениями в специализированных магазинах,47.52.74,2021.0,
"Торговля розничная прочими строительными материалами, не включенными в другие группировки, в специализированных магазинах",47.52.79,2021.0,43.0
"Торговля розничная прочими строительными материалами, не включенными в другие группировки, в специализированных магазинах",47.52.79,2023.0,25.0
"Торговля розничная прочими строительными материалами, не включенными в другие группировки, в специализированных магазинах",47.52.79,2024.0,8.0
"Торговля розничная коврами, ковровыми изделиями, покрытиями для пола и стен в специализированных магазинах",47.53,2021.0,10.0
"Торговля розничная коврами, ковровыми изделиями, покрытиями для пола и стен в специализированных магазинах",47.53,2023.0,1.0
"Торговля розничная коврами, ковровыми изделиями, покрытиями для пола и стен в специализированных магазинах",47.53,2024.0,
Торговля розничная коврами и ковровыми изделиями в специализированных магазинах,47.53.1,2021.0,3.0
"Торговля розничная портьерами, тюлевыми занавесями в специализированных магазинах",47.53.2,2021.0,
"Торговля розничная портьерами, тюлевыми занавесями в специализированных магазинах",47.53.2,2023.0,
"Торговля розничная портьерами, тюлевыми занавесями в специализированных магазинах",47.53.2,2024.0,
Торговля розничная обоями и напольными покрытиями в специализированных магазинах,47.53.3,2021.0,5.0
Торговля розничная обоями и напольными покрытиями в специализированных магазинах,47.53.3,2023.0,1.0
Торговля розничная обоями и напольными покрытиями в специализированных магазинах,47.53.3,2024.0,
Торговля розничная бытовыми электротоварами в специализированных магазинах,47.54,2021.0,507.0
Торговля розничная бытовыми электротоварами в специализированных магазинах,47.54,2023.0,685.0
Торговля розничная бытовыми электротоварами в специализированных магазинах,47.54,2024.0,19.0
"Торговля розничная мебелью, осветительными приборами и прочими бытовыми изделиями в специализированных магазинах",47.59,2021.0,269.0
"Торговля розничная мебелью, осветительными приборами и прочими бытовыми изделиями в специализированных магазинах",47.59,2023.0,160.0
"Торговля розничная мебелью, осветительными приборами и прочими бытовыми изделиями в специализированных магазинах",47.59,2024.0,115.0
Торговля розничная мебелью в специализированных магазинах,47.59.1,2021.0,160.0
Торговля розничная мебелью в специализированных магазинах,47.59.1,2023.0,57.0
Торговля розничная мебелью в специализированных магазинах,47.59.1,2024.0,49.0
"Торговля розничная различной домашней утварью, ножевыми изделиями, посудой, изделиями из стекла и керамики, в том числе фарфора и фаянса в специализированных магазинах",47.59.2,2021.0,19.0
"Торговля розничная различной домашней утварью, ножевыми изделиями, посудой, изделиями из стекла и керамики, в том числе фарфора и фаянса в специализированных магазинах",47.59.2,2023.0,39.0
"Торговля розничная различной домашней утварью, ножевыми изделиями, посудой, изделиями из стекла и керамики, в том числе фарфора и фаянса в специализированных магазинах",47.59.2,2024.0,55.0
Торговля розничная осветительными приборами в специализированных магазинах,47.59.3,2021.0,2.0
Торговля розничная осветительными приборами в специализированных магазинах,47.59.3,2023.0,
Торговля розничная осветительными приборами в специализированных магазинах,47.59.3,2024.0,
"Торговля розничная изделиями из дерева, пробки и плетеными изделиями в специализированных магазинах",47.59.4,2023.0,
"Торговля розничная изделиями из дерева, пробки и плетеными изделиями в специализированных магазинах",47.59.4,2024.0,
Торговля розничная музыкальными инструментами и нотными изданиями в специализированных магазинах,47.59.5,2021.0,5.0
Торговля розничная музыкальными инструментами и нотными изданиями в специализированных магазинах,47.59.5,2023.0,1.0
Торговля розничная музыкальными инструментами и нотными изданиями в специализированных магазинах,47.59.5,2024.0,1.0
"Торговля розничная электрическими системами охранной сигнализации, такими как запорные устройства, сейфы и хранилища",47.59.7,2021.0,1.0
"Торговля розничная бытовыми изделиями и приборами, не включенными в другие группировки, в специализированных магазинах",47.59.9,2021.0,1.0
"Торговля розничная бытовыми изделиями и приборами, не включенными в другие группировки, в специализированных магазинах",47.59.9,2023.0,
"Торговля розничная бытовыми изделиями и приборами, не включенными в другие группировки, в специализированных магазинах",47.59.9,2024.0,1.0
Торговля розничная товарами культурно-развлекательного назначения в специализированных магазинах,47.6,2021.0,141.0
Торговля розничная товарами культурно-развлекательного назначения в специализированных магазинах,47.6,2023.0,25.0
Торговля розничная товарами культурно-развлекательного назначения в специализированных магазинах,47.6,2024.0,9.0
Торговля розничная книгами в специализированных магазинах,47.61,2021.0,30.0
Торговля розничная книгами в специализированных магазинах,47.61,2023.0,4.0
Торговля розничная книгами в специализированных магазинах,47.61,2024.0,5.0
Торговля розничная газетами и канцелярскими товарами в специализированных магазинах,47.62,2021.0,9.0
Торговля розничная газетами и канцелярскими товарами в специализированных магазинах,47.62,2023.0,2.0
Торговля розничная газетами и канцелярскими товарами в специализированных магазинах,47.62,2024.0,1.0
Торговля розничная газетами и журналами в специализированных магазинах,47.62.1,2021.0,7.0
Торговля розничная газетами и журналами в специализированных магазинах,47.62.1,2023.0,2.0
Торговля розничная газетами и журналами в специализированных магазинах,47.62.1,2024.0,
Торговля розничная писчебумажными и канцелярскими товарами в специализированных магазинах,47.62.2,2021.0,
Торговля розничная писчебумажными и канцелярскими товарами в специализированных магазинах,47.62.2,2023.0,
Торговля розничная писчебумажными и канцелярскими товарами в специализированных магазинах,47.62.2,2024.0,1.0
Торговля розничная музыкальными и видеозаписями в специализированных магазинах,47.63,2021.0,
Торговля розничная музыкальными и видеозаписями в специализированных магазинах,47.63,2024.0,
"Торговля розничная музыкальными записями, аудиолентами, компакт-дисками и кассетами в специализированных магазинах",47.63.1,2021.0,
Торговля розничная спортивным оборудованием и спортивными товарами в специализированных магазинах,47.64,2021.0,15.0
Торговля розничная спортивным оборудованием и спортивными товарами в специализированных магазинах,47.64,2023.0,15.0
Торговля розничная спортивным оборудованием и спортивными товарами в специализированных магазинах,47.64,2024.0,2.0
Торговля розничная спортивным оборудованием и спортивными товарами в специализированных магазинах,47.64.1,2021.0,3.0
Торговля розничная спортивным оборудованием и спортивными товарами в специализированных магазинах,47.64.1,2023.0,1.0
Торговля розничная рыболовными принадлежностями в специализированных магазинах,47.64.2,2023.0,
Торговля розничная велосипедами в специализированных магазинах,47.64.5,2021.0,
Торговля розничная играми и игрушками в специализированных магазинах,47.65,2021.0,87.0
Торговля розничная играми и игрушками в специализированных магазинах,47.65,2023.0,4.0
Торговля розничная играми и игрушками в специализированных магазинах,47.65,2024.0,1.0
Торговля розничная прочими товарами в специализированных магазинах,47.7,2021.0,3129.0
Торговля розничная прочими товарами в специализированных магазинах,47.7,2023.0,1866.0
Торговля розничная прочими товарами в специализированных магазинах,47.7,2024.0,736.0
Торговля розничная одеждой в специализированных магазинах,47.71,2021.0,944.0
Торговля розничная одеждой в специализированных магазинах,47.71,2023.0,397.0
Торговля розничная одеждой в специализированных магазинах,47.71,2024.0,163.0
"Торговля розничная мужской, женской и детской одеждой в специализированных магазинах",47.71.1,2021.0,775.0
"Торговля розничная мужской, женской и детской одеждой в специализированных магазинах",47.71.1,2023.0,300.0
"Торговля розничная мужской, женской и детской одеждой в специализированных магазинах",47.71.1,2024.0,139.0
Торговля розничная нательным бельем в специализированных магазинах,47.71.2,2021.0,44.0
Торговля розничная нательным бельем в специализированных магазинах,47.71.2,2023.0,8.0
Торговля розничная нательным бельем в специализированных магазинах,47.71.2,2024.0,7.0
Торговля розничная изделиями из меха в специализированных магазинах,47.71.3,2021.0,
Торговля розничная изделиями из меха в специализированных магазинах,47.71.3,2023.0,1.0
Торговля розничная изделиями из меха в специализированных магазинах,47.71.3,2024.0,
Торговля розничная одеждой из кожи в специализированных магазинах,47.71.4,2021.0,
Торговля розничная одеждой из кожи в специализированных магазинах,47.71.4,2023.0,
Торговля розничная одеждой из кожи в специализированных магазинах,47.71.4,2024.0,
Торговля розничная спортивной одеждой в специализированных магазинах,47.71.5,2021.0,2.0
Торговля розничная спортивной одеждой в специализированных магазинах,47.71.5,2023.0,1.0
Торговля розничная спортивной одеждой в специализированных магазинах,47.71.5,2024.0,
Торговля розничная чулочно-носочными изделиями в специализированных магазинах,47.71.6,2021.0,
Торговля розничная чулочно-носочными изделиями в специализированных магазинах,47.71.6,2023.0,
Торговля розничная чулочно-носочными изделиями в специализированных магазинах,47.71.6,2024.0,
"Торговля розничная аксессуарами одежды (перчатками, галстуками, шарфами, ремнями, подтяжками и т. п.) в специализированных магазинах",47.71.8,2024.0,1.0
Торговля розничная обувью и изделиями из кожи в специализированных магазинах,47.72,2021.0,395.0
Торговля розничная обувью и изделиями из кожи в специализированных магазинах,47.72,2023.0,52.0
Торговля розничная обувью и изделиями из кожи в специализированных магазинах,47.72,2024.0,81.0
Торговля розничная обувью в специализированных магазинах,47.72.1,2021.0,284.0
Торговля розничная обувью в специализированных магазинах,47.72.1,2023.0,26.0
Торговля розничная обувью в специализированных магазинах,47.72.1,2024.0,65.0
Торговля розничная изделиями из кожи и дорожными принадлежностями в специализированных магазинах,47.72.2,2021.0,18.0
Торговля розничная изделиями из кожи и дорожными принадлежностями в специализированных магазинах,47.72.2,2023.0,18.0
Торговля розничная изделиями из кожи и дорожными принадлежностями в специализированных магазинах,47.72.2,2024.0,1.0
Торговля розничная лекарственными средствами в специализированных магазинах (аптеках),47.73,2021.0,766.0
Торговля розничная лекарственными средствами в специализированных магазинах (аптеках),47.73,2023.0,837.0
Торговля розничная лекарственными средствами в специализированных магазинах (аптеках),47.73,2024.0,46.0
"Торговля розничная изделиями, применяемыми в медицинских целях, ортопедическими изделиями в специализированных магазинах",47.74,2021.0,38.0
"Торговля розничная изделиями, применяемыми в медицинских целях, ортопедическими изделиями в специализированных магазинах",47.74,2023.0,1.0
"Торговля розничная изделиями, применяемыми в медицинских целях, ортопедическими изделиями в специализированных магазинах",47.74,2024.0,2.0
"Торговля розничная изделиями, применяемыми в медицинских целях, в специализированных магазинах",47.74.1,2021.0,1.0
"Торговля розничная изделиями, применяемыми в медицинских целях, в специализированных магазинах",47.74.1,2023.0,
"Торговля розничная изделиями, применяемыми в медицинских целях, в специализированных магазинах",47.74.1,2024.0,1.0
Торговля розничная ортопедическими изделиями в специализированных магазинах,47.74.2,2021.0,
Торговля розничная ортопедическими изделиями в специализированных магазинах,47.74.2,2023.0,
Торговля розничная ортопедическими изделиями в специализированных магазинах,47.74.2,2024.0,
Торговля розничная косметическими и товарами личной гигиены в специализированных магазинах,47.75,2021.0,611.0
Торговля розничная косметическими и товарами личной гигиены в специализированных магазинах,47.75,2023.0,326.0
Торговля розничная косметическими и товарами личной гигиены в специализированных магазинах,47.75,2024.0,286.0
"Торговля розничная косметическими и парфюмерными товарами, кроме мыла в специализированных магазинах",47.75.1,2021.0,493.0
"Торговля розничная косметическими и парфюмерными товарами, кроме мыла в специализированных магазинах",47.75.1,2023.0,289.0
"Торговля розничная косметическими и парфюмерными товарами, кроме мыла в специализированных магазинах",47.75.1,2024.0,218.0
Торговля розничная туалетным и хозяйственным мылом в специализированных магазинах,47.75.2,2021.0,
"Торговля розничная цветами и другими растениями, семенами, удобрениями, домашними животными и кормами для домашних животных в специализированных магазинах",47.76,2021.0,28.0
"Торговля розничная цветами и другими растениями, семенами, удобрениями, домашними животными и кормами для домашних животных в специализированных магазинах",47.76,2023.0,6.0
"Торговля розничная цветами и другими растениями, семенами, удобрениями, домашними животными и кормами для домашних животных в специализированных магазинах",47.76,2024.0,2.0
"Торговля розничная цветами и другими растениями, семенами и удобрениями в специализированных магазинах",47.76.1,2021.0,2.0
"Торговля розничная цветами и другими растениями, семенами и удобрениями в специализированных магазинах",47.76.1,2023.0,1.0
"Торговля розничная цветами и другими растениями, семенами и удобрениями в специализированных магазинах",47.76.1,2024.0,
Торговля розничная домашними животными и кормами для домашних животных в специализированных магазинах,47.76.2,2021.0,14.0
Торговля розничная домашними животными и кормами для домашних животных в специализированных магазинах,47.76.2,2023.0,2.0
Торговля розничная домашними животными и кормами для домашних животных в специализированных магазинах,47.76.2,2024.0,1.0
Торговля розничная часами и ювелирными изделиями в специализированных магазинах,47.77,2021.0,113.0
Торговля розничная часами и ювелирными изделиями в специализированных магазинах,47.77,2023.0,95.0
Торговля розничная часами и ювелирными изделиями в специализированных магазинах,47.77,2024.0,71.0
Торговля розничная часами в специализированных магазинах,47.77.1,2021.0,1.0
Торговля розничная часами в специализированных магазинах,47.77.1,2023.0,
Торговля розничная часами в специализированных магазинах,47.77.1,2024.0,
Торговля розничная ювелирными изделиями в специализированных магазинах,47.77.2,2021.0,35.0
Торговля розничная ювелирными изделиями в специализированных магазинах,47.77.2,2023.0,24.0
Торговля розничная ювелирными изделиями в специализированных магазинах,47.77.2,2024.0,19.0
Торговля розничная прочая в специализированных магазинах,47.78,2021.0,230.0
Торговля розничная прочая в специализированных магазинах,47.78,2023.0,151.0
Торговля розничная прочая в специализированных магазинах,47.78,2024.0,85.0
"Торговля розничная фотоаппаратурой, оптическими приборами и средствами измерений, кроме очков, в специализированных магазинах",47.78.1,2021.0,3.0
"Торговля розничная фотоаппаратурой, оптическими приборами и средствами измерений, кроме очков, в специализированных магазинах",47.78.1,2023.0,1.0
"Торговля розничная фотоаппаратурой, оптическими приборами и средствами измерений, кроме очков, в специализированных магазинах",47.78.1,2024.0,
"Торговля розничная очками, включая сборку и ремонт очков в специализированных магазинах",47.78.2,2021.0,8.0
"Торговля розничная очками, включая сборку и ремонт очков в специализированных магазинах",47.78.2,2023.0,3.0
"Торговля розничная очками, включая сборку и ремонт очков в специализированных магазинах",47.78.2,2024.0,1.0
Торговля розничная очками в специализированных магазинах,47.78.21,2021.0,
Торговля розничная очками в специализированных магазинах,47.78.21,2023.0,
Торговля розничная очками в специализированных магазинах,47.78.21,2024.0,
"Торговля розничная сувенирами, изделиями народных художественных промыслов",47.78.3,2021.0,3.0
"Торговля розничная сувенирами, изделиями народных художественных промыслов",47.78.3,2023.0,1.0
"Торговля розничная сувенирами, изделиями народных художественных промыслов",47.78.3,2024.0,1.0
"Торговля розничная предметами культового и религиозного назначения, похоронными принадлежностями в специализированных магазинах",47.78.4,2021.0,
"Торговля розничная предметами культового и религиозного назначения, похоронными принадлежностями в специализированных магазинах",47.78.4,2023.0,
"Торговля розничная предметами культового и религиозного назначения, похоронными принадлежностями в специализированных магазинах",47.78.4,2024.0,
"Деятельность коммерческих художественных галерей, торговля розничная произведениями искусства в коммерческих художественных галереях",47.78.5,2021.0,
"Деятельность коммерческих художественных галерей, торговля розничная произведениями искусства в коммерческих художественных галереях",47.78.5,2024.0,
"Торговля розничная бытовым жидким котельным топливом, газом в баллонах, углем, древесным топливом, топливным торфом в специализированных магазинах",47.78.6,2021.0,4.0
"Торговля розничная бытовым жидким котельным топливом, газом в баллонах, углем, древесным топливом, топливным торфом в специализированных магазинах",47.78.6,2023.0,1.0
"Торговля розничная бытовым жидким котельным топливом, газом в баллонах, углем, древесным топливом, топливным торфом в специализированных магазинах",47.78.6,2024.0,1.0
"Торговля розничная бытовым жидким котельным топливом, углем, древесным топливом, топливным торфом в специализированных магазинах",47.78.61,2021.0,
"Торговля розничная бытовым жидким котельным топливом, углем, древесным топливом, топливным торфом в специализированных магазинах",47.78.61,2023.0,
"Торговля розничная бытовым жидким котельным топливом, углем, древесным топливом, топливным торфом в специализированных магазинах",47.78.61,2024.0,
Торговля розничная оружием и боеприпасами в специализированных магазинах,47.78.7,2021.0,
Торговля розничная оружием и боеприпасами в специализированных магазинах,47.78.7,2023.0,
Торговля розничная оружием и боеприпасами в специализированных магазинах,47.78.7,2024.0,
Торговля розничная филателистическими и нумизматическими товарами в специализированных магазинах,47.78.8,2024.0,1.0
"Торговля розничная непродовольственными товарами, не включенными в другие группировки, в специализированных магазинах",47.78.9,2021.0,200.0
"Торговля розничная непродовольственными товарами, не включенными в другие группировки, в специализированных магазинах",47.78.9,2023.0,132.0
"Торговля розничная непродовольственными товарами, не включенными в другие группировки, в специализированных магазинах",47.78.9,2024.0,73.0
Торговля розничная бывшими в употреблении товарами в магазинах,47.79,2021.0,4.0
Торговля розничная бывшими в употреблении товарами в магазинах,47.79,2023.0,1.0
Торговля розничная бывшими в употреблении товарами в магазинах,47.79,2024.0,
Торговля розничная предметами антиквариата,47.79.1,2021.0,
Торговля розничная предметами антиквариата,47.79.1,2023.0,
Торговля розничная прочими бывшими в употреблении товарами,47.79.3,2021.0,1.0
Торговля розничная прочими бывшими в употреблении товарами,47.79.3,2023.0,
Торговля розничная прочими бывшими в употреблении товарами,47.79.3,2024.0,
Деятельность аукционных домов по розничной торговле,47.79.4,2021.0,1.0
Деятельность аукционных домов по розничной торговле,47.79.4,2023.0,
Деятельность аукционных домов по розничной торговле,47.79.4,2024.0,
Торговля розничная в нестационарных торговых объектах и на рынках,47.8,2021.0,38.0
Торговля розничная в нестационарных торговых объектах и на рынках,47.8,2023.0,5.0
Торговля розничная в нестационарных торговых объектах и на рынках,47.8,2024.0,3.0
"Торговля розничная в нестационарных торговых объектах и на рынках пищевыми продуктами, напитками и табачной продукцией",47.81,2021.0,38.0
"Торговля розничная в нестационарных торговых объектах и на рынках пищевыми продуктами, напитками и табачной продукцией",47.81,2023.0,5.0
"Торговля розничная в нестационарных торговых объектах и на рынках пищевыми продуктами, напитками и табачной продукцией",47.81,2024.0,2.0
"Торговля розничная в нестационарных торговых объектах и на рынках текстилем, одеждой и обувью",47.82,2021.0,
"Торговля розничная в нестационарных торговых объектах и на рынках текстилем, одеждой и обувью",47.82,2024.0,
Торговля розничная в нестационарных торговых объектах и на рынках прочими товарами,47.89,2021.0,
Торговля розничная в нестационарных торговых объектах и на рынках прочими товарами,47.89,2023.0,
Торговля розничная в нестационарных торговых объектах и на рынках прочими товарами,47.89,2024.0,1.0
Торговля розничная в нестационарных торговых объектах прочими товарами,47.89.1,2021.0,
Торговля розничная на рынках прочими товарами,47.89.2,2021.0,
"Торговля розничная вне магазинов, палаток, рынков",47.9,2021.0,933.0
"Торговля розничная вне магазинов, палаток, рынков",47.9,2023.0,179.0
"Торговля розничная вне магазинов, палаток, рынков",47.9,2024.0,133.0
Торговля розничная по почте или по информационно-коммуникационной сети Интернет,47.91,2021.0,915.0
Торговля розничная по почте или по информационно-коммуникационной сети Интернет,47.91,2023.0,177.0
Торговля розничная по почте или по информационно-коммуникационной сети Интернет,47.91,2024.0,130.0
Торговля розничная по почте,47.91.1,2021.0,2.0
Торговля розничная по почте,47.91.1,2023.0,
"Торговля розничная, осуществляемая непосредственно при помощи информационно-коммуникационной сети Интернет",47.91.2,2021.0,552.0
"Торговля розничная, осуществляемая непосредственно при помощи информационно-коммуникационной сети Интернет",47.91.2,2023.0,35.0
