sector,okved2,year,pPCusage_s
Торговля оптовая металлическими рудами,46.72.1,2024.0,0.8961038961038961
Торговля оптовая железными рудами,46.72.11,2021.0,1.0
Торговля оптовая железными рудами,46.72.11,2022.0,1.0
Торговля оптовая железными рудами,46.72.11,2023.0,1.0
Торговля оптовая железными рудами,46.72.11,2024.0,1.0
Торговля оптовая рудами цветных металлов,46.72.12,2021.0,
Торговля оптовая металлами в первичных формах,46.72.2,2021.0,1.0
Торговля оптовая металлами в первичных формах,46.72.2,2022.0,1.0
Торговля оптовая металлами в первичных формах,46.72.2,2023.0,0.9918032786885246
Торговля оптовая металлами в первичных формах,46.72.2,2024.0,0.9834123222748815
Торговля оптовая черными металлами в первичных формах,46.72.21,2021.0,1.0
Торговля оптовая черными металлами в первичных формах,46.72.21,2022.0,1.0
Торговля оптовая черными металлами в первичных формах,46.72.21,2023.0,0.9904153354632588
Торговля оптовая черными металлами в первичных формах,46.72.21,2024.0,0.9913793103448276
"Торговля оптовая цветными металлами в первичных формах, кроме драгоценных",46.72.22,2021.0,1.0
"Торговля оптовая цветными металлами в первичных формах, кроме драгоценных",46.72.22,2022.0,1.0
"Торговля оптовая цветными металлами в первичных формах, кроме драгоценных",46.72.22,2023.0,0.9166666666666666
"Торговля оптовая цветными металлами в первичных формах, кроме драгоценных",46.72.22,2024.0,0.8461538461538461
Торговля оптовая золотом и другими драгоценными металлами,46.72.23,2021.0,1.0
Торговля оптовая золотом и другими драгоценными металлами,46.72.23,2022.0,1.0
Торговля оптовая золотом и другими драгоценными металлами,46.72.23,2023.0,1.0
Торговля оптовая золотом и другими драгоценными металлами,46.72.23,2024.0,0.9166666666666666
"Торговля оптовая лесоматериалами, строительными материалами и санитарно-техническим оборудованием",46.73,2021.0,0.9992138364779874
"Торговля оптовая лесоматериалами, строительными материалами и санитарно-техническим оборудованием",46.73,2022.0,1.0
"Торговля оптовая лесоматериалами, строительными материалами и санитарно-техническим оборудованием",46.73,2023.0,0.9724238026124818
"Торговля оптовая лесоматериалами, строительными материалами и санитарно-техническим оборудованием",46.73,2024.0,0.9441833137485312
Торговля оптовая древесным сырьем и необработанными лесоматериалами,46.73.1,2021.0,1.0
Торговля оптовая древесным сырьем и необработанными лесоматериалами,46.73.1,2022.0,1.0
Торговля оптовая древесным сырьем и необработанными лесоматериалами,46.73.1,2023.0,0.925
Торговля оптовая древесным сырьем и необработанными лесоматериалами,46.73.1,2024.0,0.8809523809523809
Торговля оптовая пиломатериалами,46.73.2,2021.0,1.0
Торговля оптовая пиломатериалами,46.73.2,2022.0,1.0
Торговля оптовая пиломатериалами,46.73.2,2023.0,0.9047619047619048
Торговля оптовая пиломатериалами,46.73.2,2024.0,0.9
Торговля оптовая санитарно-техническим оборудованием,46.73.3,2021.0,1.0
Торговля оптовая санитарно-техническим оборудованием,46.73.3,2022.0,1.0
Торговля оптовая санитарно-техническим оборудованием,46.73.3,2023.0,0.9611650485436893
Торговля оптовая санитарно-техническим оборудованием,46.73.3,2024.0,0.9596774193548387
Торговля оптовая лакокрасочными материалами,46.73.4,2021.0,0.9936305732484076
Торговля оптовая лакокрасочными материалами,46.73.4,2022.0,1.0
Торговля оптовая лакокрасочными материалами,46.73.4,2023.0,0.8787878787878788
Торговля оптовая лакокрасочными материалами,46.73.4,2024.0,0.9602649006622517
Торговля оптовая листовым стеклом,46.73.5,2021.0,1.0
Торговля оптовая листовым стеклом,46.73.5,2022.0,1.0
Торговля оптовая листовым стеклом,46.73.5,2023.0,1.0
Торговля оптовая листовым стеклом,46.73.5,2024.0,0.9230769230769231
Торговля оптовая прочими строительными материалами и изделиями,46.73.6,2021.0,1.0
Торговля оптовая прочими строительными материалами и изделиями,46.73.6,2022.0,1.0
Торговля оптовая прочими строительными материалами и изделиями,46.73.6,2023.0,1.003577817531306
Торговля оптовая прочими строительными материалами и изделиями,46.73.6,2024.0,0.9425287356321839
Торговля оптовая обоями,46.73.7,2021.0,1.0
Торговля оптовая обоями,46.73.7,2022.0,1.0
Торговля оптовая обоями,46.73.7,2023.0,0.9655172413793104
Торговля оптовая обоями,46.73.7,2024.0,0.896551724137931
Торговля оптовая напольными покрытиями (кроме ковров),46.73.8,2021.0,1.0
Торговля оптовая напольными покрытиями (кроме ковров),46.73.8,2022.0,1.0
Торговля оптовая напольными покрытиями (кроме ковров),46.73.8,2023.0,1.0
Торговля оптовая напольными покрытиями (кроме ковров),46.73.8,2024.0,1.0
"Торговля оптовая скобяными изделиями, водопроводным и отопительным оборудованием и принадлежностями",46.74,2021.0,1.0
"Торговля оптовая скобяными изделиями, водопроводным и отопительным оборудованием и принадлежностями",46.74,2022.0,0.9976851851851852
"Торговля оптовая скобяными изделиями, водопроводным и отопительным оборудованием и принадлежностями",46.74,2023.0,0.9608247422680413
"Торговля оптовая скобяными изделиями, водопроводным и отопительным оборудованием и принадлежностями",46.74,2024.0,0.9182948490230906
Торговля оптовая скобяными изделиями,46.74.1,2021.0,1.0
Торговля оптовая скобяными изделиями,46.74.1,2022.0,1.0
Торговля оптовая скобяными изделиями,46.74.1,2023.0,0.7945205479452054
Торговля оптовая скобяными изделиями,46.74.1,2024.0,0.8390804597701149
Торговля оптовая водопроводным и отопительным оборудованием и санитарно-технической арматурой,46.74.2,2021.0,1.0
Торговля оптовая водопроводным и отопительным оборудованием и санитарно-технической арматурой,46.74.2,2022.0,0.9942196531791907
Торговля оптовая водопроводным и отопительным оборудованием и санитарно-технической арматурой,46.74.2,2023.0,0.9945945945945946
Торговля оптовая водопроводным и отопительным оборудованием и санитарно-технической арматурой,46.74.2,2024.0,0.9671361502347418
Торговля оптовая ручными инструментами,46.74.3,2021.0,1.0
Торговля оптовая ручными инструментами,46.74.3,2022.0,1.0
Торговля оптовая ручными инструментами,46.74.3,2023.0,1.0
Торговля оптовая ручными инструментами,46.74.3,2024.0,0.9411764705882353
Торговля оптовая химическими продуктами,46.75,2021.0,1.0
Торговля оптовая химическими продуктами,46.75,2022.0,1.0
Торговля оптовая химическими продуктами,46.75,2023.0,0.9816031537450722
Торговля оптовая химическими продуктами,46.75,2024.0,0.9423503325942351
Торговля оптовая удобрениями и агрохимическими продуктами,46.75.1,2021.0,1.0
Торговля оптовая удобрениями и агрохимическими продуктами,46.75.1,2022.0,1.0
Торговля оптовая удобрениями и агрохимическими продуктами,46.75.1,2023.0,0.9854227405247813
Торговля оптовая удобрениями и агрохимическими продуктами,46.75.1,2024.0,0.9599056603773585
Торговля оптовая промышленными химикатами,46.75.2,2021.0,1.0
Торговля оптовая промышленными химикатами,46.75.2,2022.0,1.0
Торговля оптовая промышленными химикатами,46.75.2,2023.0,0.97953216374269
Торговля оптовая промышленными химикатами,46.75.2,2024.0,0.9361702127659575
Торговля оптовая прочими промежуточными продуктами,46.76,2021.0,1.0
Торговля оптовая прочими промежуточными продуктами,46.76,2022.0,0.9911504424778761
Торговля оптовая прочими промежуточными продуктами,46.76,2023.0,0.9869565217391304
Торговля оптовая прочими промежуточными продуктами,46.76,2024.0,0.9423076923076923
Торговля оптовая бумагой и картоном,46.76.1,2021.0,1.0
Торговля оптовая бумагой и картоном,46.76.1,2022.0,1.0
Торговля оптовая бумагой и картоном,46.76.1,2023.0,1.0
Торговля оптовая бумагой и картоном,46.76.1,2024.0,0.9514563106796117
Торговля оптовая текстильными волокнами,46.76.2,2021.0,1.0
Торговля оптовая текстильными волокнами,46.76.2,2022.0,0.9375
Торговля оптовая текстильными волокнами,46.76.2,2023.0,0.9375
Торговля оптовая текстильными волокнами,46.76.2,2024.0,1.0
Торговля оптовая пластмассами и резиной в первичных формах,46.76.3,2021.0,1.0
Торговля оптовая пластмассами и резиной в первичных формах,46.76.3,2022.0,1.0
Торговля оптовая пластмассами и резиной в первичных формах,46.76.3,2023.0,0.9824561403508771
Торговля оптовая пластмассами и резиной в первичных формах,46.76.3,2024.0,0.8983050847457628
Торговля оптовая драгоценными камнями,46.76.4,2021.0,1.0
Торговля оптовая драгоценными камнями,46.76.4,2022.0,1.0
Торговля оптовая драгоценными камнями,46.76.4,2023.0,1.0
Торговля оптовая драгоценными камнями,46.76.4,2024.0,0.8333333333333334
Торговля оптовая отходами и ломом,46.77,2021.0,1.0
Торговля оптовая отходами и ломом,46.77,2022.0,1.0
Торговля оптовая отходами и ломом,46.77,2023.0,0.9809523809523809
Торговля оптовая отходами и ломом,46.77,2024.0,0.9466292134831461
Торговля оптовая неспециализированная,46.90,2021.0,0.9991759373712402
Торговля оптовая неспециализированная,46.90,2022.0,0.9978876214617659
Торговля оптовая неспециализированная,46.90,2023.0,0.9733273056057866
Торговля оптовая неспециализированная,46.90,2024.0,0.9332285938727416
"Торговля розничная, кроме торговли автотранспортными средствами и мотоциклами",47,2017.0,0.9972965809700504
"Торговля розничная, кроме торговли автотранспортными средствами и мотоциклами",47,2018.0,0.9991612145613152
"Торговля розничная, кроме торговли автотранспортными средствами и мотоциклами",47,2019.0,0.9996054448609193
"Торговля розничная, кроме торговли автотранспортными средствами и мотоциклами",47,2021.0,0.9971138746233182
"Торговля розничная, кроме торговли автотранспортными средствами и мотоциклами",47,2022.0,0.9988884138520735
"Торговля розничная, кроме торговли автотранспортными средствами и мотоциклами",47,2023.0,0.9905554809542992
"Торговля розничная, кроме торговли автотранспортными средствами и мотоциклами",47,2024.0,0.9819045279620077
Торговля розничная в неспециализированных магазинах,47.1,2021.0,1.0
Торговля розничная в неспециализированных магазинах,47.1,2022.0,0.9994947581154477
Торговля розничная в неспециализированных магазинах,47.1,2023.0,1.0054277591108813
Торговля розничная в неспециализированных магазинах,47.1,2024.0,0.9955795677799607
"Торговля розничная преимущественно пищевыми продуктами, включая напитки, и табачными изделиями в неспециализированных магазинах",47.11,2021.0,1.0
"Торговля розничная преимущественно пищевыми продуктами, включая напитки, и табачными изделиями в неспециализированных магазинах",47.11,2022.0,0.9995156603164352
"Торговля розничная преимущественно пищевыми продуктами, включая напитки, и табачными изделиями в неспециализированных магазинах",47.11,2023.0,1.0077938603467473
"Торговля розничная преимущественно пищевыми продуктами, включая напитки, и табачными изделиями в неспециализированных магазинах",47.11,2024.0,0.998165137614679
Торговля розничная замороженными продуктами в неспециализированных магазинах,47.11.1,2021.0,1.0
Торговля розничная замороженными продуктами в неспециализированных магазинах,47.11.1,2022.0,1.0
Торговля розничная замороженными продуктами в неспециализированных магазинах,47.11.1,2023.0,
Торговля розничная замороженными продуктами в неспециализированных магазинах,47.11.1,2024.0,1.0
"Торговля розничная незамороженными продуктами, включая напитки и табачные изделия, в неспециализированных магазинах",47.11.2,2021.0,1.0
"Торговля розничная незамороженными продуктами, включая напитки и табачные изделия, в неспециализированных магазинах",47.11.2,2022.0,0.9983606557377049
"Торговля розничная незамороженными продуктами, включая напитки и табачные изделия, в неспециализированных магазинах",47.11.2,2023.0,0.9982608695652174
"Торговля розничная незамороженными продуктами, включая напитки и табачные изделия, в неспециализированных магазинах",47.11.2,2024.0,0.9800498753117207
Деятельность по розничной торговле большим товарным ассортиментом с преобладанием продовольственных товаров в неспециализированных магазинах,47.11.3,2021.0,1.0
Деятельность по розничной торговле большим товарным ассортиментом с преобладанием продовольственных товаров в неспециализированных магазинах,47.11.3,2022.0,1.0
Деятельность по розничной торговле большим товарным ассортиментом с преобладанием продовольственных товаров в неспециализированных магазинах,47.11.3,2023.0,0.9947089947089947
Деятельность по розничной торговле большим товарным ассортиментом с преобладанием продовольственных товаров в неспециализированных магазинах,47.11.3,2024.0,0.9947368421052631
Торговля розничная прочая в неспециализированных магазинах,47.19,2021.0,1.0
Торговля розничная прочая в неспециализированных магазинах,47.19,2022.0,0.9994196169471852
Торговля розничная прочая в неспециализированных магазинах,47.19,2023.0,0.9951757408683667
Торговля розничная прочая в неспециализированных магазинах,47.19,2024.0,0.9883666821777571
Торговля розничная большим товарным ассортиментом с преобладанием непродовольственных товаров в неспециализированных магазинах,47.19.1,2021.0,1.0
Торговля розничная большим товарным ассортиментом с преобладанием непродовольственных товаров в неспециализированных магазинах,47.19.1,2022.0,1.0
Торговля розничная большим товарным ассортиментом с преобладанием непродовольственных товаров в неспециализированных магазинах,47.19.1,2023.0,1.0
Торговля розничная большим товарным ассортиментом с преобладанием непродовольственных товаров в неспециализированных магазинах,47.19.1,2024.0,1.0
"Деятельность универсальных магазинов, торгующих товарами общего ассортимента",47.19.2,2021.0,1.0
"Деятельность универсальных магазинов, торгующих товарами общего ассортимента",47.19.2,2022.0,1.0
"Деятельность универсальных магазинов, торгующих товарами общего ассортимента",47.19.2,2023.0,1.0
"Деятельность универсальных магазинов, торгующих товарами общего ассортимента",47.19.2,2024.0,1.0
Торговля розничная в магазинах беспошлинной торговли,47.19.3,2023.0,1.0
"Торговля розничная пищевыми продуктами, напитками и табачными изделиями в специализированных магазинах",47.2,2021.0,1.0
"Торговля розничная пищевыми продуктами, напитками и табачными изделиями в специализированных магазинах",47.2,2022.0,1.0
"Торговля розничная пищевыми продуктами, напитками и табачными изделиями в специализированных магазинах",47.2,2023.0,0.9660643455266638
"Торговля розничная пищевыми продуктами, напитками и табачными изделиями в специализированных магазинах",47.2,2024.0,0.9540441176470589
Торговля розничная фруктами и овощами в специализированных магазинах,47.21,2021.0,1.0
Торговля розничная фруктами и овощами в специализированных магазинах,47.21,2022.0,1.0
Торговля розничная фруктами и овощами в специализированных магазинах,47.21,2023.0,1.0
Торговля розничная фруктами и овощами в специализированных магазинах,47.21,2024.0,0.875
"Торговля розничная свежими фруктами, овощами, картофелем и орехами в специализированных магазинах",47.21.1,2021.0,1.0
"Торговля розничная свежими фруктами, овощами, картофелем и орехами в специализированных магазинах",47.21.1,2022.0,1.0
"Торговля розничная свежими фруктами, овощами, картофелем и орехами в специализированных магазинах",47.21.1,2023.0,1.0
"Торговля розничная свежими фруктами, овощами, картофелем и орехами в специализированных магазинах",47.21.1,2024.0,0.8
"Торговля розничная консервированными фруктами, овощами и орехами в специализированных магазинах",47.21.2,2022.0,
"Торговля розничная консервированными фруктами, овощами и орехами в специализированных магазинах",47.21.2,2023.0,
Торговля розничная мясом и мясными продуктами в специализированных магазинах,47.22,2021.0,1.0
Торговля розничная мясом и мясными продуктами в специализированных магазинах,47.22,2022.0,1.0
Торговля розничная мясом и мясными продуктами в специализированных магазинах,47.22,2023.0,0.7853658536585366
Торговля розничная мясом и мясными продуктами в специализированных магазинах,47.22,2024.0,0.7168141592920354
"Торговля розничная мясом и мясом птицы, включая субпродукты в специализированных магазинах",47.22.1,2021.0,1.0
"Торговля розничная мясом и мясом птицы, включая субпродукты в специализированных магазинах",47.22.1,2022.0,1.0
"Торговля розничная мясом и мясом птицы, включая субпродукты в специализированных магазинах",47.22.1,2023.0,1.0
"Торговля розничная мясом и мясом птицы, включая субпродукты в специализированных магазинах",47.22.1,2024.0,0.9090909090909091
Торговля розничная продуктами из мяса и мяса птицы в специализированных магазинах,47.22.2,2021.0,1.0
Торговля розничная продуктами из мяса и мяса птицы в специализированных магазинах,47.22.2,2022.0,
Торговля розничная продуктами из мяса и мяса птицы в специализированных магазинах,47.22.2,2023.0,
Торговля розничная продуктами из мяса и мяса птицы в специализированных магазинах,47.22.2,2024.0,1.0
Торговля розничная консервами из мяса и мяса птицы в специализированных магазинах,47.22.3,2021.0,
"Торговля розничная рыбой, ракообразными и моллюсками в специализированных магазинах",47.23,2021.0,1.0
"Торговля розничная рыбой, ракообразными и моллюсками в специализированных магазинах",47.23,2022.0,1.0
"Торговля розничная рыбой, ракообразными и моллюсками в специализированных магазинах",47.23,2023.0,1.0
"Торговля розничная рыбой, ракообразными и моллюсками в специализированных магазинах",47.23,2024.0,0.875
Торговля розничная рыбой и морепродуктами в специализированных магазинах,47.23.1,2021.0,1.0
Торговля розничная рыбой и морепродуктами в специализированных магазинах,47.23.1,2022.0,1.0
Торговля розничная рыбой и морепродуктами в специализированных магазинах,47.23.1,2023.0,1.0
Торговля розничная рыбой и морепродуктами в специализированных магазинах,47.23.1,2024.0,1.0
Торговля розничная хлебом и хлебобулочными изделиями и кондитерскими изделиями в специализированных магазинах,47.24,2021.0,1.0
Торговля розничная хлебом и хлебобулочными изделиями и кондитерскими изделиями в специализированных магазинах,47.24,2022.0,1.0
Торговля розничная хлебом и хлебобулочными изделиями и кондитерскими изделиями в специализированных магазинах,47.24,2023.0,1.0
Торговля розничная хлебом и хлебобулочными изделиями и кондитерскими изделиями в специализированных магазинах,47.24,2024.0,0.9411764705882353
Торговля розничная хлебом и хлебобулочными изделиями в специализированных магазинах,47.24.1,2021.0,1.0
Торговля розничная хлебом и хлебобулочными изделиями в специализированных магазинах,47.24.1,2022.0,1.0
Торговля розничная хлебом и хлебобулочными изделиями в специализированных магазинах,47.24.1,2023.0,1.0
Торговля розничная хлебом и хлебобулочными изделиями в специализированных магазинах,47.24.1,2024.0,0.9
Торговля розничная кондитерскими изделиями в специализированных магазинах,47.24.2,2021.0,1.0
Торговля розничная кондитерскими изделиями в специализированных магазинах,47.24.2,2022.0,1.0
Торговля розничная кондитерскими изделиями в специализированных магазинах,47.24.2,2023.0,1.0
Торговля розничная кондитерскими изделиями в специализированных магазинах,47.24.2,2024.0,1.0
Торговля розничная мучными кондитерскими изделиями в специализированных магазинах,47.24.21,2021.0,1.0
Торговля розничная мучными кондитерскими изделиями в специализированных магазинах,47.24.21,2022.0,1.0
Торговля розничная мучными кондитерскими изделиями в специализированных магазинах,47.24.21,2023.0,1.0
Торговля розничная мучными кондитерскими изделиями в специализированных магазинах,47.24.21,2024.0,1.0
"Торговля розничная кондитерскими изделиями, включая шоколад, в специализированных магазинах",47.24.22,2021.0,1.0
"Торговля розничная кондитерскими изделиями, включая шоколад, в специализированных магазинах",47.24.22,2022.0,1.0
"Торговля розничная кондитерскими изделиями, включая шоколад, в специализированных магазинах",47.24.22,2023.0,1.0
"Торговля розничная кондитерскими изделиями, включая шоколад, в специализированных магазинах",47.24.22,2024.0,1.0
Торговля розничная мороженым и замороженными десертами в специализированных магазинах,47.24.3,2022.0,
Торговля розничная мороженым и замороженными десертами в специализированных магазинах,47.24.3,2023.0,1.0
Торговля розничная мороженым и замороженными десертами в специализированных магазинах,47.24.3,2024.0,1.0
Торговля розничная напитками в специализированных магазинах,47.25,2021.0,1.0
Торговля розничная напитками в специализированных магазинах,47.25,2022.0,1.0
Торговля розничная напитками в специализированных магазинах,47.25,2023.0,0.9773851590106007
Торговля розничная напитками в специализированных магазинах,47.25,2024.0,0.9804054054054054
"Торговля розничная алкогольными напитками, включая пиво, в специализированных магазинах",47.25.1,2021.0,1.0
"Торговля розничная алкогольными напитками, включая пиво, в специализированных магазинах",47.25.1,2022.0,1.0
"Торговля розничная алкогольными напитками, включая пиво, в специализированных магазинах",47.25.1,2023.0,0.9900579950289975
"Торговля розничная алкогольными напитками, включая пиво, в специализированных магазинах",47.25.1,2024.0,0.9797898140662894
"Торговля розничная алкогольными напитками, кроме пива, в специализированных магазинах",47.25.11,2021.0,1.0
"Торговля розничная алкогольными напитками, кроме пива, в специализированных магазинах",47.25.11,2022.0,1.0
"Торговля розничная алкогольными напитками, кроме пива, в специализированных магазинах",47.25.11,2024.0,0.8709677419354839
Торговля розничная пивом в специализированных магазинах,47.25.12,2021.0,1.0
Торговля розничная пивом в специализированных магазинах,47.25.12,2022.0,1.0
Торговля розничная пивом в специализированных магазинах,47.25.12,2023.0,
Торговля розничная пивом в специализированных магазинах,47.25.12,2024.0,1.0
Торговля розничная безалкогольными напитками в специализированных магазинах,47.25.2,2021.0,1.0
Торговля розничная безалкогольными напитками в специализированных магазинах,47.25.2,2022.0,1.0
Торговля розничная безалкогольными напитками в специализированных магазинах,47.25.2,2023.0,1.0
Торговля розничная безалкогольными напитками в специализированных магазинах,47.25.2,2024.0,0.8333333333333334
Торговля розничная табачными изделиями в специализированных магазинах,47.26,2021.0,1.0
Торговля розничная табачными изделиями в специализированных магазинах,47.26,2022.0,1.0
Торговля розничная табачными изделиями в специализированных магазинах,47.26,2023.0,1.0
Торговля розничная табачными изделиями в специализированных магазинах,47.26,2024.0,1.0
Торговля розничная прочими пищевыми продуктами в специализированных магазинах,47.29,2023.0,0.9965986394557823
Торговля розничная прочими пищевыми продуктами в специализированных магазинах,47.29,2024.0,0.9893617021276596
Торговля розничная молочными продуктами и яйцами в специализированных магазинах,47.29.1,2021.0,1.0
Торговля розничная молочными продуктами и яйцами в специализированных магазинах,47.29.1,2022.0,1.0
Торговля розничная молочными продуктами и яйцами в специализированных магазинах,47.29.1,2023.0,1.0
Торговля розничная молочными продуктами и яйцами в специализированных магазинах,47.29.1,2024.0,1.0
Торговля розничная молочными продуктами в специализированных магазинах,47.29.11,2021.0,1.0
Торговля розничная молочными продуктами в специализированных магазинах,47.29.11,2022.0,1.0
Торговля розничная молочными продуктами в специализированных магазинах,47.29.11,2023.0,1.0
Торговля розничная молочными продуктами в специализированных магазинах,47.29.11,2024.0,1.0
Торговля розничная пищевыми маслами и жирами в специализированных магазинах,47.29.2,2023.0,1.0
Торговля розничная пищевыми маслами и жирами в специализированных магазинах,47.29.2,2024.0,1.0
Торговля розничная прочими пищевыми продуктами в специализированных магазинах,47.29.3,2021.0,1.0
Торговля розничная прочими пищевыми продуктами в специализированных магазинах,47.29.3,2022.0,1.0
Торговля розничная прочими пищевыми продуктами в специализированных магазинах,47.29.3,2023.0,0.9955357142857143
Торговля розничная прочими пищевыми продуктами в специализированных магазинах,47.29.3,2024.0,0.9876543209876543
Торговля розничная мукой и макаронными изделиями в специализированных магазинах,47.29.31,2021.0,1.0
Торговля розничная мукой и макаронными изделиями в специализированных магазинах,47.29.31,2022.0,1.0
Торговля розничная мукой и макаронными изделиями в специализированных магазинах,47.29.31,2023.0,1.0
Торговля розничная мукой и макаронными изделиями в специализированных магазинах,47.29.31,2024.0,1.0
Торговля розничная крупами в специализированных магазинах,47.29.32,2022.0,1.0
Торговля розничная крупами в специализированных магазинах,47.29.32,2023.0,1.0
Торговля розничная сахаром в специализированных магазинах,47.29.33,2021.0,1.0
Торговля розничная сахаром в специализированных магазинах,47.29.33,2022.0,1.0
Торговля розничная сахаром в специализированных магазинах,47.29.33,2023.0,1.0
Торговля розничная сахаром в специализированных магазинах,47.29.33,2024.0,1.0
Торговля розничная солью в специализированных магазинах,47.29.34,2022.0,
Торговля розничная солью в специализированных магазинах,47.29.34,2023.0,1.0
Торговля розничная солью в специализированных магазинах,47.29.34,2024.0,
"Торговля розничная чаем, кофе, какао в специализированных магазинах",47.29.35,2021.0,1.0
"Торговля розничная чаем, кофе, какао в специализированных магазинах",47.29.35,2022.0,1.0
"Торговля розничная чаем, кофе, какао в специализированных магазинах",47.29.35,2023.0,1.0
"Торговля розничная чаем, кофе, какао в специализированных магазинах",47.29.35,2024.0,1.0
"Торговля розничная гомогенизированными пищевыми продуктами, детским и диетическим питанием в специализированных магазинах",47.29.36,2021.0,1.0
"Торговля розничная гомогенизированными пищевыми продуктами, детским и диетическим питанием в специализированных магазинах",47.29.36,2022.0,1.0
"Торговля розничная гомогенизированными пищевыми продуктами, детским и диетическим питанием в специализированных магазинах",47.29.36,2023.0,1.0
"Торговля розничная гомогенизированными пищевыми продуктами, детским и диетическим питанием в специализированных магазинах",47.29.36,2024.0,0.5
"Торговля розничная прочими пищевыми продуктами в специализированных магазинах, не включенными в другие группировки",47.29.39,2021.0,1.0
"Торговля розничная прочими пищевыми продуктами в специализированных магазинах, не включенными в другие группировки",47.29.39,2022.0,1.0
"Торговля розничная прочими пищевыми продуктами в специализированных магазинах, не включенными в другие группировки",47.29.39,2023.0,0.9949494949494949
"Торговля розничная прочими пищевыми продуктами в специализированных магазинах, не включенными в другие группировки",47.29.39,2024.0,0.9831932773109243
Торговля розничная моторным топливом в специализированных магазинах,47.30,2019.0,1.0
Торговля розничная моторным топливом в специализированных магазинах,47.30,2023.0,0.9931818181818182
Торговля розничная моторным топливом в специализированных магазинах,47.30,2024.0,0.974669603524229
Торговля розничная моторным топливом в специализированных магазинах,47.30.1,2021.0,1.0
Торговля розничная моторным топливом в специализированных магазинах,47.30.1,2022.0,1.0
Торговля розничная моторным топливом в специализированных магазинах,47.30.1,2023.0,0.9906542056074766
Торговля розничная моторным топливом в специализированных магазинах,47.30.1,2024.0,0.9777777777777777
Торговля розничная бензином и дизельным топливом в специализированных магазинах,47.30.11,2021.0,1.0
Торговля розничная бензином и дизельным топливом в специализированных магазинах,47.30.11,2022.0,1.0
Торговля розничная бензином и дизельным топливом в специализированных магазинах,47.30.11,2023.0,1.0
